id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260715-00001,Kevin Gray,kevin_gray@me.com,(310) 477-9187,Allie Beth Allman,El Paso,TX,76332,14,62,A,95,Facebook,2026-07-15T04:23:34Z
CREAM-20260715-00002,Maria Howard,mhoward@century21.com,(256) 509-1584,Century 21,Jacksonville,FL,32997,1,6,A,78,Brokerage Listings,2026-07-15T00:31:26Z
CREAM-20260715-00003,Sarah Brooks,sbrooks@yahoo.com,(713) 713-7259,Douglas Elliman,Miami,FL,34103,0,5,A,71,Brokerage Listings,2026-07-15T14:29:39Z
CREAM-20260715-00004,William Jones,william.jones@outlook.com,(704) 496-8594,Berkshire Hathaway,Denver,CO,80821,2,11,A,75,Facebook,2026-07-15T15:23:48Z
CREAM-20260715-00005,George Flores,george_flores@aol.com,(980) 858-9244,eXp Realty,Long Beach,CA,95878,8,31,A,98,Trade Show,2026-07-15T00:50:28Z
CREAM-20260715-00006,Brandon Williams,brandon.williams@outlook.com,(718) 642-2881,Coldwell Banker,Fort Worth,TX,75123,22,36,A,84,Referral Network,2026-07-15T16:30:44Z
CREAM-20260715-00007,Deborah Kelly,deborahk@hotmail.com,(334) 486-5631,eXp Realty,Tucson,AZ,86259,3,13,A,69,LinkedIn,2026-07-15T20:25:16Z
CREAM-20260715-00008,Carolyn Jenkins,carolynj@berkshirehathaway.com,(334) 373-4956,Berkshire Hathaway,Raleigh,NC,28461,16,41,A,77,LinkedIn,2026-07-15T15:56:45Z
CREAM-20260715-00009,Pamela Green,pgreen@compass.com,(234) 514-4863,Compass,Manhattan,NY,10530,0,2,A,85,Referral Network,2026-07-15T11:22:53Z
CREAM-20260715-00010,Charles Martin,charles.martin@howardhanna.com,(214) 883-3296,Howard Hanna,Greensboro,NC,27437,2,9,A,81,Brokerage Listings,2026-07-15T12:47:26Z
CREAM-20260715-00011,Barbara Cox,barbaracox@gmail.com,(805) 345-9584,HomeSmart,Tucson,AZ,85399,23,52,A,82,LinkedIn,2026-07-15T06:43:54Z
CREAM-20260715-00012,Joshua Robinson,jrobinson@outlook.com,(929) 560-8117,Coldwell Banker,Aurora,CO,80327,0,4,A,89,Realtor.com,2026-07-15T07:32:19Z
CREAM-20260715-00013,Mark Gray,markgray@aol.com,(614) 966-2430,eXp Realty,San Antonio,TX,75882,3,23,A,69,Brokerage Listings,2026-07-15T15:30:34Z
CREAM-20260715-00014,Rachel Patel,rachelpatel@me.com,(720) 901-5149,eXp Realty,Tampa,FL,34417,21,52,A,88,Cold Outreach,2026-07-15T20:56:59Z
CREAM-20260715-00015,Scott Richardson,scott_richardson@outlook.com,(786) 291-3884,Huntington Real Estate,Cincinnati,OH,44380,1,3,A,66,LinkedIn,2026-07-15T13:26:27Z
CREAM-20260715-00016,Carol Powell,carolp@exprealty.com,(512) 318-7404,eXp Realty,Columbus,OH,43892,2,11,A,70,Realtor.com,2026-07-15T05:47:20Z
