id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260828-00001,Cynthia Hughes,Cynthia Hughes,Cynthia,Hughes,chughes@gmail.com,(714) 443-2868,Keller Williams Realty,Keller Williams Realty,San Diego,San Diego,CA,90189,2,11,11,6627563,4.3,A,86,NAR Directory,Boutique (2-10 agents),2026-08-28T19:32:59Z
CREAM-20260828-00002,Patricia Roberts,Patricia Roberts,Patricia,Roberts,proberts@hotmail.com,(310) 640-1652,Compass,Compass,Los Angeles,Los Angeles,CA,93522,9,22,22,18889497,3.8,A,98,Referral Network,Boutique (2-10 agents),2026-08-28T19:52:54Z
CREAM-20260828-00003,Nicole Johnson,Nicole Johnson,Nicole,Johnson,nicole.johnson@gmail.com,(614) 268-9560,Century 21,Century 21,St. Petersburg,St. Petersburg,FL,32432,0,3,3,1354908,3.4,A,71,Cold Outreach,Boutique (2-10 agents),2026-08-28T12:36:35Z
CREAM-20260828-00004,Janet Ramos,Janet Ramos,Janet,Ramos,janetr@me.com,(407) 417-4673,Huntington Real Estate,Huntington Real Estate,Columbus,Columbus,OH,45969,17,60,60,17381523,4.9,A,86,MLS Database,Mid-size (11-50 agents),2026-08-28T06:57:38Z
CREAM-20260828-00005,Dorothy Harris,Dorothy Harris,Dorothy,Harris,dorothyharris@hotmail.com,(786) 655-1851,Brown Harris Stevens,Brown Harris Stevens,Queens,Queens,NY,11145,16,58,58,42990876,4.5,A,92,NAR Directory,Mid-size (11-50 agents),2026-08-28T00:58:16Z
CREAM-20260828-00006,Brenda Morris,Brenda Morris,Brenda,Morris,brendamorris@outlook.com,(212) 902-6288,Berkshire Hathaway,Berkshire Hathaway,Raleigh,Raleigh,NC,27523,3,21,21,6703791,5.0,A,87,Brokerage Listings,Independent,2026-08-28T11:48:19Z
CREAM-20260828-00007,Carl Alexander,Carl Alexander,Carl,Alexander,carlalexander@hotmail.com,(805) 661-9918,Keller Williams Realty,Keller Williams Realty,Tampa,Tampa,FL,34728,19,72,72,21463829,3.3,A,100,LinkedIn,Large (51-200 agents),2026-08-28T09:54:07Z
CREAM-20260828-00008,Timothy Lopez,Timothy Lopez,Timothy,Lopez,tlopez@kellerwilliamsrealty.com,(310) 260-2370,Keller Williams Realty,Keller Williams Realty,Miami,Miami,FL,33147,2,9,9,3398504,4.1,A,94,Facebook,Large (51-200 agents),2026-08-28T10:09:18Z
CREAM-20260828-00009,John Perez,John Perez,John,Perez,johnp@compass.com,(919) 410-9491,Compass,Compass,Miami,Miami,FL,33328,13,61,61,28629876,3.0,A,64,Website Lead,Boutique (2-10 agents),2026-08-28T16:19:44Z
CREAM-20260828-00010,Charles Carter,Charles Carter,Charles,Carter,ccarter@outlook.com,(469) 617-9833,eXp Realty,eXp Realty,Aurora,Aurora,CO,81638,11,52,52,30587853,4.7,A,65,MLS Database,Enterprise (200+ agents),2026-08-28T09:02:05Z
CREAM-20260828-00011,Ralph Torres,Ralph Torres,Ralph,Torres,ralphtorres@yahoo.com,(513) 771-5592,Keller Williams,Keller Williams,Mesa,Mesa,AZ,85710,9,23,23,11509629,3.4,A,97,Realtor.com,Independent,2026-08-28T06:54:49Z
CREAM-20260828-00012,Laura Young,Laura Young,Laura,Young,lyoung@russelllyonsothebys.com,(256) 924-3744,Russell Lyon Sotheby's,Russell Lyon Sotheby's,Tucson,Tucson,AZ,86189,14,39,39,18201706,4.9,A,76,Facebook,Large (51-200 agents),2026-08-28T02:21:27Z
CREAM-20260828-00013,Alan Roberts,Alan Roberts,Alan,Roberts,alan_roberts@icloud.com,(786) 620-2034,Sotheby's International,Sotheby's International,Los Angeles,Los Angeles,CA,90270,0,1,1,628275,3.1,A,81,Trade Show,Boutique (2-10 agents),2026-08-28T03:06:31Z
CREAM-20260828-00014,Aaron Jimenez,Aaron Jimenez,Aaron,Jimenez,aaron.jimenez@kellerwilliams.com,(212) 660-4913,Keller Williams,Keller Williams,Brooklyn,Brooklyn,NY,12670,3,10,10,5475574,3.3,A,88,MLS Database,Boutique (2-10 agents),2026-08-28T04:49:45Z
CREAM-20260828-00015,Wayne Reyes,Wayne Reyes,Wayne,Reyes,wayne.reyes@hotmail.com,(334) 603-6230,eXp Realty,eXp Realty,San Jose,San Jose,CA,93249,11,77,77,65189263,4.5,A,67,Cold Outreach,Boutique (2-10 agents),2026-08-28T19:43:59Z
CREAM-20260828-00016,Natalie Nelson,Natalie Nelson,Natalie,Nelson,nnelson@yahoo.com,(469) 567-8678,Keller Williams,Keller Williams,Charlotte,Charlotte,NC,27295,20,63,63,25781503,3.0,A,95,Realtor.com,Large (51-200 agents),2026-08-28T21:48:08Z
CREAM-20260828-00017,Karen Gonzalez,Karen Gonzalez,Karen,Gonzalez,karengonzalez@icloud.com,(334) 222-3759,Berkshire Hathaway,Berkshire Hathaway,Aurora,Aurora,CO,81642,14,54,54,30500245,3.2,A,68,Website Lead,Large (51-200 agents),2026-08-28T11:07:33Z
CREAM-20260828-00018,Richard Sullivan,Richard Sullivan,Richard,Sullivan,rsullivan@brownharrisstevens.com,(919) 260-5986,Brown Harris Stevens,Brown Harris Stevens,New York City,New York City,NY,12769,19,77,77,55113408,3.6,A,90,Facebook,Mid-size (11-50 agents),2026-08-28T08:47:58Z
CREAM-20260828-00019,Kathleen White,Kathleen White,Kathleen,White,kwhite@outlook.com,(720) 356-3876,Allie Beth Allman,Allie Beth Allman,El Paso,El Paso,TX,78198,4,21,21,6109124,3.8,A,83,NAR Directory,Boutique (2-10 agents),2026-08-28T08:58:17Z
