id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260831-00001,Andrew Allen,Andrew Allen,Andrew,Allen,andrewallen@yahoo.com,(334) 567-8320,Compass,Compass,Sacramento,Sacramento,CA,96227,2,10,10,6998110,3.7,A,75,Website Lead,Enterprise (200+ agents),2026-08-31T14:58:45Z
CREAM-20260831-00002,Gregory Campbell,Gregory Campbell,Gregory,Campbell,gregory.campbell@outlook.com,(713) 762-8123,Pacific Sotheby's,Pacific Sotheby's,San Jose,San Jose,CA,93632,16,68,68,62160618,4.1,A,72,Realtor.com,Mid-size (11-50 agents),2026-08-31T04:53:13Z
CREAM-20260831-00003,Mark Ramirez,Mark Ramirez,Mark,Ramirez,mramirez@yahoo.com,(415) 464-7643,Sotheby's International,Sotheby's International,New York City,New York City,NY,11503,5,18,18,13382815,4.2,A,73,LinkedIn,Enterprise (200+ agents),2026-08-31T03:11:53Z
CREAM-20260831-00004,Danielle Clark,Danielle Clark,Danielle,Clark,dclark@me.com,(512) 323-5219,Century 21,Century 21,Fort Lauderdale,Fort Lauderdale,FL,32897,1,11,11,3393416,4.7,A,76,Website Lead,Mid-size (11-50 agents),2026-08-31T14:55:04Z
CREAM-20260831-00005,Christopher Ruiz,Christopher Ruiz,Christopher,Ruiz,cruiz@aol.com,(980) 535-3089,Coldwell Banker,Coldwell Banker,Jacksonville,Jacksonville,FL,33952,15,56,56,20881219,4.5,A,91,Realtor.com,Enterprise (200+ agents),2026-08-31T23:22:38Z
CREAM-20260831-00006,Philip Ramirez,Philip Ramirez,Philip,Ramirez,philipr@douglaselliman.com,(512) 900-3973,Douglas Elliman,Douglas Elliman,Houston,Houston,TX,79431,2,11,11,4455571,3.8,A,77,Facebook,Independent,2026-08-31T15:12:32Z
CREAM-20260831-00007,Katherine Reyes,Katherine Reyes,Katherine,Reyes,katherine_reyes@aol.com,(256) 249-4890,Keller Williams,Keller Williams,Cleveland,Cleveland,OH,43970,6,38,38,9408029,4.5,A,64,MLS Database,Large (51-200 agents),2026-08-31T08:37:59Z
CREAM-20260831-00008,Mark Ramos,Mark Ramos,Mark,Ramos,markr@douglaselliman.com,(602) 614-2467,Douglas Elliman,Douglas Elliman,New York City,New York City,NY,14173,12,25,25,13436407,3.8,A,71,Trade Show,Independent,2026-08-31T10:00:09Z
CREAM-20260831-00009,David Cox,David Cox,David,Cox,dcox@berkshirehathaway.com,(334) 728-9585,Berkshire Hathaway,Berkshire Hathaway,Houston,Houston,TX,77760,18,36,36,11398554,4.1,A,80,NAR Directory,Mid-size (11-50 agents),2026-08-31T16:33:49Z
CREAM-20260831-00010,Jacob Baker,Jacob Baker,Jacob,Baker,jacob_baker@outlook.com,(407) 867-6047,Compass,Compass,Raleigh,Raleigh,NC,27936,2,10,10,4377768,4.3,A,95,MLS Database,Enterprise (200+ agents),2026-08-31T03:09:15Z
CREAM-20260831-00011,Debra Scott,Debra Scott,Debra,Scott,dscott@hotmail.com,(234) 593-3844,Nest Seekers,Nest Seekers,New York City,New York City,NY,14541,2,4,4,2341172,3.3,A,67,NAR Directory,Independent,2026-08-31T00:20:19Z
CREAM-20260831-00012,Jacob Russell,Jacob Russell,Jacob,Russell,jacobr@gmail.com,(513) 973-6909,HomeSmart,HomeSmart,Tucson,Tucson,AZ,86549,1,3,3,1265850,3.5,A,75,Facebook,Boutique (2-10 agents),2026-08-31T06:45:12Z
CREAM-20260831-00013,Susan Watson,Susan Watson,Susan,Watson,swatson@coldwellbanker.com,(919) 727-9618,Coldwell Banker,Coldwell Banker,Miami,Miami,FL,32762,5,13,13,4490569,4.8,A,95,Trade Show,Enterprise (200+ agents),2026-08-31T18:30:28Z
CREAM-20260831-00014,Emma Foster,Emma Foster,Emma,Foster,efoster@aol.com,(415) 872-1442,RE/MAX,RE/MAX,Charlotte,Charlotte,NC,28119,9,16,16,6540578,4.8,A,88,LinkedIn,Large (51-200 agents),2026-08-31T12:13:20Z
CREAM-20260831-00015,Keith Evans,Keith Evans,Keith,Evans,keithevans@hotmail.com,(305) 909-5707,Douglas Elliman,Douglas Elliman,San Antonio,San Antonio,TX,79489,0,5,5,2265515,4.0,A,78,Referral Network,Boutique (2-10 agents),2026-08-31T13:27:34Z
CREAM-20260831-00016,Kimberly Foster,Kimberly Foster,Kimberly,Foster,kimberlyf@douglaselliman.com,(972) 545-1073,Douglas Elliman,Douglas Elliman,San Antonio,San Antonio,TX,76214,4,19,19,5684540,4.9,A,64,Facebook,Mid-size (11-50 agents),2026-08-31T01:48:16Z
CREAM-20260831-00017,Kathleen Foster,Kathleen Foster,Kathleen,Foster,kfoster@yahoo.com,(234) 929-1499,Allen Tate,Allen Tate,Greensboro,Greensboro,NC,28111,2,9,9,2713295,4.7,A,95,NAR Directory,Mid-size (11-50 agents),2026-08-31T21:12:30Z
CREAM-20260831-00018,Ruth Reyes,Ruth Reyes,Ruth,Reyes,ruth_reyes@outlook.com,(512) 577-2391,eXp Realty,eXp Realty,Houston,Houston,TX,79966,11,41,41,17733744,3.5,A,88,MLS Database,Independent,2026-08-31T01:36:07Z
CREAM-20260831-00019,Jacob Stewart,Jacob Stewart,Jacob,Stewart,jacobstewart@outlook.com,(305) 636-2758,Keller Williams Realty,Keller Williams Realty,Long Beach,Long Beach,CA,96474,13,54,54,49274134,3.6,A,69,Trade Show,Independent,2026-08-31T12:17:40Z
CREAM-20260831-00020,Larry Edwards,Larry Edwards,Larry,Edwards,larry.edwards@aol.com,(512) 991-9736,RE/MAX,RE/MAX,Mesa,Mesa,AZ,85903,5,12,12,4087206,4.7,A,78,MLS Database,Enterprise (200+ agents),2026-08-31T15:42:43Z
CREAM-20260831-00021,Alan Thompson,Alan Thompson,Alan,Thompson,alan_thompson@outlook.com,(646) 713-3609,eXp Realty,eXp Realty,San Antonio,San Antonio,TX,75576,3,13,13,5605177,3.3,A,76,Referral Network,Enterprise (200+ agents),2026-08-31T21:44:15Z
CREAM-20260831-00022,Frank Hall,Frank Hall,Frank,Hall,frank_hall@gmail.com,(214) 356-8429,Keller Williams Realty,Keller Williams Realty,Tampa,Tampa,FL,34564,4,13,13,4240177,3.7,A,66,Cold Outreach,Large (51-200 agents),2026-08-31T11:12:27Z
CREAM-20260831-00023,Deborah Wright,Deborah Wright,Deborah,Wright,deborah.wright@sothebysinternational.com,(512) 907-9226,Sotheby's International,Sotheby's International,Long Beach,Long Beach,CA,90775,12,68,68,60841161,4.4,A,90,LinkedIn,Large (51-200 agents),2026-08-31T18:56:39Z
CREAM-20260831-00024,Deborah Long,Deborah Long,Deborah,Long,deborah.long@exprealty.com,(704) 494-1427,eXp Realty,eXp Realty,Columbus,Columbus,OH,43195,3,10,10,2522847,4.0,A,93,Cold Outreach,Enterprise (200+ agents),2026-08-31T07:54:11Z
CREAM-20260831-00025,Rachel Ramos,Rachel Ramos,Rachel,Ramos,rramos@hotmail.com,(720) 633-5493,Compass,Compass,St. Petersburg,St. Petersburg,FL,33323,1,5,5,1793809,3.1,A,82,Website Lead,Boutique (2-10 agents),2026-08-31T13:50:46Z
CREAM-20260831-00026,Brenda Garcia,Brenda Garcia,Brenda,Garcia,brendagarcia@aol.com,(310) 751-4845,Keller Williams,Keller Williams,Phoenix,Phoenix,AZ,86520,5,25,25,8097567,3.1,A,60,NAR Directory,Mid-size (11-50 agents),2026-08-31T15:02:29Z
CREAM-20260831-00027,Katherine Robinson,Katherine Robinson,Katherine,Robinson,krobinson@kellerwilliamsrealty.com,(415) 781-7556,Keller Williams Realty,Keller Williams Realty,Long Beach,Long Beach,CA,92736,6,37,37,24102016,4.6,A,63,Brokerage Listings,Boutique (2-10 agents),2026-08-31T18:54:17Z
