full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Ralph Munoz,Ralph,Munoz,rmunoz@gmail.com,(614) 144-7930,David Weekley Homes,Tampa,FL,9,13,8707088,FL378390,FL,4.4,96,A,realtor_scraper,2026-04-16T07:02:34.193326+00:00
Lisa James,Lisa,James,ljames@agent.com,(862) 478-5955,Keller Williams,Pacoima,CA,7,21,6701898,CA976592,CA,4.5,89,C,realtor_scraper,2026-04-16T07:02:34.207010+00:00
Robert King,Robert,King,rking@gmail.com,(801) 123-4720,Ryan Homes,San Antonio,TX,1,4,1805708,TX207729,TX,4.5,71,A,realtor_scraper,2026-04-16T07:02:34.192331+00:00
Dale Ramirez,Dale,Ramirez,dramirez@hotmail.com,(571) 702-8165,ZipRealty,Washington,DC,0,8,3243112,DC230682,DC,3.1,73,A,realtor_scraper,2026-04-16T07:02:34.191163+00:00
Nancy Ford,Nancy,Ford,nancy.ford@remax.net,(629) 876-7242,David Weekley Homes,Mesa,AZ,9,20,9101860,AZ771286,AZ,3.0,98,A,realtor_scraper,2026-04-16T07:02:34.193751+00:00
Timothy Cooper,Timothy,Cooper,timothycooper@agent.com,(205) 326-2252,Village Real Estate,Birmingham,AL,8,10,4489750,AL972755,AL,3.8,89,B,realtor_scraper,2026-04-16T07:02:34.201748+00:00
Rose Turner,Rose,Turner,turnerrose@nextdoor.com,(318) 217-1603,Exit Realty,Durham,NC,19,11,7877650,NC411244,NC,4.4,96,A,realtor_scraper,2026-04-16T07:02:34.189513+00:00
Julia Brown,Julia,Brown,jbrown@realtor.com,(564) 696-1565,ZipRealty,Brockton,MA,9,23,16332162,MA763924,MA,4.9,93,C,realtor_scraper,2026-04-16T07:02:34.207120+00:00
Angela Cook,Angela,Cook,angela.cook@redfin.com,(530) 775-1393,Lennar,Alexandria,VA,0,5,2408755,VA638471,VA,3.9,68,B,realtor_scraper,2026-04-16T07:02:34.200534+00:00
Thomas Rose,Thomas,Rose,thomas.rose@coldwellbanker.com,(505) 906-7704,Redfin Partner,Aurora,CO,11,13,10134085,CO605821,CO,3.9,98,A,realtor_scraper,2026-04-16T07:02:34.197160+00:00
Rebecca Harrison,Rebecca,Harrison,rebecca.harrison@agent.com,(408) 374-5789,KB Home,Pasadena,TX,6,29,14950138,TX142408,TX,3.7,90,B,realtor_scraper,2026-04-16T07:02:34.202925+00:00
Mark Schmidt,Mark,Schmidt,mschmidt@remax.net,(216) 674-5923,Intero Real Estate,San Antonio,TX,7,12,9402108,TX99927,TX,4.5,91,A,realtor_scraper,2026-04-16T07:02:34.195714+00:00
Sophia Morales,Sophia,Morales,sophia.morales@agent.com,(216) 483-1411,Better Homes and Gardens Real Estate,Arvada,CO,1,6,2198556,CO129401,CO,4.4,68,C,realtor_scraper,2026-04-16T07:02:34.206208+00:00
Andrew Martin,Andrew,Martin,amartin@trulia.com,(334) 670-6797,Taylor Morrison,Boise,ID,3,17,8463756,ID858838,ID,3.1,84,B,realtor_scraper,2026-04-16T07:02:34.202388+00:00
Carolyn Soto,Carolyn,Soto,carolyn.soto@trulia.com,(207) 165-7580,Marcus & Millichap,Houston,TX,7,8,5086952,TX404056,TX,4.1,87,A,realtor_scraper,2026-04-16T07:02:34.190779+00:00
Janice Freeman,Janice,Freeman,janicefreeman@sothebysrealty.com,(480) 664-2431,Movoto,Dayton,OH,5,7,3931613,OH225898,OH,3.9,80,B,realtor_scraper,2026-04-16T07:02:34.197299+00:00
Dale Long,Dale,Long,dalel@realty.com,(914) 401-2952,Howard Hanna Real Estate,Cape Coral,FL,12,29,22495300,FL248351,FL,3.7,98,B,realtor_scraper,2026-04-16T07:02:34.200670+00:00
Raymond Bennett,Raymond,Bennett,bennettraymond@outlook.com,(240) 589-7148,Compass,Vancouver,WA,1,10,2654180,WA484944,WA,5.0,75,B,realtor_scraper,2026-04-16T07:02:34.202143+00:00
Joseph Garcia,Joseph,Garcia,joseph.garcia@remax.net,(510) 820-9513,Intero Real Estate,Phoenix,AZ,11,11,6807680,AZ16741,AZ,4.6,96,A,realtor_scraper,2026-04-16T07:02:34.190339+00:00
Angela Simmons,Angela,Simmons,angelasimmons@gmail.com,(614) 839-5912,Lyon Real Estate,New Haven,CT,2,2,632160,CT750551,CT,3.8,69,B,realtor_scraper,2026-04-16T07:02:34.201733+00:00
William Marshall,William,Marshall,williamm@agent.com,(856) 647-6548,Taylor Morrison,Clovis,CA,3,4,1455336,CA44357,CA,4.0,70,C,realtor_scraper,2026-04-16T07:02:34.204006+00:00
Amanda Wood,Amanda,Wood,amandaw@realtyonegroup.com,(276) 370-8719,Keller Williams,New York,NY,9,10,6680850,NY598051,NY,4.1,93,A,realtor_scraper,2026-04-16T07:02:34.193919+00:00
Susan Taylor,Susan,Taylor,staylor@homes.com,(318) 576-5743,Century 21,Provo,UT,3,7,3561880,UT517921,UT,3.8,73,C,realtor_scraper,2026-04-16T07:02:34.205880+00:00
Edwin Ward,Edwin,Ward,eward@realtor.com,(479) 860-1816,Weichert Realtors,Milwaukee,WI,13,24,12071688,WI275821,WI,3.7,100,A,realtor_scraper,2026-04-16T07:02:34.191225+00:00
Austin Adams,Austin,Adams,austina@gmail.com,(308) 825-7157,Redfin Partner,Lakewood,CO,1,5,2177405,CO96141,CO,3.0,70,B,realtor_scraper,2026-04-16T07:02:34.201861+00:00
