id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260918-00001,Walter Castillo,Walter Castillo,Walter,Castillo,walterc@douglaselliman.com,(805) 734-5483,Douglas Elliman,Douglas Elliman,Houston,Houston,TX,79285,10,54,54,21179978,3.8,A,67,Cold Outreach,Independent,2026-09-18T10:25:22Z
CREAM-20260918-00002,Judith Reed,Judith Reed,Judith,Reed,judithreed@gmail.com,(512) 636-1402,Coldwell Banker,Coldwell Banker,Greensboro,Greensboro,NC,28704,24,60,60,18774117,3.6,A,74,Referral Network,Boutique (2-10 agents),2026-09-18T07:05:02Z
CREAM-20260918-00003,Brian Wilson,Brian Wilson,Brian,Wilson,brianw@alliebethallman.com,(303) 738-5129,Allie Beth Allman,Allie Beth Allman,El Paso,El Paso,TX,77425,16,79,79,29766734,4.3,A,73,LinkedIn,Large (51-200 agents),2026-09-18T19:23:03Z
CREAM-20260918-00004,Grace Flores,Grace Flores,Grace,Flores,gflores@kellerwilliams.com,(614) 674-3535,Keller Williams,Keller Williams,New York City,New York City,NY,11140,17,80,80,50715167,3.9,A,60,Cold Outreach,Enterprise (200+ agents),2026-09-18T09:54:19Z
CREAM-20260918-00005,Pamela Watson,Pamela Watson,Pamela,Watson,pamela_watson@gmail.com,(614) 957-7462,Cutler Real Estate,Cutler Real Estate,Columbus,Columbus,OH,44608,1,12,12,3257847,3.0,A,95,NAR Directory,Large (51-200 agents),2026-09-18T07:52:11Z
CREAM-20260918-00006,Matthew Bailey,Matthew Bailey,Matthew,Bailey,mbailey@icloud.com,(512) 386-6454,Allie Beth Allman,Allie Beth Allman,Houston,Houston,TX,75217,4,18,18,6772494,4.3,A,62,Website Lead,Enterprise (200+ agents),2026-09-18T04:12:22Z
CREAM-20260918-00007,Andrew Rodriguez,Andrew Rodriguez,Andrew,Rodriguez,andrew.rodriguez@hotmail.com,(919) 722-5137,Berkshire Hathaway,Berkshire Hathaway,Colorado Springs,Colorado Springs,CO,80573,2,10,10,4418051,3.4,A,67,Cold Outreach,Enterprise (200+ agents),2026-09-18T09:10:57Z
CREAM-20260918-00008,Katherine Kim,Katherine Kim,Katherine,Kim,katherinek@exprealty.com,(614) 691-5845,eXp Realty,eXp Realty,Oakland,Oakland,CA,93636,23,31,31,28345828,4.5,A,87,Realtor.com,Boutique (2-10 agents),2026-09-18T13:57:28Z
CREAM-20260918-00009,Richard Gutierrez,Richard Gutierrez,Richard,Gutierrez,richardg@kellerwilliams.com,(646) 768-2272,Keller Williams,Keller Williams,Raleigh,Raleigh,NC,27931,18,59,59,20124341,4.8,A,88,Realtor.com,Boutique (2-10 agents),2026-09-18T19:41:07Z
CREAM-20260918-00010,Martha Price,Martha Price,Martha,Price,marthap@8zrealestate.com,(713) 433-3172,8z Real Estate,8z Real Estate,Aurora,Aurora,CO,80862,4,13,13,8940168,3.5,A,69,Facebook,Enterprise (200+ agents),2026-09-18T18:28:17Z
