id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260921-00001,Julia Reyes,Julia Reyes,Julia,Reyes,jreyes@me.com,(805) 662-4193,Brown Harris Stevens,Brown Harris Stevens,Queens,Queens,NY,10228,0,5,5,3245066,4.1,A,74,Website Lead,Boutique (2-10 agents),2026-09-21T00:13:52Z
CREAM-20260921-00002,Megan Wood,Megan Wood,Megan,Wood,meganw@kellerwilliams.com,(704) 742-5967,Keller Williams,Keller Williams,Bronx,Bronx,NY,13581,13,54,54,41871198,4.4,A,84,MLS Database,Boutique (2-10 agents),2026-09-21T14:23:18Z
CREAM-20260921-00003,Susan Howard,Susan Howard,Susan,Howard,susanh@compass.com,(305) 728-4656,Compass,Compass,Denver,Denver,CO,81629,22,65,65,40218873,4.6,A,69,NAR Directory,Boutique (2-10 agents),2026-09-21T11:20:07Z
CREAM-20260921-00004,Barbara White,Barbara White,Barbara,White,barbaraw@outlook.com,(214) 825-5322,Berkshire Hathaway,Berkshire Hathaway,Tucson,Tucson,AZ,85512,8,25,25,12244363,4.8,A,87,Trade Show,Mid-size (11-50 agents),2026-09-21T11:28:22Z
CREAM-20260921-00005,Betty Garcia,Betty Garcia,Betty,Garcia,betty.garcia@outlook.com,(513) 536-9840,RE/MAX,RE/MAX,Charlotte,Charlotte,NC,28720,25,33,33,11453154,4.6,A,73,Cold Outreach,Enterprise (200+ agents),2026-09-21T16:39:42Z
CREAM-20260921-00006,Helen Chavez,Helen Chavez,Helen,Chavez,helen.chavez@yahoo.com,(614) 286-2744,RE/MAX,RE/MAX,Raleigh,Raleigh,NC,27276,9,39,39,16850001,5.0,A,62,Trade Show,Large (51-200 agents),2026-09-21T03:35:42Z
CREAM-20260921-00007,Jacob Miller,Jacob Miller,Jacob,Miller,jacobmiller@yahoo.com,(256) 464-8702,Sotheby's International,Sotheby's International,Los Angeles,Los Angeles,CA,91732,13,28,28,22285178,3.1,A,80,Facebook,Independent,2026-09-21T02:25:27Z
CREAM-20260921-00008,Heather Gray,Heather Gray,Heather,Gray,heather.gray@outlook.com,(929) 273-9699,Douglas Elliman,Douglas Elliman,St. Petersburg,St. Petersburg,FL,34784,21,43,43,21701052,3.3,A,94,LinkedIn,Independent,2026-09-21T16:37:57Z
CREAM-20260921-00009,Amanda Taylor,Amanda Taylor,Amanda,Taylor,amanda.taylor@berkshirehathaway.com,(214) 640-2159,Berkshire Hathaway,Berkshire Hathaway,Scottsdale,Scottsdale,AZ,85911,0,5,5,2214595,3.6,A,93,Cold Outreach,Enterprise (200+ agents),2026-09-21T09:21:50Z
CREAM-20260921-00010,Ralph Johnson,Ralph Johnson,Ralph,Johnson,rjohnson@icloud.com,(214) 464-5167,eXp Realty,eXp Realty,San Antonio,San Antonio,TX,78393,3,25,25,6330355,4.6,A,86,Brokerage Listings,Independent,2026-09-21T03:38:38Z
CREAM-20260921-00011,Emma Lewis,Emma Lewis,Emma,Lewis,emmalewis@aol.com,(404) 728-7643,Russell Lyon Sotheby's,Russell Lyon Sotheby's,Tucson,Tucson,AZ,85326,0,0,0,0,4.6,A,76,MLS Database,Large (51-200 agents),2026-09-21T12:40:48Z
CREAM-20260921-00012,Rachel Garcia,Rachel Garcia,Rachel,Garcia,rachel_garcia@aol.com,(929) 666-5821,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,Houston,Houston,TX,76466,24,53,53,15651777,3.3,A,89,Referral Network,Boutique (2-10 agents),2026-09-21T05:50:49Z
CREAM-20260921-00013,Grace Jenkins,Grace Jenkins,Grace,Jenkins,gracej@hotmail.com,(256) 601-4205,Compass,Compass,Raleigh,Raleigh,NC,27824,18,63,63,18923510,3.3,A,89,Cold Outreach,Enterprise (200+ agents),2026-09-21T13:02:07Z
CREAM-20260921-00014,Roger Hughes,Roger Hughes,Roger,Hughes,rhughes@berkshirehathaway.com,(980) 911-1845,Berkshire Hathaway,Berkshire Hathaway,Dallas,Dallas,TX,75518,8,34,34,14069931,3.3,A,73,Referral Network,Boutique (2-10 agents),2026-09-21T17:02:01Z
CREAM-20260921-00015,Robert Perry,Robert Perry,Robert,Perry,robert_perry@me.com,(980) 730-3513,RE/MAX,RE/MAX,Dallas,Dallas,TX,79407,7,18,18,7341568,3.1,A,91,Realtor.com,Independent,2026-09-21T00:13:37Z
CREAM-20260921-00016,Grace Brown,Grace Brown,Grace,Brown,gracebrown@yahoo.com,(929) 235-7659,Berkshire Hathaway,Berkshire Hathaway,San Antonio,San Antonio,TX,79745,19,80,80,20083368,4.4,A,92,Facebook,Mid-size (11-50 agents),2026-09-21T08:11:09Z
CREAM-20260921-00017,David Flores,David Flores,David,Flores,davidflores@gmail.com,(404) 831-2137,RE/MAX,RE/MAX,Oakland,Oakland,CA,93134,4,14,14,13280250,5.0,A,63,MLS Database,Mid-size (11-50 agents),2026-09-21T03:35:04Z
CREAM-20260921-00018,Diane Mendoza,Diane Mendoza,Diane,Mendoza,diane.mendoza@yahoo.com,(602) 681-6028,eXp Realty,eXp Realty,Charlotte,Charlotte,NC,28398,18,59,59,20127709,4.5,A,99,Realtor.com,Large (51-200 agents),2026-09-21T15:16:13Z
CREAM-20260921-00019,Jack Myers,Jack Myers,Jack,Myers,jackm@kellerwilliams.com,(972) 500-2181,Keller Williams,Keller Williams,Staten Island,Staten Island,NY,12594,18,45,45,24611870,4.7,A,76,Realtor.com,Large (51-200 agents),2026-09-21T06:27:48Z
CREAM-20260921-00020,Jason Anderson,Jason Anderson,Jason,Anderson,jason_anderson@aol.com,(718) 740-4658,Russell Lyon Sotheby's,Russell Lyon Sotheby's,Mesa,Mesa,AZ,85132,4,11,11,5538899,3.9,A,95,NAR Directory,Large (51-200 agents),2026-09-21T20:28:57Z
CREAM-20260921-00021,Dennis Foster,Dennis Foster,Dennis,Foster,dennis_foster@gmail.com,(714) 894-4887,8z Real Estate,8z Real Estate,Denver,Denver,CO,81719,4,13,13,5069533,4.7,A,89,Facebook,Boutique (2-10 agents),2026-09-21T07:31:59Z
CREAM-20260921-00022,John Wilson,John Wilson,John,Wilson,jwilson@douglaselliman.com,(720) 772-5324,Douglas Elliman,Douglas Elliman,Bronx,Bronx,NY,12743,9,18,18,13783405,4.5,A,78,Facebook,Independent,2026-09-21T23:29:02Z
CREAM-20260921-00023,Nancy Patel,Nancy Patel,Nancy,Patel,nancy.patel@hotmail.com,(980) 897-7703,Coldwell Banker,Coldwell Banker,Sacramento,Sacramento,CA,95875,2,4,4,3462318,3.4,A,77,Brokerage Listings,Mid-size (11-50 agents),2026-09-21T08:25:28Z
CREAM-20260921-00024,Heather Hernandez,Heather Hernandez,Heather,Hernandez,heatherh@coldwellbanker.com,(614) 647-7133,Coldwell Banker,Coldwell Banker,Raleigh,Raleigh,NC,27892,6,21,21,8865310,3.4,A,91,NAR Directory,Independent,2026-09-21T09:56:15Z
