full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Scott Ward,Scott,Ward,scottw@agent.com,(772) 420-6584,Berkshire Hathaway HomeServices,Gilbert,AZ,11,26,17504240,AZ27154,AZ,4.8,100,A,realtor_scraper,2026-06-04T07:09:56.776727+00:00
Joshua Taylor,Joshua,Taylor,joshuat@sothebysrealty.com,(651) 415-9833,Zillow Premier Agent,Washington,DC,8,23,14723036,DC652553,DC,4.9,96,A,realtor_scraper,2026-06-04T07:09:56.473797+00:00
Emily Salazar,Emily,Salazar,emilysalazar@yahoo.com,(262) 459-6842,eXp Realty,Lewisville,TX,2,1,342659,TX952321,TX,3.6,65,C,realtor_scraper,2026-06-04T07:09:57.276362+00:00
Barbara Hamilton,Barbara,Hamilton,bhamilton@century21.com,(327) 733-3341,Newmark Grubb Knight Frank,Wichita,KS,6,8,3386176,KS733119,KS,3.2,85,A,realtor_scraper,2026-06-04T07:09:56.776389+00:00
Doris Jordan,Doris,Jordan,djordan@realtor.com,(225) 157-6019,Lyon Real Estate,Ventura,CA,4,10,3482440,CA96015,CA,3.6,78,C,realtor_scraper,2026-06-04T07:09:57.372182+00:00
Jack Munoz,Jack,Munoz,munozjack@realty.com,(425) 564-9453,Beazer Homes,Tempe,AZ,5,13,5510336,AZ756711,AZ,4.3,86,B,realtor_scraper,2026-06-04T07:09:57.175715+00:00
Brenda Rogers,Brenda,Rogers,brogers@homes.com,(630) 654-9283,Colliers International,Little Rock,AR,5,15,4206390,AR367289,AR,3.5,88,B,realtor_scraper,2026-06-04T07:09:57.177267+00:00
Corey Silva,Corey,Silva,coreys@kw.com,(605) 440-9095,HomeSmart,Las Vegas,NV,11,28,19039972,NV607885,NV,4.3,100,A,realtor_scraper,2026-06-04T07:09:56.873809+00:00
Helen Ortiz,Helen,Ortiz,helenortiz@remax.net,(762) 309-1188,Intero Real Estate,Irvine,CA,7,33,18014931,CA319071,CA,5.0,94,A,realtor_scraper,2026-06-04T07:09:56.873104+00:00
Janice Meyer,Janice,Meyer,jmeyer@sothebysrealty.com,(775) 431-1265,Movoto,Indianapolis,IN,7,8,3632712,IN967915,IN,3.2,87,A,realtor_scraper,2026-06-04T07:09:56.474054+00:00
Judith Griffin,Judith,Griffin,judith.griffin@realty.com,(650) 365-6550,Realty World,Hollywood,CA,10,30,23731980,CA374868,CA,4.2,98,B,realtor_scraper,2026-06-04T07:09:57.175067+00:00
Ashley Stewart,Ashley,Stewart,ashleystewart@homes.com,(347) 570-5821,NVR Homes,Norfolk,VA,2,10,4516360,VA334305,VA,4.4,79,A,realtor_scraper,2026-06-04T07:09:56.775105+00:00
Louis Romero,Louis,Romero,lromero@sothebysrealty.com,(773) 454-1133,Ryan Homes,Gilbert,AZ,12,20,12645200,AZ294038,AZ,4.8,100,A,realtor_scraper,2026-06-04T07:09:56.873788+00:00
Douglas Williams,Douglas,Williams,douglas.williams@remax.net,(843) 485-6376,Cushman & Wakefield,Cleveland,OH,10,32,19202496,OH583547,OH,3.3,100,A,realtor_scraper,2026-06-04T07:09:56.774553+00:00
Corey Hawkins,Corey,Hawkins,coreyh@remax.net,(484) 898-5293,AvalonBay Communities,League City,TX,4,11,4168021,TX709134,TX,3.8,79,C,realtor_scraper,2026-06-04T07:09:57.372824+00:00
Samantha Salazar,Samantha,Salazar,samanthasalazar@bhhs.com,(802) 113-1441,Equity Residential,Greensboro,NC,4,5,2749320,NC94735,NC,3.1,78,A,realtor_scraper,2026-06-04T07:09:56.775257+00:00
Edward Gray,Edward,Gray,grayedward@century21.com,(918) 420-2000,Sotheby's International Realty,Tempe,AZ,8,28,14547400,AZ482483,AZ,4.7,94,B,realtor_scraper,2026-06-04T07:09:56.874874+00:00
Austin Rice,Austin,Rice,austin.rice@realtor.com,(504) 673-9461,KB Home,San Francisco,CA,8,30,23652540,CA606480,CA,4.6,96,A,realtor_scraper,2026-06-04T07:09:56.575259+00:00
Bobby Brown,Bobby,Brown,bobbyb@zillow.com,(816) 359-4025,J.P. Morgan Real Estate,Las Cruces,NM,2,2,558320,NM895332,NM,3.5,66,C,realtor_scraper,2026-06-04T07:09:57.372648+00:00
Jennifer Wagner,Jennifer,Wagner,jwagner@broker.com,(341) 507-4751,Equity Residential,Syracuse,NY,14,25,11565525,NY487805,NY,4.9,98,B,realtor_scraper,2026-06-04T07:09:56.875361+00:00
Preston Peterson,Preston,Peterson,preston.peterson@realtor.com,(267) 713-9399,Newmark Grubb Knight Frank,Syracuse,NY,1,4,1284908,NY55831,NY,3.8,69,B,realtor_scraper,2026-06-04T07:09:57.176920+00:00
Donna McDonald,Donna,McDonald,donnamcdonald@redfin.com,(951) 537-7824,John L. Scott Real Estate,El Cajon,CA,4,17,4809096,CA407345,CA,3.8,83,C,realtor_scraper,2026-06-04T07:09:57.276006+00:00
Denise Graham,Denise,Graham,dgraham@hotmail.com,(203) 250-3616,KB Home,Lakewood,CO,4,9,2732391,CO806859,CO,4.2,80,B,realtor_scraper,2026-06-04T07:09:57.175419+00:00
Linda Flores,Linda,Flores,lindaf@hotmail.com,(850) 336-6284,Marcus & Millichap,Alexandria,VA,0,4,1677920,VA524061,VA,3.9,67,B,realtor_scraper,2026-06-04T07:09:57.176182+00:00
Virginia Gray,Virginia,Gray,virginiag@century21.com,(616) 910-6245,Village Real Estate,Beaumont,TX,2,8,3038712,TX893836,TX,4.7,72,C,realtor_scraper,2026-06-04T07:09:57.275842+00:00
Teresa Johnson,Teresa,Johnson,teresajohnson@remax.net,(346) 491-3968,Redfin Partner,Akron,OH,5,4,1951976,OH450642,OH,3.2,77,B,realtor_scraper,2026-06-04T07:09:57.177554+00:00
