id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260923-00001,Eugene Rogers,Eugene Rogers,Eugene,Rogers,erogers@gmail.com,(234) 983-7517,Berkshire Hathaway,Berkshire Hathaway,Dallas,Dallas,TX,76238,1,6,6,2615990,3.9,A,65,Referral Network,Large (51-200 agents),2026-09-23T14:26:11Z
CREAM-20260923-00002,Bruce Peterson,Bruce Peterson,Bruce,Peterson,bruce_peterson@yahoo.com,(718) 640-6044,Berkshire Hathaway,Berkshire Hathaway,Cleveland,Cleveland,OH,44225,21,46,46,14234487,3.4,A,87,Website Lead,Large (51-200 agents),2026-09-23T12:51:34Z
CREAM-20260923-00003,Matthew Price,Matthew Price,Matthew,Price,matthew_price@aol.com,(704) 358-6623,Long Realty,Long Realty,Scottsdale,Scottsdale,AZ,85584,12,74,74,31738784,4.8,A,62,Facebook,Boutique (2-10 agents),2026-09-23T09:03:44Z
CREAM-20260923-00004,Pamela Brown,Pamela Brown,Pamela,Brown,pamelab@briggsfreemansothebys.com,(234) 294-6742,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,Fort Worth,Fort Worth,TX,75490,11,71,71,28272978,3.2,A,86,MLS Database,Large (51-200 agents),2026-09-23T21:11:13Z
CREAM-20260923-00005,Natalie Green,Natalie Green,Natalie,Green,natalie.green@russelllyonsothebys.com,(256) 679-7281,Russell Lyon Sotheby's,Russell Lyon Sotheby's,Mesa,Mesa,AZ,86640,19,79,79,38225970,4.6,A,88,Cold Outreach,Enterprise (200+ agents),2026-09-23T17:12:40Z
CREAM-20260923-00006,Gregory Williams,Gregory Williams,Gregory,Williams,gregoryw@exprealty.com,(212) 734-5486,eXp Realty,eXp Realty,Tucson,Tucson,AZ,86472,11,59,59,24932038,4.6,A,69,Brokerage Listings,Large (51-200 agents),2026-09-23T08:40:19Z
CREAM-20260923-00007,Roger Martinez,Roger Martinez,Roger,Martinez,rogerm@aol.com,(214) 203-8509,eXp Realty,eXp Realty,Tucson,Tucson,AZ,85940,2,11,11,5401575,4.6,A,100,LinkedIn,Boutique (2-10 agents),2026-09-23T16:56:52Z
CREAM-20260923-00008,Lisa Brooks,Lisa Brooks,Lisa,Brooks,lisabrooks@me.com,(980) 213-4982,Coldwell Banker,Coldwell Banker,El Paso,El Paso,TX,77436,9,22,22,8299309,4.9,A,92,MLS Database,Independent,2026-09-23T23:39:10Z
CREAM-20260923-00009,Nancy Gutierrez,Nancy Gutierrez,Nancy,Gutierrez,nancyg@coldwellbanker.com,(602) 805-4025,Coldwell Banker,Coldwell Banker,Greensboro,Greensboro,NC,27497,2,4,4,1692011,3.4,A,69,Cold Outreach,Enterprise (200+ agents),2026-09-23T04:15:57Z
CREAM-20260923-00010,Rachel Cox,Rachel Cox,Rachel,Cox,rachel.cox@kellerwilliams.com,(214) 710-1215,Keller Williams,Keller Williams,Dallas,Dallas,TX,79635,19,33,33,12263673,4.8,A,60,Brokerage Listings,Large (51-200 agents),2026-09-23T12:12:35Z
CREAM-20260923-00011,Ralph Stewart,Ralph Stewart,Ralph,Stewart,rstewart@aol.com,(916) 356-8522,Douglas Elliman,Douglas Elliman,Staten Island,Staten Island,NY,13863,3,10,10,5979973,4.8,A,71,Brokerage Listings,Mid-size (11-50 agents),2026-09-23T18:50:21Z
CREAM-20260923-00012,Keith Diaz,Keith Diaz,Keith,Diaz,keithd@exprealty.com,(512) 785-2682,eXp Realty,eXp Realty,Orlando,Orlando,FL,33992,1,12,12,4394718,3.7,A,60,MLS Database,Large (51-200 agents),2026-09-23T22:50:32Z
