full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Gary Peterson,Gary,Peterson,peterson.gary@realtyonegroup.com,(216) 953-3066,LGI Homes,Oklahoma City,OK,2,9,899832,OK107135,OK,4.7,67,C,realtor_scraper,2026-04-28T07:04:06.114382+00:00
Robert Johnson,Robert,Johnson,robertj@redfin.com,(970) 931-6289,Nest Seekers,Cincinnati,OH,18,23,2960983,OH983768,OH,4.7,66,B,realtor_scraper,2026-04-28T07:04:06.114441+00:00
Thomas Davis,Thomas,Davis,davis.thomas@outlook.com,(434) 672-4079,Douglas Elliman,Los Angeles,CA,19,37,5331798,CA426531,CA,4.0,92,A,realtor_scraper,2026-04-28T07:04:06.114465+00:00
Donna Price,Donna,Price,donna.price@kw.com,(971) 301-2814,Coldwell Banker,Phoenix,AZ,8,14,3686720,AZ331323,AZ,4.7,90,A,realtor_scraper,2026-04-28T07:04:06.114488+00:00
John Kim,John,Kim,john19@kw.com,(707) 869-1282,D.R. Horton,Memphis,TN,6,25,4616003,TN463406,TN,4.5,67,C,realtor_scraper,2026-04-28T07:04:06.114500+00:00
Aaron Morris,Aaron,Morris,aaronm@weichert.com,(703) 453-7458,Vylla Home,Colorado Springs,CO,7,13,8758142,CO684375,CO,4.1,94,C,realtor_scraper,2026-04-28T07:04:06.114511+00:00
Larry Long,Larry,Long,larry.long@outlook.com,(862) 485-5866,Zillow Premier,Seattle,WA,22,38,9306106,WA969142,WA,3.6,86,A,realtor_scraper,2026-04-28T07:04:06.114521+00:00
Joseph King,Joseph,King,joseph22@sothebysrealty.com,(380) 278-8372,Redfin,Reno,NV,21,49,14634835,NV568821,NV,4.2,76,C,realtor_scraper,2026-04-28T07:04:06.114531+00:00
Jerry Brooks,Jerry,Brooks,jerry36@realtor.com,(708) 801-4926,eXp Realty,Cleveland,OH,16,13,7475115,OH821204,OH,4.1,66,B,realtor_scraper,2026-04-28T07:04:06.114541+00:00
Heather White,Heather,White,heather53@hotmail.com,(586) 917-3316,RE/MAX,Jacksonville,FL,11,25,6648447,FL554682,FL,4.9,66,B,realtor_scraper,2026-04-28T07:04:06.114560+00:00
Stephanie Watson,Stephanie,Watson,stephaniew@berkshirehathawayhs.com,(858) 532-6611,RE/MAX,New York,NY,10,26,2962708,NY929278,NY,5.0,82,A,realtor_scraper,2026-04-28T07:04:06.114582+00:00
Raymond Watson,Raymond,Watson,raymondw@coldwellbanker.com,(814) 624-3081,Redfin,Chicago,IL,18,11,3815348,IL682673,IL,4.6,84,A,realtor_scraper,2026-04-28T07:04:06.114594+00:00
Timothy Jackson,Timothy,Jackson,tjackson@remax.net,(713) 897-2417,Nest Seekers,Richmond,VA,15,16,10363440,VA657315,VA,4.8,78,C,realtor_scraper,2026-04-28T07:04:06.114610+00:00
Nicholas Ruiz,Nicholas,Ruiz,nicholas.ruiz@yahoo.com,(210) 925-7142,Zillow Premier,Las Vegas,NV,5,37,7300823,NV916883,NV,5.0,67,A,realtor_scraper,2026-04-28T07:04:06.114624+00:00
Jessica Chavez,Jessica,Chavez,jchavez@sothebysrealty.com,(618) 702-2175,Douglas Elliman,Dallas-Fort Worth,TX,21,24,1533898,TX394910,TX,3.7,80,A,realtor_scraper,2026-04-28T07:04:06.114635+00:00
Brenda Carter,Brenda,Carter,carter.brenda@elliman.com,(715) 790-9628,Beazer Homes,Austin,TX,23,23,6543342,TX886436,TX,4.3,74,A,realtor_scraper,2026-04-28T07:04:06.114645+00:00
George Kelly,George,Kelly,kelly.george@realtyonegroup.com,(321) 614-1520,HomeSmart,Reno,NV,16,16,12474458,NV478309,NV,4.6,100,C,realtor_scraper,2026-04-28T07:04:06.114654+00:00
Amanda Collins,Amanda,Collins,amanda.collins@century21.com,(715) 244-4103,Redfin,New Orleans,LA,11,20,3481602,LA698768,LA,3.7,77,C,realtor_scraper,2026-04-28T07:04:06.114664+00:00
Aaron Williams,Aaron,Williams,williams.aaron@gmail.com,(973) 993-2870,Realty One Group,Kansas City,MO,17,35,5787997,MO175605,MO,3.7,63,B,realtor_scraper,2026-04-28T07:04:06.114674+00:00
Raymond Robinson,Raymond,Robinson,raymond92@weichert.com,(216) 800-4942,Century 21,Salt Lake City,UT,18,20,12430354,UT160243,UT,4.8,75,B,realtor_scraper,2026-04-28T07:04:06.114683+00:00
Gregory Alvarez,Gregory,Alvarez,gregory.alvarez@outlook.com,(863) 745-3848,Century Communities,San Antonio,TX,6,37,6764630,TX576411,TX,4.8,77,B,realtor_scraper,2026-04-28T07:04:06.114693+00:00
Melissa Walker,Melissa,Walker,melissa.walker@berkshirehathawayhs.com,(626) 552-4968,Beazer Homes,Philadelphia,PA,3,6,1208745,PA193720,PA,4.5,78,A,realtor_scraper,2026-04-28T07:04:06.114703+00:00
Tyler Chavez,Tyler,Chavez,chavez.tyler@gmail.com,(667) 715-1431,Century 21,Colorado Springs,CO,16,32,3224445,CO852206,CO,4.6,78,C,realtor_scraper,2026-04-28T07:04:06.114712+00:00
Kenneth Nelson,Kenneth,Nelson,kenneth80@redfin.com,(305) 709-8315,Better Homes & Gardens,Nashville,TN,2,3,1824143,TN310928,TN,4.2,70,A,realtor_scraper,2026-04-28T07:04:06.114724+00:00
Timothy Harris,Timothy,Harris,timothyh@gmail.com,(315) 334-4560,eXp Realty,New Orleans,LA,7,35,2127639,LA823428,LA,4.7,66,C,realtor_scraper,2026-04-28T07:04:06.114733+00:00
Steven King,Steven,King,king.steven@berkshirehathawayhs.com,(724) 770-9469,Realty One Group,Las Vegas,NV,12,30,3784842,NV100289,NV,4.7,84,A,realtor_scraper,2026-04-28T07:04:06.114742+00:00
Angela Myers,Angela,Myers,angela.myers@gmail.com,(769) 950-9096,KB Home,Miami,FL,7,41,2565676,FL133663,FL,4.6,93,A,realtor_scraper,2026-04-28T07:04:06.114755+00:00
Christine Carter,Christine,Carter,carter.christine@exprealty.com,(908) 352-4097,D.R. Horton,Dallas-Fort Worth,TX,6,26,4846984,TX958511,TX,4.6,88,A,realtor_scraper,2026-04-28T07:04:06.114765+00:00
Dennis Johnson,Dennis,Johnson,johnson.dennis@coldwellbanker.com,(901) 974-7894,Century 21,Jacksonville,FL,24,22,9629559,FL932147,FL,4.4,83,B,realtor_scraper,2026-04-28T07:04:06.114774+00:00
Laura Long,Laura,Long,laura91@kw.com,(414) 744-3694,Meritage Homes,Dallas-Fort Worth,TX,9,49,11403211,TX721726,TX,4.7,95,A,realtor_scraper,2026-04-28T07:04:06.114782+00:00
Christopher Sanchez,Christopher,Sanchez,christopher74@redfin.com,(213) 306-6309,CalAtlantic Homes,Riverside,CA,8,43,10419143,CA258298,CA,4.2,100,B,realtor_scraper,2026-04-28T07:04:06.114792+00:00
Alexander Turner,Alexander,Turner,turner.alexander@elliman.com,(860) 996-5208,ERA,Tampa,FL,5,49,1580437,FL255367,FL,5.0,76,A,realtor_scraper,2026-04-28T07:04:06.114801+00:00
Brian Brown,Brian,Brown,brian.brown@homesmart.com,(510) 866-1909,ERA,Oklahoma City,OK,12,44,11334873,OK322947,OK,3.9,74,C,realtor_scraper,2026-04-28T07:04:06.114810+00:00
Carol Young,Carol,Young,carol.young@century21.com,(567) 664-8301,eXp Realty,Milwaukee,WI,14,35,3607873,WI470761,WI,4.7,92,C,realtor_scraper,2026-04-28T07:04:06.114829+00:00
Benjamin Baker,Benjamin,Baker,benjamin22@coldwellbanker.com,(918) 581-2884,United Real Estate,Phoenix,AZ,12,34,5734080,AZ414968,AZ,4.6,69,A,realtor_scraper,2026-04-28T07:04:06.114838+00:00
Alexander Morris,Alexander,Morris,alexander.morris@hotmail.com,(413) 730-1025,Pulte Homes,Austin,TX,22,40,10495783,TX122406,TX,4.3,93,A,realtor_scraper,2026-04-28T07:04:06.114847+00:00
Amanda Roberts,Amanda,Roberts,roberts.amanda@homesmart.com,(267) 282-5642,Pulte Homes,Sacramento,CA,11,26,8092928,CA733036,CA,3.6,86,B,realtor_scraper,2026-04-28T07:04:06.114856+00:00
George Thomas,George,Thomas,georget@realtor.com,(571) 554-5514,KB Home,San Diego,CA,23,44,8517075,CA634007,CA,4.0,93,A,realtor_scraper,2026-04-28T07:04:06.114865+00:00
Raymond Gray,Raymond,Gray,raymond43@redfin.com,(806) 804-8940,Toll Brothers,San Diego,CA,23,27,13796808,CA337396,CA,4.6,80,A,realtor_scraper,2026-04-28T07:04:06.114876+00:00
David Patel,David,Patel,david77@berkshirehathawayhs.com,(573) 969-3756,Lennar,Philadelphia,PA,10,49,9770389,PA699512,PA,4.4,60,A,realtor_scraper,2026-04-28T07:04:06.114885+00:00
Dorothy Jackson,Dorothy,Jackson,dorothyj@elliman.com,(470) 753-3644,Toll Brothers,Virginia Beach,VA,9,11,12254031,VA616611,VA,4.4,74,C,realtor_scraper,2026-04-28T07:04:06.114894+00:00
Benjamin Baker,Benjamin,Baker,benjamin13@weichert.com,(270) 558-3332,HomeSmart,Seattle,WA,12,16,13353631,WA991004,WA,4.2,84,A,realtor_scraper,2026-04-28T07:04:06.114903+00:00
William Nelson,William,Nelson,william.nelson@century21.com,(417) 545-7257,LGI Homes,New York,NY,19,11,4599562,NY396133,NY,4.8,80,A,realtor_scraper,2026-04-28T07:04:06.114911+00:00
Katherine Wright,Katherine,Wright,wright.katherine@kw.com,(213) 314-1981,Better Homes & Gardens,St. Louis,MO,17,10,9974116,MO418500,MO,3.8,75,B,realtor_scraper,2026-04-28T07:04:06.114923+00:00
Charles King,Charles,King,charles.king@century21.com,(725) 780-1746,HomeSmart,Orlando,FL,1,5,291346,FL641485,FL,4.3,60,A,realtor_scraper,2026-04-28T07:04:06.114933+00:00
Gary Morris,Gary,Morris,gary.morris@elliman.com,(631) 433-6207,Nest Seekers,Baltimore,MD,16,40,8681507,MD806332,MD,3.7,73,B,realtor_scraper,2026-04-28T07:04:06.114942+00:00
Mary Nguyen,Mary,Nguyen,nguyen.mary@compass.com,(936) 963-3848,ERA,Kansas City,MO,9,44,2224108,MO539790,MO,3.8,71,B,realtor_scraper,2026-04-28T07:04:06.114951+00:00
Shirley Davis,Shirley,Davis,shirleyd@homesmart.com,(769) 888-1368,eXp Realty,Minneapolis,MN,16,17,8365050,MN715895,MN,4.2,82,B,realtor_scraper,2026-04-28T07:04:06.114963+00:00
