id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260910-00001,Donna Thomas,Donna Thomas,Donna,Thomas,donnat@yahoo.com,(720) 435-1956,Allen Tate,Allen Tate,Raleigh,Raleigh,NC,28949,24,51,51,20230810,4.6,A,82,Referral Network,Large (51-200 agents),2026-09-10T15:09:13Z
CREAM-20260910-00002,Angela Richardson,Angela Richardson,Angela,Richardson,angela_richardson@aol.com,(513) 716-6197,Allen Tate,Allen Tate,Charlotte,Charlotte,NC,27673,0,2,2,542273,4.9,A,75,Realtor.com,Large (51-200 agents),2026-09-10T00:47:26Z
CREAM-20260910-00003,Roger Parker,Roger Parker,Roger,Parker,rogerp@re/max.com,(407) 373-9885,RE/MAX,RE/MAX,Greensboro,Greensboro,NC,27310,3,17,17,5004180,3.3,A,81,NAR Directory,Boutique (2-10 agents),2026-09-10T01:40:02Z
CREAM-20260910-00004,Sharon Watson,Sharon Watson,Sharon,Watson,swatson@yahoo.com,(415) 504-7469,Allen Tate,Allen Tate,Greensboro,Greensboro,NC,28240,4,8,8,2150566,4.6,A,83,Trade Show,Large (51-200 agents),2026-09-10T03:51:25Z
CREAM-20260910-00005,Samantha Morgan,Samantha Morgan,Samantha,Morgan,samantham@aol.com,(512) 248-8646,Keller Williams,Keller Williams,Bronx,Bronx,NY,13546,23,75,75,45592015,4.4,A,72,NAR Directory,Mid-size (11-50 agents),2026-09-10T15:28:37Z
CREAM-20260910-00006,Andrew Parker,Andrew Parker,Andrew,Parker,aparker@aol.com,(212) 798-2500,Long Realty,Long Realty,Mesa,Mesa,AZ,86793,3,15,15,7573847,3.5,A,96,MLS Database,Mid-size (11-50 agents),2026-09-10T00:09:25Z
CREAM-20260910-00007,Walter Taylor,Walter Taylor,Walter,Taylor,walter.taylor@coldwellbanker.com,(415) 679-4507,Coldwell Banker,Coldwell Banker,Mesa,Mesa,AZ,86981,6,15,15,7096655,4.1,A,65,LinkedIn,Boutique (2-10 agents),2026-09-10T18:54:26Z
CREAM-20260910-00008,George Jenkins,George Jenkins,George,Jenkins,george.jenkins@berkshirehathaway.com,(704) 632-4425,Berkshire Hathaway,Berkshire Hathaway,Orlando,Orlando,FL,32702,1,11,11,3940882,4.9,A,97,Cold Outreach,Mid-size (11-50 agents),2026-09-10T22:05:40Z
CREAM-20260910-00009,Jessica Thomas,Jessica Thomas,Jessica,Thomas,jessicat@gmail.com,(786) 687-3464,eXp Realty,eXp Realty,Scottsdale,Scottsdale,AZ,86504,8,35,35,10738740,3.3,A,89,Cold Outreach,Boutique (2-10 agents),2026-09-10T15:56:39Z
CREAM-20260910-00010,Mark Green,Mark Green,Mark,Green,mark.green@gmail.com,(415) 996-3057,Sotheby's International,Sotheby's International,San Francisco,San Francisco,CA,96700,3,13,13,13579661,3.6,A,71,Facebook,Large (51-200 agents),2026-09-10T16:28:16Z
