full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Anthony Price,Anthony,Price,anthony.price@coldwellbanker.com,(856) 727-6361,Century 21,San Diego,CA,1,2,140951,CA328152,CA,4.4,53,A,realtor_scraper,2026-04-18T07:02:41.483909+00:00
Elizabeth Nguyen,Elizabeth,Nguyen,enguyen@exprealty.com,(725) 357-9208,Realty One Group,Albuquerque,NM,0,5,220940,NM909853,NM,3.8,67,C,realtor_scraper,2026-04-18T07:02:41.483936+00:00
Ruth Murphy,Ruth,Murphy,ruthm@remax.net,(903) 887-9445,Beazer Homes,Phoenix,AZ,17,41,8195433,AZ287524,AZ,4.5,84,A,realtor_scraper,2026-04-18T07:02:41.483949+00:00
Ruth Cooper,Ruth,Cooper,ruthc@hotmail.com,(309) 476-8213,Vylla Home,Las Vegas,NV,13,33,11099942,NV552836,NV,4.8,100,A,realtor_scraper,2026-04-18T07:02:41.483964+00:00
Thomas Diaz,Thomas,Diaz,diaz.thomas@hotmail.com,(956) 402-8629,Compass,Riverside,CA,15,49,11966763,CA852321,CA,3.6,86,B,realtor_scraper,2026-04-18T07:02:41.483974+00:00
Kenneth Ortiz,Kenneth,Ortiz,kenneth.ortiz@realtor.com,(703) 621-3419,NVR,Memphis,TN,18,13,3924832,TN430334,TN,4.5,63,C,realtor_scraper,2026-04-18T07:02:41.483985+00:00
Brenda Price,Brenda,Price,brenda.price@homesmart.com,(551) 627-6062,Toll Brothers,Virginia Beach,VA,23,16,5259762,VA432905,VA,4.5,76,C,realtor_scraper,2026-04-18T07:02:41.483998+00:00
Deborah Hill,Deborah,Hill,deborahh@hotmail.com,(540) 380-5389,Taylor Morrison,Baltimore,MD,0,3,491864,MD439284,MD,3.8,69,B,realtor_scraper,2026-04-18T07:02:41.484007+00:00
Jerry Diaz,Jerry,Diaz,jdiaz@homesmart.com,(801) 915-5033,Toll Brothers,Denver,CO,0,3,246974,CO345135,CO,4.1,71,A,realtor_scraper,2026-04-18T07:02:41.484016+00:00
Paul Miller,Paul,Miller,paul.miller@kw.com,(205) 624-5873,Vylla Home,San Francisco,CA,3,12,830324,CA736979,CA,4.1,84,A,realtor_scraper,2026-04-18T07:02:41.484025+00:00
Michael Morgan,Michael,Morgan,michael92@sothebysrealty.com,(386) 388-8651,Douglas Elliman,San Francisco,CA,8,18,8310503,CA854365,CA,4.5,89,A,realtor_scraper,2026-04-18T07:02:41.484034+00:00
Carol Wright,Carol,Wright,carol63@compass.com,(479) 282-5263,Weichert,Atlanta,GA,14,19,7670347,GA344626,GA,4.7,74,A,realtor_scraper,2026-04-18T07:02:41.484043+00:00
William Young,William,Young,wyoung@remax.net,(769) 965-3802,Century Communities,Portland,OR,21,25,2284059,OR192340,OR,4.0,81,B,realtor_scraper,2026-04-18T07:02:41.484055+00:00
Anthony Nguyen,Anthony,Nguyen,anguyen@weichert.com,(574) 437-8680,Zillow Premier,San Antonio,TX,20,39,13358519,TX701221,TX,4.7,91,B,realtor_scraper,2026-04-18T07:02:41.484067+00:00
Dennis Miller,Dennis,Miller,dennis41@exprealty.com,(423) 735-8395,NVR,San Jose,CA,18,14,3345296,CA223456,CA,3.8,94,B,realtor_scraper,2026-04-18T07:02:41.484076+00:00
Maria Wright,Maria,Wright,maria70@compass.com,(828) 305-6220,Douglas Elliman,Kansas City,MO,12,42,13140535,MO491191,MO,4.6,100,B,realtor_scraper,2026-04-18T07:02:41.484085+00:00
George Phillips,George,Phillips,phillips.george@remax.net,(272) 520-2259,United Real Estate,Minneapolis,MN,21,29,10926126,MN397897,MN,4.7,98,B,realtor_scraper,2026-04-18T07:02:41.484094+00:00
Raymond Kelly,Raymond,Kelly,raymond.kelly@yahoo.com,(216) 257-6540,ERA,Oklahoma City,OK,11,37,11346979,OK261018,OK,4.0,99,C,realtor_scraper,2026-04-18T07:02:41.484103+00:00
Kathleen Gutierrez,Kathleen,Gutierrez,gutierrez.kathleen@century21.com,(901) 767-1302,Beazer Homes,Milwaukee,WI,1,1,19703,WI487396,WI,4.2,74,C,realtor_scraper,2026-04-18T07:02:41.484112+00:00
Angela Parker,Angela,Parker,aparker@century21.com,(801) 588-9475,Toll Brothers,Virginia Beach,VA,10,27,5141982,VA737441,VA,4.8,71,C,realtor_scraper,2026-04-18T07:02:41.484121+00:00
Debra Rodriguez,Debra,Rodriguez,debra.rodriguez@hotmail.com,(740) 320-3600,Compass,Richmond,VA,16,14,11705204,VA286802,VA,4.0,86,C,realtor_scraper,2026-04-18T07:02:41.484131+00:00
Debra Alvarez,Debra,Alvarez,debra57@remax.net,(539) 688-1881,Century Communities,Dallas-Fort Worth,TX,21,33,8784263,TX613618,TX,4.7,85,A,realtor_scraper,2026-04-18T07:02:41.484140+00:00
Nicholas Reyes,Nicholas,Reyes,nicholasr@compass.com,(520) 561-2189,HomeSmart,Denver,CO,21,14,3744639,CO339955,CO,4.7,75,A,realtor_scraper,2026-04-18T07:02:41.484149+00:00
Michelle Alvarez,Michelle,Alvarez,michelle.alvarez@berkshirehathawayhs.com,(561) 328-2938,M/I Homes,Baton Rouge,LA,12,39,13451913,LA489151,LA,4.6,84,C,realtor_scraper,2026-04-18T07:02:41.484161+00:00
Heather Mitchell,Heather,Mitchell,heatherm@realtyonegroup.com,(475) 200-4393,Beazer Homes,Nashville,TN,21,14,11584341,TN900437,TN,4.2,95,A,realtor_scraper,2026-04-18T07:02:41.484170+00:00
Jacob Lewis,Jacob,Lewis,jlewis@remax.net,(806) 996-9600,eXp Realty,Sacramento,CA,8,39,3905297,CA635982,CA,4.8,62,B,realtor_scraper,2026-04-18T07:02:41.484179+00:00
