id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260919-00001,Danielle Coleman,Danielle Coleman,Danielle,Coleman,daniellecoleman@me.com,(513) 635-3316,HER Realtors,HER Realtors,Columbus,Columbus,OH,43185,23,25,25,5659049,4.1,A,84,Facebook,Enterprise (200+ agents),2026-09-19T11:40:56Z
CREAM-20260919-00002,Jason Morgan,Jason Morgan,Jason,Morgan,jasonmorgan@aol.com,(334) 304-8886,Long Realty,Long Realty,Scottsdale,Scottsdale,AZ,85707,1,12,12,5228429,4.9,A,80,MLS Database,Mid-size (11-50 agents),2026-09-19T04:33:53Z
CREAM-20260919-00003,Amy Long,Amy Long,Amy,Long,amy.long@century21.com,(614) 574-8645,Century 21,Century 21,St. Petersburg,St. Petersburg,FL,33327,0,4,4,1416026,4.3,A,94,NAR Directory,Enterprise (200+ agents),2026-09-19T11:45:09Z
CREAM-20260919-00004,Alexander Harris,Alexander Harris,Alexander,Harris,alexanderh@icloud.com,(713) 273-4590,Allen Tate,Allen Tate,Raleigh,Raleigh,NC,27915,21,78,78,24277786,3.7,A,61,Referral Network,Large (51-200 agents),2026-09-19T13:06:44Z
CREAM-20260919-00005,Olivia Parker,Olivia Parker,Olivia,Parker,oliviaparker@me.com,(305) 441-7027,Sotheby's International,Sotheby's International,Queens,Queens,NY,13736,0,3,3,2468531,4.0,A,86,MLS Database,Large (51-200 agents),2026-09-19T00:20:01Z
CREAM-20260919-00006,Joseph Howard,Joseph Howard,Joseph,Howard,josephh@compass.com,(334) 354-8829,Compass,Compass,Greensboro,Greensboro,NC,28589,10,56,56,21280399,4.7,A,87,Realtor.com,Enterprise (200+ agents),2026-09-19T06:01:42Z
CREAM-20260919-00007,Betty Torres,Betty Torres,Betty,Torres,betty.torres@coldwellbanker.com,(713) 663-3386,Coldwell Banker,Coldwell Banker,Miami,Miami,FL,32622,23,78,78,40415414,4.9,A,93,LinkedIn,Boutique (2-10 agents),2026-09-19T07:47:23Z
CREAM-20260919-00008,Angela Morris,Angela Morris,Angela,Morris,angelamorris@me.com,(602) 722-3260,Compass,Compass,Brooklyn,Brooklyn,NY,13632,5,13,13,10411322,3.1,A,83,Realtor.com,Independent,2026-09-19T11:43:14Z
CREAM-20260919-00009,Steven Clark,Steven Clark,Steven,Clark,stevenclark@gmail.com,(713) 727-4075,eXp Realty,eXp Realty,Long Beach,Long Beach,CA,96640,1,12,12,10056183,4.4,A,90,Cold Outreach,Mid-size (11-50 agents),2026-09-19T16:26:16Z
CREAM-20260919-00010,Patrick Gray,Patrick Gray,Patrick,Gray,patrickgray@outlook.com,(805) 708-6522,Keller Williams,Keller Williams,San Antonio,San Antonio,TX,78108,3,13,13,3446363,3.7,A,88,Cold Outreach,Mid-size (11-50 agents),2026-09-19T15:29:18Z
CREAM-20260919-00011,Samantha Wilson,Samantha Wilson,Samantha,Wilson,swilson@allentate.com,(714) 219-2107,Allen Tate,Allen Tate,Greensboro,Greensboro,NC,27235,16,52,52,15712184,3.9,A,99,LinkedIn,Large (51-200 agents),2026-09-19T13:55:49Z
CREAM-20260919-00012,Rose Roberts,Rose Roberts,Rose,Roberts,rroberts@icloud.com,(469) 321-9793,Keller Williams,Keller Williams,Brooklyn,Brooklyn,NY,13659,4,20,20,10217759,3.8,A,92,NAR Directory,Boutique (2-10 agents),2026-09-19T10:48:58Z
CREAM-20260919-00013,Michelle Turner,Michelle Turner,Michelle,Turner,michelle.turner@coldwellbanker.com,(718) 951-4208,Coldwell Banker,Coldwell Banker,Raleigh,Raleigh,NC,28295,17,76,76,26903468,4.4,A,76,Website Lead,Enterprise (200+ agents),2026-09-19T03:44:07Z
CREAM-20260919-00014,Sharon Ruiz,Sharon Ruiz,Sharon,Ruiz,sharon.ruiz@icloud.com,(602) 908-2286,Berkshire Hathaway HomeServices,Berkshire Hathaway HomeServices,San Jose,San Jose,CA,90195,24,33,33,31845384,3.2,A,98,Realtor.com,Mid-size (11-50 agents),2026-09-19T03:27:47Z
CREAM-20260919-00015,Jacqueline Parker,Jacqueline Parker,Jacqueline,Parker,jacqueline_parker@me.com,(469) 660-7978,Berkshire Hathaway,Berkshire Hathaway,Phoenix,Phoenix,AZ,86797,6,35,35,10325685,4.3,A,92,Cold Outreach,Large (51-200 agents),2026-09-19T10:01:12Z
CREAM-20260919-00016,Kimberly Scott,Kimberly Scott,Kimberly,Scott,kimberlys@cutlerrealestate.com,(646) 233-3160,Cutler Real Estate,Cutler Real Estate,Cincinnati,Cincinnati,OH,43715,3,25,25,5171861,3.8,A,94,MLS Database,Independent,2026-09-19T08:34:43Z
CREAM-20260919-00017,Rebecca Ortiz,Rebecca Ortiz,Rebecca,Ortiz,rortiz@gmail.com,(805) 212-5861,Compass,Compass,Aurora,Aurora,CO,80540,16,33,33,13879170,3.8,A,77,Cold Outreach,Large (51-200 agents),2026-09-19T06:00:41Z
CREAM-20260919-00018,Richard Hughes,Richard Hughes,Richard,Hughes,richard_hughes@me.com,(234) 937-2432,Keller Williams,Keller Williams,Greensboro,Greensboro,NC,27673,4,23,23,6189616,4.2,A,88,Cold Outreach,Mid-size (11-50 agents),2026-09-19T12:47:54Z
CREAM-20260919-00019,Julia Rodriguez,Julia Rodriguez,Julia,Rodriguez,juliar@gmail.com,(916) 838-8842,Pacific Sotheby's,Pacific Sotheby's,San Diego,San Diego,CA,92407,0,4,4,2710505,3.0,A,74,Website Lead,Independent,2026-09-19T08:37:10Z
CREAM-20260919-00020,William Smith,William Smith,William,Smith,williams@outlook.com,(713) 293-3717,Keller Williams,Keller Williams,El Paso,El Paso,TX,75702,21,79,79,28195743,4.0,A,61,NAR Directory,Independent,2026-09-19T21:12:34Z
CREAM-20260919-00021,Michelle Rivera,Michelle Rivera,Michelle,Rivera,michellerivera@yahoo.com,(916) 266-2501,HER Realtors,HER Realtors,Columbus,Columbus,OH,45522,15,68,68,12685817,4.5,A,66,NAR Directory,Large (51-200 agents),2026-09-19T17:22:45Z
CREAM-20260919-00022,Mary Flores,Mary Flores,Mary,Flores,mflores@icloud.com,(602) 831-6635,Huntington Real Estate,Huntington Real Estate,Cleveland,Cleveland,OH,45336,19,54,54,14878635,4.5,A,82,Realtor.com,Large (51-200 agents),2026-09-19T02:32:14Z
CREAM-20260919-00023,Patricia Morgan,Patricia Morgan,Patricia,Morgan,patriciamorgan@hotmail.com,(714) 779-7714,HER Realtors,HER Realtors,Cleveland,Cleveland,OH,44154,2,3,3,586799,4.7,A,77,Trade Show,Large (51-200 agents),2026-09-19T01:53:52Z
CREAM-20260919-00024,Carl Morgan,Carl Morgan,Carl,Morgan,carl.morgan@aol.com,(334) 523-4830,Coldwell Banker,Coldwell Banker,Dallas,Dallas,TX,75375,3,15,15,6473070,4.0,A,64,Facebook,Mid-size (11-50 agents),2026-09-19T01:48:57Z
CREAM-20260919-00025,Jonathan Brooks,Jonathan Brooks,Jonathan,Brooks,jonathanb@re/max.com,(469) 503-7555,RE/MAX,RE/MAX,Charlotte,Charlotte,NC,28249,3,18,18,7746127,4.1,A,77,Referral Network,Boutique (2-10 agents),2026-09-19T01:17:20Z
CREAM-20260919-00026,Linda Price,Linda Price,Linda,Price,lindap@hotmail.com,(919) 216-1656,Halstead,Halstead,Bronx,Bronx,NY,11867,1,6,6,4035536,4.4,A,95,Cold Outreach,Mid-size (11-50 agents),2026-09-19T19:03:01Z
CREAM-20260919-00027,Richard Ortiz,Richard Ortiz,Richard,Ortiz,richardo@douglaselliman.com,(602) 695-5447,Douglas Elliman,Douglas Elliman,Fort Lauderdale,Fort Lauderdale,FL,34473,12,80,80,28053031,3.0,A,72,NAR Directory,Large (51-200 agents),2026-09-19T21:53:59Z
CREAM-20260919-00028,Sharon Parker,Sharon Parker,Sharon,Parker,sharonp@kellerwilliams.com,(404) 845-2698,Keller Williams,Keller Williams,Greensboro,Greensboro,NC,27359,0,3,3,1184551,3.9,A,76,Brokerage Listings,Enterprise (200+ agents),2026-09-19T07:32:09Z
CREAM-20260919-00029,Ronald Campbell,Ronald Campbell,Ronald,Campbell,rcampbell@sothebysinternational.com,(407) 415-1742,Sotheby's International,Sotheby's International,Staten Island,Staten Island,NY,14259,1,11,11,6208377,3.8,A,74,Referral Network,Mid-size (11-50 agents),2026-09-19T14:25:53Z
CREAM-20260919-00030,David Davis,David Davis,David,Davis,davidd@re/max.com,(407) 324-1666,RE/MAX,RE/MAX,Fort Lauderdale,Fort Lauderdale,FL,34448,3,9,9,4508734,4.2,A,84,Website Lead,Independent,2026-09-19T00:16:00Z
CREAM-20260919-00031,Samantha Jackson,Samantha Jackson,Samantha,Jackson,samantha.jackson@re/max.com,(720) 870-7805,RE/MAX,RE/MAX,St. Petersburg,St. Petersburg,FL,33135,1,6,6,2571930,4.0,A,63,Trade Show,Mid-size (11-50 agents),2026-09-19T23:53:08Z
CREAM-20260919-00032,Gloria Gomez,Gloria Gomez,Gloria,Gomez,ggomez@me.com,(919) 925-9339,eXp Realty,eXp Realty,Los Angeles,Los Angeles,CA,93170,10,38,38,24623202,3.1,A,68,Cold Outreach,Boutique (2-10 agents),2026-09-19T00:15:45Z
CREAM-20260919-00033,Stephanie Cook,Stephanie Cook,Stephanie,Cook,stephanie.cook@kellerwilliams.com,(407) 801-7391,Keller Williams,Keller Williams,Colorado Springs,Colorado Springs,CO,80426,1,7,7,4139560,4.9,A,88,Facebook,Boutique (2-10 agents),2026-09-19T10:09:06Z
CREAM-20260919-00034,Robert Torres,Robert Torres,Robert,Torres,robert_torres@yahoo.com,(980) 897-1803,Coldwell Banker,Coldwell Banker,El Paso,El Paso,TX,79717,0,0,0,0,5.0,A,81,Brokerage Listings,Mid-size (11-50 agents),2026-09-19T21:27:26Z
CREAM-20260919-00035,Alexander Williams,Alexander Williams,Alexander,Williams,awilliams@aol.com,(718) 768-2477,Nest Seekers,Nest Seekers,New York City,New York City,NY,12178,12,75,75,50034738,4.0,A,98,Cold Outreach,Independent,2026-09-19T01:39:21Z
CREAM-20260919-00036,Donald Thompson,Donald Thompson,Donald,Thompson,donald.thompson@compass.com,(929) 235-9246,Compass,Compass,Long Beach,Long Beach,CA,91341,1,12,12,10436064,3.4,A,94,MLS Database,Boutique (2-10 agents),2026-09-19T11:28:05Z
CREAM-20260919-00037,Jacob Baker,Jacob Baker,Jacob,Baker,jacobb@yahoo.com,(919) 995-4887,Berkshire Hathaway,Berkshire Hathaway,Colorado Springs,Colorado Springs,CO,80168,18,53,53,21659499,4.3,A,86,Trade Show,Boutique (2-10 agents),2026-09-19T10:16:06Z
CREAM-20260919-00038,Megan Powell,Megan Powell,Megan,Powell,megan.powell@kellerwilliams.com,(234) 619-7912,Keller Williams,Keller Williams,Manhattan,Manhattan,NY,10840,5,25,25,17767924,3.4,A,80,Referral Network,Boutique (2-10 agents),2026-09-19T11:14:53Z
CREAM-20260919-00039,Edward Miller,Edward Miller,Edward,Miller,edward.miller@gmail.com,(805) 752-1305,Brown Harris Stevens,Brown Harris Stevens,Staten Island,Staten Island,NY,10626,5,16,16,8537467,3.6,A,91,Facebook,Independent,2026-09-19T11:54:01Z
CREAM-20260919-00040,Eugene Sanchez,Eugene Sanchez,Eugene,Sanchez,eugene.sanchez@icloud.com,(234) 215-8892,eXp Realty,eXp Realty,Denver,Denver,CO,81875,25,74,74,48267006,4.5,A,100,LinkedIn,Boutique (2-10 agents),2026-09-19T11:06:33Z
CREAM-20260919-00041,Amy Lopez,Amy Lopez,Amy,Lopez,alopez@icloud.com,(404) 564-4973,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,Fort Worth,Fort Worth,TX,76315,2,8,8,1994295,4.9,A,91,Facebook,Large (51-200 agents),2026-09-19T16:05:07Z
CREAM-20260919-00042,Brandon Walker,Brandon Walker,Brandon,Walker,bwalker@outlook.com,(916) 495-9534,Keller Williams,Keller Williams,Tucson,Tucson,AZ,86401,5,25,25,10976383,3.4,A,77,Website Lead,Enterprise (200+ agents),2026-09-19T02:27:58Z
CREAM-20260919-00043,Amanda Miller,Amanda Miller,Amanda,Miller,amanda_miller@icloud.com,(929) 777-8283,Allie Beth Allman,Allie Beth Allman,Fort Worth,Fort Worth,TX,76879,4,9,9,2516325,4.3,A,73,Cold Outreach,Mid-size (11-50 agents),2026-09-19T01:03:02Z
CREAM-20260919-00044,Juan Young,Juan Young,Juan,Young,juanyoung@yahoo.com,(404) 460-1525,RE/MAX,RE/MAX,Mesa,Mesa,AZ,86536,7,32,32,12348459,3.5,A,80,Realtor.com,Boutique (2-10 agents),2026-09-19T18:16:34Z
CREAM-20260919-00045,Tyler Cooper,Tyler Cooper,Tyler,Cooper,tyler.cooper@outlook.com,(646) 762-1182,eXp Realty,eXp Realty,Fort Lauderdale,Fort Lauderdale,FL,34919,7,15,15,6769148,3.7,A,77,Facebook,Mid-size (11-50 agents),2026-09-19T07:51:19Z
CREAM-20260919-00046,Nancy Perry,Nancy Perry,Nancy,Perry,nancy_perry@hotmail.com,(929) 448-3253,Brown Harris Stevens,Brown Harris Stevens,New York City,New York City,NY,14863,17,62,62,35093212,3.6,A,83,MLS Database,Independent,2026-09-19T06:57:33Z
CREAM-20260919-00047,Jerry Morris,Jerry Morris,Jerry,Morris,jerrym@me.com,(404) 430-9152,Coldwell Banker,Coldwell Banker,Long Beach,Long Beach,CA,95104,18,29,29,18615212,3.8,A,71,NAR Directory,Mid-size (11-50 agents),2026-09-19T22:02:02Z
