full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Frank Guzman,Frank,Guzman,frank.guzman@realtyonegroup.com,(269) 107-5653,Movoto,Santa Ana,CA,14,13,5303649,CA227529,CA,4.6,98,A,realtor_scraper,2026-06-11T07:10:46.672932+00:00
Betty Barnes,Betty,Barnes,bbarnes@compass.com,(270) 397-1790,Re/Max,Columbia,SC,4,4,1156684,SC78485,SC,3.5,75,B,realtor_scraper,2026-06-11T07:10:46.973412+00:00
Jacob Henry,Jacob,Henry,jacob.henry@sothebysrealty.com,(618) 889-2968,HomeSmart,Norman,OK,1,2,903736,OK921833,OK,4.2,64,C,realtor_scraper,2026-06-11T07:10:47.175870+00:00
Evelyn Johnson,Evelyn,Johnson,evelyn.johnson@hotmail.com,(518) 377-9886,NextHome,League City,TX,7,27,9553626,TX118472,TX,4.1,89,C,realtor_scraper,2026-06-11T07:10:47.071900+00:00
Debra Rice,Debra,Rice,debra.rice@icloud.com,(405) 377-4890,Realty Executives,Clinton,MI,6,34,14625780,MI484805,MI,4.9,87,C,realtor_scraper,2026-06-11T07:10:47.177181+00:00
Tyler Simpson,Tyler,Simpson,tsimpson@remax.net,(386) 412-8357,Beazer Homes,Huntsville,AL,4,9,4941432,AL533337,AL,3.9,80,B,realtor_scraper,2026-06-11T07:10:46.970588+00:00
Christopher Perez,Christopher,Perez,cperez@sothebysrealty.com,(534) 892-5943,Help-U-Sell,Cincinnati,OH,5,8,3051352,OH716640,OH,3.8,83,A,realtor_scraper,2026-06-11T07:10:46.668233+00:00
Wayne Scott,Wayne,Scott,waynes@coldwellbanker.com,(660) 362-2803,Real Living,Clarksville,TN,1,1,262033,TN595682,TN,3.9,66,B,realtor_scraper,2026-06-11T07:10:46.677675+00:00
Virginia Mendoza,Virginia,Mendoza,virginiamendoza@broker.com,(410) 408-4994,Taylor Morrison,Torrance,CA,3,16,6711168,CA994395,CA,4.4,84,B,realtor_scraper,2026-06-11T07:10:46.869558+00:00
Joshua Gibson,Joshua,Gibson,joshuagibson@remax.net,(830) 454-5502,Realty ONE Group,Grand Rapids,MI,2,2,783380,MI471042,MI,3.8,69,B,realtor_scraper,2026-06-11T07:10:46.970607+00:00
