full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Preston Snyder,Preston,Snyder,prestonsnyder@agent.com,(270) 418-2740,Re/Max,Stockton,CA,7,35,17150630,CA877530,CA,4.0,94,A,realtor_scraper,2026-06-15T07:12:04.948414+00:00
Samantha Kennedy,Samantha,Kennedy,samanthakennedy@zillow.com,(737) 452-6269,ERA Real Estate,Boise,ID,6,24,8057616,ID885589,ID,3.7,90,B,realtor_scraper,2026-06-15T07:12:05.151979+00:00
Richard Morales,Richard,Morales,richard.morales@century21.com,(802) 469-7246,ZipRealty,Springfield,MA,8,9,3684726,MA41918,MA,3.9,88,B,realtor_scraper,2026-06-15T07:12:05.252453+00:00
Virginia Cox,Virginia,Cox,virginia.cox@gmail.com,(262) 209-1502,Purplebricks,Scottsdale,AZ,12,27,11807964,AZ992126,AZ,4.1,100,A,realtor_scraper,2026-06-15T07:12:04.856775+00:00
Dennis Meyer,Dennis,Meyer,dennismeyer@bhhs.com,(608) 998-5701,Taylor Morrison,Rockford,IL,6,10,5389340,IL73526,IL,3.2,85,B,realtor_scraper,2026-06-15T07:12:05.148939+00:00
Carol Robinson,Carol,Robinson,carolr@outlook.com,(248) 112-6254,John L. Scott Real Estate,Tucson,AZ,10,9,3201597,AZ581010,AZ,4.6,94,A,realtor_scraper,2026-06-15T07:12:04.948282+00:00
Aaron Lee,Aaron,Lee,leeaaron@homes.com,(320) 378-3263,Realty ONE Group,Allen,TX,2,9,3103155,TX868216,TX,4.9,73,C,realtor_scraper,2026-06-15T07:12:05.256612+00:00
Brenda Patterson,Brenda,Patterson,pattersonbrenda@icloud.com,(764) 755-5177,AvalonBay Communities,Scottsdale,AZ,3,14,5038138,AZ399626,AZ,4.4,85,A,realtor_scraper,2026-06-15T07:12:04.949353+00:00
Carol Hawkins,Carol,Hawkins,carolhawkins@trulia.com,(734) 740-6317,Exit Realty,Boise,ID,0,2,622496,ID309533,ID,4.3,65,B,realtor_scraper,2026-06-15T07:12:05.153403+00:00
Isabella Simmons,Isabella,Simmons,isabellasimmons@redfin.com,(703) 957-3013,Real Living,Santa Ana,CA,12,16,12073488,CA324404,CA,3.2,100,A,realtor_scraper,2026-06-15T07:12:04.950282+00:00
Jeremy Cook,Jeremy,Cook,jeremyc@century21.com,(772) 910-6254,Howard Hanna Real Estate,Livonia,MI,4,18,4595652,MI262755,MI,3.0,83,C,realtor_scraper,2026-06-15T07:12:05.255254+00:00
Emily Grant,Emily,Grant,egrant@realty.com,(369) 166-6415,CBRE,New Haven,CT,7,22,8518708,CT969992,CT,4.4,92,B,realtor_scraper,2026-06-15T07:12:05.252129+00:00
Danielle Hughes,Danielle,Hughes,dhughes@compass.com,(781) 300-4025,AvalonBay Communities,Honolulu,HI,5,6,2580882,HI306878,HI,3.3,81,A,realtor_scraper,2026-06-15T07:12:04.950418+00:00
Wayne Ruiz,Wayne,Ruiz,wayner@bhhs.com,(531) 223-3930,Better Homes and Gardens Real Estate,Springfield,MA,11,21,9071202,MA927171,MA,4.4,98,B,realtor_scraper,2026-06-15T07:12:05.252256+00:00
Raymond Olson,Raymond,Olson,raymondo@redfin.com,(406) 104-8477,Berkshire Hathaway HomeServices,Buffalo,NY,16,33,19408983,NY794574,NY,4.0,100,A,realtor_scraper,2026-06-15T07:12:04.852059+00:00
Kenneth Patterson,Kenneth,Patterson,kpatterson@realtor.com,(210) 208-1464,Perry Homes,Fort Collins,CO,5,7,2081457,CO803226,CO,4.3,80,B,realtor_scraper,2026-06-15T07:12:05.251997+00:00
Alice Murray,Alice,Murray,alice.murray@broker.com,(928) 947-5629,Cushman & Wakefield,Elgin,IL,3,19,9868657,IL207713,IL,3.3,84,B,realtor_scraper,2026-06-15T07:12:05.152275+00:00
Justin Morgan,Justin,Morgan,morganjustin@compass.com,(406) 223-4899,Marcus & Millichap,Chesapeake,VA,14,30,18268380,VA229655,VA,4.6,100,A,realtor_scraper,2026-06-15T07:12:04.949508+00:00
Victoria Webb,Victoria,Webb,victoria.webb@kw.com,(469) 612-1400,Redfin,Fresno,CA,17,12,7694316,CA43337,CA,3.9,97,A,realtor_scraper,2026-06-15T07:12:04.856745+00:00
Heather McDonald,Heather,McDonald,hmcdonald@century21.com,(270) 676-6218,NVR Homes,Atlanta,GA,18,19,10555108,GA166882,GA,3.1,100,A,realtor_scraper,2026-06-15T07:12:04.857245+00:00
