full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Ronald Morales,Ronald,Morales,ronald98@century21.com,(707) 915-2082,RE/MAX,San Jose,CA,18,16,12170939,CA940300,CA,3.9,100,B,realtor_scraper,2026-04-30T07:05:39.365474+00:00
Ryan Hill,Ryan,Hill,ryan33@exprealty.com,(715) 597-2254,eXp Realty,Cleveland,OH,19,24,14510793,OH421373,OH,3.6,95,B,realtor_scraper,2026-04-30T07:05:39.365507+00:00
Deborah Ross,Deborah,Ross,deborahr@sothebysrealty.com,(563) 694-9975,Zillow Premier,Cincinnati,OH,15,48,9120011,OH248100,OH,4.3,82,B,realtor_scraper,2026-04-30T07:05:39.365524+00:00
Diane Castillo,Diane,Castillo,dianec@sothebysrealty.com,(630) 616-3255,Pulte Homes,Riverside,CA,12,11,5280660,CA812342,CA,4.7,62,B,realtor_scraper,2026-04-30T07:05:39.365544+00:00
William Smith,William,Smith,wsmith@gmail.com,(603) 392-5827,Better Homes & Gardens,Las Vegas,NV,22,45,10236208,NV778138,NV,3.5,89,A,realtor_scraper,2026-04-30T07:05:39.365558+00:00
Joseph Diaz,Joseph,Diaz,diaz.joseph@sothebysrealty.com,(215) 638-8133,Berkshire Hathaway,Portland,OR,25,26,13887574,OR860586,OR,4.5,100,B,realtor_scraper,2026-04-30T07:05:39.365571+00:00
Jason Brown,Jason,Brown,jbrown@compass.com,(269) 445-1845,D.R. Horton,New York,NY,20,44,3664088,NY788391,NY,4.3,72,A,realtor_scraper,2026-04-30T07:05:39.365585+00:00
Sarah Hill,Sarah,Hill,hill.sarah@exprealty.com,(757) 867-4293,M/I Homes,Atlanta,GA,24,49,6726514,GA892411,GA,3.6,74,A,realtor_scraper,2026-04-30T07:05:39.365597+00:00
Barbara Scott,Barbara,Scott,barbara.scott@compass.com,(408) 519-8893,eXp Realty,Virginia Beach,VA,3,5,718737,VA568225,VA,3.8,72,C,realtor_scraper,2026-04-30T07:05:39.365622+00:00
Thomas Harris,Thomas,Harris,harris.thomas@homesmart.com,(586) 629-6585,D.R. Horton,Louisville,KY,22,26,7404008,KY728234,KY,4.4,87,C,realtor_scraper,2026-04-30T07:05:39.365642+00:00
Andrew Lewis,Andrew,Lewis,lewis.andrew@kw.com,(662) 665-3920,KB Home,Charlotte,NC,5,48,2982493,NC419604,NC,3.6,67,A,realtor_scraper,2026-04-30T07:05:39.365655+00:00
Elizabeth Bailey,Elizabeth,Bailey,bailey.elizabeth@berkshirehathawayhs.com,(224) 380-7678,NVR,Atlanta,GA,20,26,10423822,GA324842,GA,3.8,78,A,realtor_scraper,2026-04-30T07:05:39.365669+00:00
