full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Barbara Patel,Barbara,Patel,barbara88@berkshirehathawayhs.com,(925) 540-7990,Zillow Premier,Nashville,TN,13,49,9513167,TN189163,TN,4.4,69,A,realtor_scraper,2026-04-13T06:44:54.800101+00:00
Debra Harris,Debra,Harris,debrah@realtor.com,(732) 205-3941,Sotheby's,Miami,FL,22,43,14270343,FL516666,FL,5.0,85,A,realtor_scraper,2026-04-13T06:44:54.800132+00:00
Laura Campbell,Laura,Campbell,lcampbell@redfin.com,(270) 899-9604,KB Home,Boston,MA,16,22,10555104,MA296282,MA,4.0,96,A,realtor_scraper,2026-04-13T06:44:54.800147+00:00
Carolyn Flores,Carolyn,Flores,carolyn.flores@hotmail.com,(516) 858-6928,Century Communities,Boston,MA,3,6,751085,MA856143,MA,4.5,87,A,realtor_scraper,2026-04-13T06:44:54.800164+00:00
Joseph Nguyen,Joseph,Nguyen,jnguyen@redfin.com,(534) 951-4527,eXp Realty,Las Vegas,NV,21,28,3319371,NV154454,NV,4.4,94,A,realtor_scraper,2026-04-13T06:44:54.800175+00:00
Elizabeth Patel,Elizabeth,Patel,patel.elizabeth@hotmail.com,(312) 290-5151,Coldwell Banker,Reno,NV,12,31,9291086,NV201401,NV,3.7,67,C,realtor_scraper,2026-04-13T06:44:54.800189+00:00
Jonathan Reed,Jonathan,Reed,jreed@elliman.com,(404) 792-2545,NVR,Memphis,TN,13,20,2952679,TN420315,TN,4.1,94,C,realtor_scraper,2026-04-13T06:44:54.800200+00:00
Katherine Collins,Katherine,Collins,collins.katherine@elliman.com,(619) 868-1066,Lennar,Louisville,KY,1,0,113487,KY830334,KY,0.0,46,C,realtor_scraper,2026-04-13T06:44:54.800210+00:00
Ashley Mitchell,Ashley,Mitchell,ashley.mitchell@redfin.com,(317) 326-6877,The Agency,Cincinnati,OH,23,20,8463135,OH571990,OH,4.5,78,B,realtor_scraper,2026-04-13T06:44:54.800221+00:00
Dorothy Green,Dorothy,Green,dorothyg@kw.com,(631) 228-3458,Berkshire Hathaway,Richmond,VA,19,16,12693770,VA149022,VA,4.3,92,C,realtor_scraper,2026-04-13T06:44:54.800231+00:00
