full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Victoria Wells,Victoria,Wells,victoriawells@bhhs.com,(775) 314-3062,CBRE,Waterbury,CT,2,3,1346997,CT131432,CT,4.0,67,C,realtor_scraper,2026-04-29T07:03:41.126362+00:00
Christine Murphy,Christine,Murphy,christinem@kw.com,(582) 912-1509,NVR Homes,Springfield,MA,6,28,19716816,MA175959,MA,4.2,90,B,realtor_scraper,2026-04-29T07:03:41.125143+00:00
George Kim,George,Kim,george.kim@kw.com,(209) 174-3973,Sotheby's International Realty,Birmingham,AL,8,21,16228254,AL711593,AL,3.6,94,B,realtor_scraper,2026-04-29T07:03:41.125651+00:00
Ann Nichols,Ann,Nichols,annnichols@agent.com,(574) 599-3554,Beazer Homes,Erie,PA,3,15,4356285,PA661540,PA,4.3,81,C,realtor_scraper,2026-04-29T07:03:41.129202+00:00
Cheryl Gray,Cheryl,Gray,cherylg@exp.com,(725) 919-7560,United Real Estate,West Covina,CA,2,7,1835939,CA352172,CA,4.5,71,C,realtor_scraper,2026-04-29T07:03:41.127934+00:00
Larry Tucker,Larry,Tucker,larrytucker@remax.net,(872) 794-2475,Colliers International,Grand Rapids,MI,4,20,5948480,MI707857,MI,4.3,86,B,realtor_scraper,2026-04-29T07:03:41.120460+00:00
Jacqueline Thompson,Jacqueline,Thompson,thompsonjacqueline@broker.com,(830) 114-7312,Beazer Homes,Fort Collins,CO,0,10,4139630,CO272936,CO,4.3,73,B,realtor_scraper,2026-04-29T07:03:41.120500+00:00
Cole Edwards,Cole,Edwards,edwardscole@icloud.com,(626) 276-9289,Dickson Realty,Anchorage,AK,5,4,1390056,AK329021,AK,4.9,79,A,realtor_scraper,2026-04-29T07:03:41.118760+00:00
Jeremy Mason,Jeremy,Mason,jeremym@realtyonegroup.com,(636) 840-3773,Howard Hanna Real Estate,Riverside,CA,10,18,12216852,CA996423,CA,4.9,100,A,realtor_scraper,2026-04-29T07:03:41.118847+00:00
Walter Castro,Walter,Castro,waltercastro@compass.com,(903) 285-1405,Colliers International,Evansville,IN,4,9,4674744,IN871672,IN,3.3,77,C,realtor_scraper,2026-04-29T07:03:41.129912+00:00
Jean Nguyen,Jean,Nguyen,nguyenjean@remax.net,(773) 317-9561,Cushman & Wakefield,Fort Worth,TX,9,15,7593795,TX807884,TX,4.4,98,A,realtor_scraper,2026-04-29T07:03:41.116353+00:00
Kayla Morales,Kayla,Morales,kaylam@kw.com,(970) 297-4349,eXp Realty,Baltimore,MD,12,17,13174048,MD798607,MD,3.3,100,A,realtor_scraper,2026-04-29T07:03:41.114636+00:00
Cheryl Vasquez,Cheryl,Vasquez,cvasquez@nextdoor.com,(256) 365-4002,Ryan Homes,Virginia Beach,VA,10,18,7027254,VA861150,VA,4.5,100,A,realtor_scraper,2026-04-29T07:03:41.114526+00:00
Barbara Henry,Barbara,Henry,bhenry@nextdoor.com,(619) 476-4197,Real Living,Los Angeles,CA,5,17,4862136,CA35529,CA,3.7,90,A,realtor_scraper,2026-04-29T07:03:41.111982+00:00
Emma Rose,Emma,Rose,emmar@agent.com,(361) 993-8063,Redfin Partner,Vallejo,CA,1,8,3343368,CA23248,CA,3.3,73,B,realtor_scraper,2026-04-29T07:03:41.124145+00:00
Dennis Perry,Dennis,Perry,dperry@hotmail.com,(207) 552-5902,ERA Real Estate,Durham,NC,7,16,4989776,NC468537,NC,3.1,94,A,realtor_scraper,2026-04-29T07:03:41.114603+00:00
Billy Olson,Billy,Olson,billy.olson@realty.com,(669) 335-9215,Newmark Grubb Knight Frank,West Covina,CA,3,14,4868990,CA102029,CA,3.2,80,C,realtor_scraper,2026-04-29T07:03:41.129292+00:00
Patrick Nichols,Patrick,Nichols,patrick.nichols@gmail.com,(626) 153-4482,NVR Homes,Anaheim,CA,15,26,7828210,CA565614,CA,4.7,100,A,realtor_scraper,2026-04-29T07:03:41.113973+00:00
Kelly Price,Kelly,Price,kprice@homes.com,(864) 279-9573,Dickson Realty,Providence,RI,0,5,1739035,RI556145,RI,4.6,68,B,realtor_scraper,2026-04-29T07:03:41.119659+00:00
Alexis Schmidt,Alexis,Schmidt,schmidtalexis@realtyonegroup.com,(435) 575-3673,Beazer Homes,Buffalo,NY,11,34,24841692,NY739160,NY,3.2,100,A,realtor_scraper,2026-04-29T07:03:41.119228+00:00
Kelly Fisher,Kelly,Fisher,fisherkelly@gmail.com,(330) 499-8055,Real Living,Gilbert,AZ,7,26,19075186,AZ426840,AZ,4.2,94,A,realtor_scraper,2026-04-29T07:03:41.114303+00:00
Cole Young,Cole,Young,coley@bhhs.com,(262) 941-5503,Better Homes and Gardens Real Estate,Los Angeles,CA,6,33,11349129,CA921002,CA,4.4,92,A,realtor_scraper,2026-04-29T07:03:41.119388+00:00
Gloria Chen,Gloria,Chen,chengloria@remax.net,(607) 526-1067,J.P. Morgan Real Estate,Clovis,CA,4,15,4550880,CA756262,CA,4.2,83,C,realtor_scraper,2026-04-29T07:03:41.130789+00:00
Sophia Hamilton,Sophia,Hamilton,sophiahamilton@bhhs.com,(228) 276-3793,Intero Real Estate,North Las Vegas,NV,6,31,17234419,NV347871,NV,3.2,92,A,realtor_scraper,2026-04-29T07:03:41.112116+00:00
Kelly Cooper,Kelly,Cooper,kcooper@bhhs.com,(607) 136-6215,Movoto,San Bernardino,CA,8,17,5294106,CA790302,CA,3.7,94,B,realtor_scraper,2026-04-29T07:03:41.119752+00:00
Deborah Shaw,Deborah,Shaw,deborahs@agent.com,(918) 854-9752,Howard Hanna Real Estate,Thousand Oaks,CA,10,27,20223108,CA155505,CA,3.9,98,B,realtor_scraper,2026-04-29T07:03:41.123363+00:00
