id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260630-00001,James Perez,jperez@gmail.com,(980) 317-6813,Huntington Real Estate,Columbus,OH,44938,0,5,A,96,Brokerage Listings,2026-06-30T21:30:12Z
CREAM-20260630-00002,Stephen Hill,stephenhill@gmail.com,(214) 227-5350,Compass,Orlando,FL,32662,3,23,A,97,Website Lead,2026-06-30T09:57:55Z
CREAM-20260630-00003,Richard Diaz,richardd@icloud.com,(718) 302-7701,Keller Williams,Greensboro,NC,28301,16,56,A,66,Brokerage Listings,2026-06-30T15:45:27Z
CREAM-20260630-00004,Richard Taylor,richardt@kellerwilliams.com,(512) 798-9450,Keller Williams,Houston,TX,77670,2,4,A,88,Referral Network,2026-06-30T18:10:36Z
CREAM-20260630-00005,Brenda Bailey,brendab@outlook.com,(919) 909-5413,Cutler Real Estate,Columbus,OH,44712,3,11,A,64,Cold Outreach,2026-06-30T01:55:29Z
CREAM-20260630-00006,Rebecca Perez,rebecca_perez@icloud.com,(714) 364-4190,Compass,Oakland,CA,95125,16,64,A,72,Cold Outreach,2026-06-30T16:25:08Z
CREAM-20260630-00007,Christopher Murphy,cmurphy@gmail.com,(407) 942-4328,Douglas Elliman,Austin,TX,76955,20,25,A,85,Website Lead,2026-06-30T22:05:31Z
CREAM-20260630-00008,Steven Johnson,sjohnson@briggsfreemansothebys.com,(718) 962-3604,Briggs Freeman Sotheby's,Fort Worth,TX,75277,13,32,A,63,Cold Outreach,2026-06-30T07:11:54Z
CREAM-20260630-00009,Donald Alvarez,donalda@berkshirehathaway.com,(805) 863-1400,Berkshire Hathaway,St. Petersburg,FL,32427,2,11,A,89,Cold Outreach,2026-06-30T03:33:05Z
CREAM-20260630-00010,Nicholas Collins,nicholas_collins@me.com,(646) 510-5565,LIV Sotheby's,Denver,CO,80502,19,54,A,85,Brokerage Listings,2026-06-30T01:05:25Z
CREAM-20260630-00011,Brenda Torres,brenda_torres@yahoo.com,(303) 896-3838,Briggs Freeman Sotheby's,Dallas,TX,78350,4,12,A,93,Referral Network,2026-06-30T11:27:53Z
CREAM-20260630-00012,Sharon Anderson,sanderson@icloud.com,(256) 425-3839,Brown Harris Stevens,Staten Island,NY,10312,19,79,A,92,Website Lead,2026-06-30T23:55:41Z
CREAM-20260630-00013,John Russell,johnrussell@aol.com,(704) 564-7576,8z Real Estate,Aurora,CO,80357,2,5,A,64,Cold Outreach,2026-06-30T05:07:43Z
CREAM-20260630-00014,Kenneth Morales,kennethmorales@hotmail.com,(513) 577-7683,eXp Realty,Los Angeles,CA,91392,7,26,A,76,Referral Network,2026-06-30T10:37:28Z
CREAM-20260630-00015,Deborah Lewis,deborah_lewis@hotmail.com,(513) 943-1670,Nest Seekers,Queens,NY,14849,1,10,A,68,Brokerage Listings,2026-06-30T10:37:48Z
CREAM-20260630-00016,Rachel Mitchell,rachelmitchell@gmail.com,(415) 926-6372,Compass,Orlando,FL,32949,3,24,A,72,Website Lead,2026-06-30T19:23:16Z
CREAM-20260630-00017,Mark Parker,mark.parker@hotmail.com,(234) 296-1786,Coldwell Banker,Houston,TX,76239,19,53,A,94,Brokerage Listings,2026-06-30T05:38:46Z
CREAM-20260630-00018,Patricia Gray,pgray@me.com,(718) 403-8713,Berkshire Hathaway,Cleveland,OH,45982,12,27,A,100,NAR Directory,2026-06-30T17:41:16Z
