full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Daniel Lewis,Daniel,Lewis,daniel45@compass.com,(312) 453-7195,Coldwell Banker,Portland,OR,20,39,4071589,OR561166,OR,4.3,81,B,realtor_scraper,2026-05-12T07:04:47.599982+00:00
Shirley Gray,Shirley,Gray,sgray@weichert.com,(608) 767-6330,The Agency,Philadelphia,PA,4,46,3810785,PA829143,PA,3.9,84,A,realtor_scraper,2026-05-12T07:04:47.597928+00:00
Deborah Myers,Deborah,Myers,deborah.myers@yahoo.com,(785) 662-2419,Lennar,Reno,NV,10,1,433443,NV322375,NV,5.0,60,C,realtor_scraper,2026-05-12T07:04:47.604481+00:00
Heather Bennett,Heather,Bennett,bennett.heather@compass.com,(231) 726-4713,Berkshire Hathaway,Reno,NV,25,14,1607184,NV657784,NV,3.5,80,C,realtor_scraper,2026-05-12T07:04:47.604546+00:00
Nancy Gomez,Nancy,Gomez,ngomez@berkshirehathawayhs.com,(818) 254-6177,Redfin,Orlando,FL,5,43,13574731,FL207230,FL,3.6,90,A,realtor_scraper,2026-05-12T07:04:47.598732+00:00
Maria Richardson,Maria,Richardson,mariar@homesmart.com,(320) 680-8476,Beazer Homes,New York,NY,1,14,13852984,NY942946,NY,4.2,84,A,realtor_scraper,2026-05-12T07:04:47.599504+00:00
Carol Morgan,Carol,Morgan,carol.morgan@yahoo.com,(309) 696-8803,D.R. Horton,Milwaukee,WI,4,4,108418,WI525322,WI,4.5,67,C,realtor_scraper,2026-05-12T07:04:47.606066+00:00
Donald Collins,Donald,Collins,collins.donald@elliman.com,(636) 564-8671,Douglas Elliman,Portland,OR,21,37,9253085,OR987000,OR,4.8,70,B,realtor_scraper,2026-05-12T07:04:47.601192+00:00
Karen Ross,Karen,Ross,ross.karen@elliman.com,(336) 827-7756,Berkshire Hathaway,Milwaukee,WI,1,40,9532995,WI764570,WI,4.7,76,C,realtor_scraper,2026-05-12T07:04:47.606195+00:00
Dorothy Long,Dorothy,Long,dorothy83@yahoo.com,(561) 351-6462,Zillow Premier,Cleveland,OH,21,49,13955539,OH491954,OH,4.7,72,B,realtor_scraper,2026-05-12T07:04:47.600832+00:00
Diane Myers,Diane,Myers,diane.myers@coldwellbanker.com,(321) 218-2910,Beazer Homes,Houston,TX,16,16,8392401,TX546268,TX,3.9,81,A,realtor_scraper,2026-05-12T07:04:47.596061+00:00
Stephanie Wilson,Stephanie,Wilson,swilson@gmail.com,(318) 343-1085,United Real Estate,San Francisco,CA,4,48,2158455,CA129906,CA,4.7,76,A,realtor_scraper,2026-05-12T07:04:47.598422+00:00
Deborah Robinson,Deborah,Robinson,deborah.robinson@outlook.com,(813) 225-5067,Weichert,Raleigh,NC,3,8,515882,NC791968,NC,3.9,68,B,realtor_scraper,2026-05-12T07:04:47.602127+00:00
Daniel Jones,Daniel,Jones,djones@sothebysrealty.com,(940) 649-5334,Century 21,Jacksonville,FL,4,29,11231894,FL595591,FL,4.7,93,B,realtor_scraper,2026-05-12T07:04:47.601983+00:00
Kathleen Morris,Kathleen,Morris,kathleen38@weichert.com,(308) 367-2809,Toll Brothers,Boston,MA,8,30,4000424,MA230163,MA,4.9,64,A,realtor_scraper,2026-05-12T07:04:47.595770+00:00
Helen Hall,Helen,Hall,helenh@coldwellbanker.com,(916) 254-5873,Century Communities,Milwaukee,WI,5,33,2085903,WI917572,WI,3.7,62,C,realtor_scraper,2026-05-12T07:04:47.605942+00:00
