full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Nancy Harris,Nancy,Harris,nancy18@kw.com,(712) 601-6490,Lennar,Tucson,AZ,23,26,10109895,AZ604543,AZ,4.0,92,C,realtor_scraper,2026-07-10T06:23:23.241928+00:00
William Lee,William,Lee,wlee@exprealty.com,(712) 999-8333,Ryan Homes,Miami,FL,4,33,13107578,FL267538,FL,4.3,90,A,realtor_scraper,2026-07-10T06:23:23.192767+00:00
Charles Thompson,Charles,Thompson,charles.thompson@redfin.com,(424) 896-5784,RE/MAX,Phoenix,AZ,20,16,13292210,AZ759359,AZ,3.7,88,A,realtor_scraper,2026-07-10T06:23:23.105300+00:00
John Brooks,John,Brooks,johnb@outlook.com,(772) 351-6644,Ryan Homes,Raleigh,NC,1,34,2143734,NC907193,NC,4.9,90,B,realtor_scraper,2026-07-10T06:23:23.236086+00:00
Kenneth Stewart,Kenneth,Stewart,stewart.kenneth@outlook.com,(872) 341-9489,CalAtlantic Homes,St. Louis,MO,2,32,4844720,MO240693,MO,4.7,93,B,realtor_scraper,2026-07-10T06:23:23.240136+00:00
Joseph Bennett,Joseph,Bennett,bennett.joseph@weichert.com,(609) 607-2476,Beazer Homes,Columbus,OH,2,26,2228965,OH186010,OH,4.6,78,B,realtor_scraper,2026-07-10T06:23:23.239710+00:00
Jason Brown,Jason,Brown,jasonb@gmail.com,(570) 744-5453,Pulte Homes,Columbus,OH,20,27,10137222,OH859120,OH,4.2,86,B,realtor_scraper,2026-07-10T06:23:23.234519+00:00
Brian Price,Brian,Price,brian.price@homesmart.com,(304) 820-1039,Keller Williams,Houston,TX,4,29,9706390,TX888198,TX,4.7,94,A,realtor_scraper,2026-07-10T06:23:23.193720+00:00
Robert Cox,Robert,Cox,cox.robert@realtor.com,(423) 417-7066,D.R. Horton,Cleveland,OH,0,33,4220369,OH511931,OH,4.9,75,B,realtor_scraper,2026-07-10T06:23:23.236183+00:00
Ryan Morgan,Ryan,Morgan,ryanm@compass.com,(309) 899-9287,Zillow Premier,Baltimore,MD,3,13,3538842,MD282735,MD,3.5,62,B,realtor_scraper,2026-07-10T06:23:23.235262+00:00
Kathleen Reyes,Kathleen,Reyes,kathleen68@realtyonegroup.com,(719) 511-2904,Sotheby's,St. Louis,MO,0,10,13247562,MO406593,MO,4.4,73,B,realtor_scraper,2026-07-10T06:23:23.240063+00:00
Emma Thomas,Emma,Thomas,emma75@elliman.com,(386) 781-8479,HomeSmart,Los Angeles,CA,5,43,12891154,CA393774,CA,3.5,77,A,realtor_scraper,2026-07-10T06:23:23.198069+00:00
Edward James,Edward,James,ejames@homesmart.com,(980) 333-9633,The Agency,Baltimore,MD,0,13,10322133,MD231700,MD,3.8,100,B,realtor_scraper,2026-07-10T06:23:23.236379+00:00
Anthony Hughes,Anthony,Hughes,anthonyh@kw.com,(781) 630-2953,Zillow Premier,Minneapolis,MN,11,14,14994605,MN161944,MN,4.6,97,B,realtor_scraper,2026-07-10T06:23:23.234593+00:00
Dorothy Anderson,Dorothy,Anderson,dorothya@century21.com,(701) 613-7394,Weichert,Minneapolis,MN,13,12,3250804,MN467302,MN,4.9,88,B,realtor_scraper,2026-07-10T06:23:23.202996+00:00
Kimberly Peterson,Kimberly,Peterson,kimberlyp@exprealty.com,(779) 467-6035,ERA,San Francisco,CA,11,5,425270,CA245659,CA,4.2,75,A,realtor_scraper,2026-07-10T06:23:23.106222+00:00
Aaron Reyes,Aaron,Reyes,reyes.aaron@coldwellbanker.com,(507) 885-7633,Tri Pointe Homes,Miami,FL,0,36,7716258,FL787053,FL,5.0,75,A,realtor_scraper,2026-07-10T06:23:23.202209+00:00
Helen Lee,Helen,Lee,helen.lee@yahoo.com,(912) 553-8555,Redfin,Cleveland,OH,19,41,5602282,OH262673,OH,4.1,72,B,realtor_scraper,2026-07-10T06:23:23.203540+00:00
Linda Brown,Linda,Brown,lbrown@elliman.com,(786) 547-7517,Toll Brothers,Miami,FL,5,42,9726295,FL702810,FL,4.7,64,A,realtor_scraper,2026-07-10T06:23:23.187665+00:00
Timothy Williams,Timothy,Williams,timothyw@gmail.com,(701) 744-5972,CalAtlantic Homes,Portland,OR,17,38,7207225,OR954202,OR,5.0,64,B,realtor_scraper,2026-07-10T06:23:23.202829+00:00
Ryan Young,Ryan,Young,ryan23@exprealty.com,(701) 207-4362,Weichert,Virginia Beach,VA,24,15,12428672,VA503296,VA,4.7,95,C,realtor_scraper,2026-07-10T06:23:23.241204+00:00
Stephen Brooks,Stephen,Brooks,stephen70@compass.com,(856) 349-5043,Nest Seekers,Atlanta,GA,12,34,10957027,GA809763,GA,4.0,82,A,realtor_scraper,2026-07-10T06:23:23.185650+00:00
Sandra Martin,Sandra,Martin,sandra37@weichert.com,(205) 310-6098,Ryan Homes,Kansas City,MO,2,30,7367979,MO213917,MO,4.9,78,B,realtor_scraper,2026-07-10T06:23:23.236209+00:00
