full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Andrew Ross,Andrew,Ross,andrew.ross@remax.net,(412) 778-3916,Sotheby's,Kansas City,MO,5,27,6609009,MO803984,MO,4.1,75,B,realtor_scraper,2026-07-21T06:22:34.372258+00:00
Dennis Sanchez,Dennis,Sanchez,dsanchez@sothebysrealty.com,(517) 679-8820,KB Home,Dallas-Fort Worth,TX,13,16,2909982,TX517941,TX,4.3,81,A,realtor_scraper,2026-07-21T06:22:34.326990+00:00
Steven Gonzalez,Steven,Gonzalez,sgonzalez@homesmart.com,(423) 264-1734,Taylor Morrison,Memphis,TN,13,48,5287635,TN213479,TN,4.8,77,C,realtor_scraper,2026-07-21T06:22:34.379873+00:00
Dennis Roberts,Dennis,Roberts,dennis.roberts@century21.com,(480) 676-4542,United Real Estate,Riverside,CA,13,31,9862769,CA242633,CA,4.1,93,B,realtor_scraper,2026-07-21T06:22:34.368900+00:00
Joshua Ramirez,Joshua,Ramirez,joshua64@realtyonegroup.com,(918) 885-9658,United Real Estate,Philadelphia,PA,4,10,11347501,PA577421,PA,3.5,95,A,realtor_scraper,2026-07-21T06:22:34.329045+00:00
Brandon Campbell,Brandon,Campbell,brandon72@homesmart.com,(609) 572-7006,Better Homes & Gardens,San Antonio,TX,25,27,4894750,TX453755,TX,3.9,90,B,realtor_scraper,2026-07-21T06:22:34.332651+00:00
Susan Baker,Susan,Baker,susan.baker@remax.net,(701) 689-2746,Vylla Home,Dallas-Fort Worth,TX,22,36,9684401,TX962683,TX,4.0,66,A,realtor_scraper,2026-07-21T06:22:34.325096+00:00
Ruth Lopez,Ruth,Lopez,ruth79@remax.net,(810) 495-8506,Lennar,Portland,OR,5,41,13351019,OR195683,OR,5.0,83,B,realtor_scraper,2026-07-21T06:22:34.373046+00:00
Betty Scott,Betty,Scott,betty1@century21.com,(681) 937-5846,Pulte Homes,Portland,OR,12,34,2368320,OR615937,OR,3.8,76,B,realtor_scraper,2026-07-21T06:22:34.332127+00:00
Dorothy Gutierrez,Dorothy,Gutierrez,dgutierrez@weichert.com,(580) 420-6624,eXp Realty,San Diego,CA,1,21,6400116,CA243857,CA,4.2,64,A,realtor_scraper,2026-07-21T06:22:34.330975+00:00
Mark Morris,Mark,Morris,mmorris@yahoo.com,(559) 674-2108,Keller Williams,Philadelphia,PA,16,15,6406747,PA154734,PA,3.5,63,A,realtor_scraper,2026-07-21T06:22:34.326053+00:00
Tyler Collins,Tyler,Collins,tcollins@weichert.com,(907) 687-3621,The Agency,Oklahoma City,OK,3,20,3099293,OK690716,OK,4.3,90,C,realtor_scraper,2026-07-21T06:22:34.381227+00:00
Barbara Evans,Barbara,Evans,barbara.evans@redfin.com,(316) 368-2788,Berkshire Hathaway,Baton Rouge,LA,14,45,6893546,LA565005,LA,4.6,60,C,realtor_scraper,2026-07-21T06:22:34.379731+00:00
Larry Mitchell,Larry,Mitchell,larry39@elliman.com,(385) 574-1083,Beazer Homes,Virginia Beach,VA,24,11,10774340,VA218642,VA,3.5,82,C,realtor_scraper,2026-07-21T06:22:34.380611+00:00
Nicholas Martin,Nicholas,Martin,nmartin@century21.com,(414) 636-3213,RE/MAX,Philadelphia,PA,3,32,13389453,PA895314,PA,4.5,73,A,realtor_scraper,2026-07-21T06:22:34.329277+00:00
Larry Clark,Larry,Clark,larry2@outlook.com,(443) 356-4725,Realty One Group,Albuquerque,NM,11,5,195635,NM214531,NM,4.9,94,C,realtor_scraper,2026-07-21T06:22:34.380644+00:00
Michelle Rodriguez,Michelle,Rodriguez,mrodriguez@remax.net,(919) 743-2489,Nest Seekers,Raleigh,NC,8,22,8153605,NC510243,NC,4.0,67,B,realtor_scraper,2026-07-21T06:22:34.331748+00:00
Patricia James,Patricia,James,pjames@gmail.com,(445) 802-6793,Nest Seekers,Boston,MA,15,41,6773865,MA199211,MA,3.5,74,A,realtor_scraper,2026-07-21T06:22:34.323966+00:00
Tyler Brown,Tyler,Brown,tylerb@yahoo.com,(470) 549-9509,Weichert,Portland,OR,14,12,1274398,OR142156,OR,4.5,61,B,realtor_scraper,2026-07-21T06:22:34.332478+00:00
Kenneth Myers,Kenneth,Myers,kenneth16@kw.com,(615) 512-2302,eXp Realty,Detroit,MI,3,10,12641985,MI438698,MI,3.7,100,B,realtor_scraper,2026-07-21T06:22:34.374423+00:00
Christopher Chavez,Christopher,Chavez,christopher.chavez@gmail.com,(862) 775-8528,ERA,Tucson,AZ,12,37,10947974,AZ708347,AZ,4.4,88,C,realtor_scraper,2026-07-21T06:22:34.379505+00:00
Stephanie Price,Stephanie,Price,price.stephanie@compass.com,(602) 973-4009,Taylor Morrison,San Francisco,CA,10,0,87444,CA341526,CA,0.0,64,A,realtor_scraper,2026-07-21T06:22:34.327025+00:00
