id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260802-00001,Raymond Diaz,rdiaz@hotmail.com,(602) 650-2801,Berkshire Hathaway HomeServices,San Jose,CA,95156,19,48,A,67,Cold Outreach,2026-08-02T00:41:28Z
CREAM-20260802-00002,Linda Davis,linda_davis@gmail.com,(704) 581-3768,RE/MAX,Sacramento,CA,96329,3,24,A,61,Brokerage Listings,2026-08-02T16:24:21Z
CREAM-20260802-00003,Kenneth Baker,kennethb@exprealty.com,(718) 253-3551,eXp Realty,Columbus,OH,43489,3,25,A,94,Referral Network,2026-08-02T06:42:35Z
CREAM-20260802-00004,Kenneth Gray,kennethg@exprealty.com,(513) 780-1494,eXp Realty,Aurora,CO,81360,24,61,A,74,Website Lead,2026-08-02T18:15:54Z
CREAM-20260802-00005,Shirley Clark,shirleyc@hotmail.com,(469) 329-2754,Coldwell Banker,Oakland,CA,91369,14,29,A,100,NAR Directory,2026-08-02T00:09:07Z
CREAM-20260802-00006,Nicole Brown,nbrown@re/max.com,(713) 610-2641,RE/MAX,Dallas,TX,77444,3,24,A,97,Brokerage Listings,2026-08-02T17:42:20Z
CREAM-20260802-00007,John Green,johng@outlook.com,(469) 623-8859,RE/MAX,Fort Lauderdale,FL,32438,5,24,A,90,Trade Show,2026-08-02T13:45:17Z
CREAM-20260802-00008,Emily Cooper,emily_cooper@gmail.com,(972) 535-2260,Douglas Elliman,Orlando,FL,32159,24,68,A,60,Realtor.com,2026-08-02T20:48:19Z
CREAM-20260802-00009,Sharon Watson,swatson@yahoo.com,(334) 212-7353,Huntington Real Estate,Columbus,OH,43287,5,18,A,83,Brokerage Listings,2026-08-02T02:29:50Z
CREAM-20260802-00010,Donna Ross,donna.ross@aol.com,(234) 684-6427,Sotheby's International,Queens,NY,14651,0,3,A,60,Trade Show,2026-08-02T17:48:47Z
CREAM-20260802-00011,James Alvarez,jalvarez@exprealty.com,(212) 912-6830,eXp Realty,Cleveland,OH,44781,4,12,A,75,Cold Outreach,2026-08-02T16:30:23Z
CREAM-20260802-00012,Michelle Nelson,michellenelson@yahoo.com,(214) 456-9404,Coldwell Banker,Jacksonville,FL,32375,1,7,A,66,Cold Outreach,2026-08-02T13:51:13Z
CREAM-20260802-00013,Paul Reed,paul.reed@coldwellbanker.com,(714) 572-4249,Coldwell Banker,Cleveland,OH,44654,24,39,A,91,Facebook,2026-08-02T06:45:00Z
CREAM-20260802-00014,Sarah Anderson,saraha@hotmail.com,(919) 475-8926,Berkshire Hathaway,Colorado Springs,CO,81746,4,25,A,64,NAR Directory,2026-08-02T08:01:23Z
CREAM-20260802-00015,Shirley Sanders,shirley.sanders@gmail.com,(404) 865-2750,Berkshire Hathaway,Scottsdale,AZ,86337,5,9,A,75,NAR Directory,2026-08-02T18:23:36Z
CREAM-20260802-00016,Sandra Ruiz,sruiz@exprealty.com,(310) 410-1616,eXp Realty,Colorado Springs,CO,81113,24,45,A,62,Trade Show,2026-08-02T19:43:23Z
CREAM-20260802-00017,Carol Green,carol.green@gmail.com,(718) 909-3072,Compass,Staten Island,NY,12463,11,53,A,95,NAR Directory,2026-08-02T08:48:42Z
CREAM-20260802-00018,Steven Brown,sbrown@berkshirehathaway.com,(407) 214-4932,Berkshire Hathaway,St. Petersburg,FL,33330,10,64,A,73,NAR Directory,2026-08-02T08:54:38Z
CREAM-20260802-00019,Stephen Young,stephen.young@me.com,(713) 350-9268,Sotheby's International,San Diego,CA,95672,3,12,A,71,LinkedIn,2026-08-02T16:45:06Z
