full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Brenda Allen,Brenda,Allen,brenda45@hotmail.com,(910) 513-3970,Douglas Elliman,Nashville,TN,2,32,5443882,TN763334,TN,3.9,62,A,realtor_scraper,2026-06-23T07:20:39.873056+00:00
Rachel Miller,Rachel,Miller,rachel.miller@coldwellbanker.com,(270) 991-4747,M/I Homes,Baltimore,MD,18,49,12948664,MD819602,MD,4.4,83,B,realtor_scraper,2026-06-23T07:20:39.880979+00:00
Steven Thomas,Steven,Thomas,stevent@gmail.com,(337) 703-5129,Ryan Homes,Charlotte,NC,23,31,14019544,NC223047,NC,4.5,100,A,realtor_scraper,2026-06-23T07:20:39.792917+00:00
Carol Anderson,Carol,Anderson,carol25@gmail.com,(209) 998-4984,Meritage Homes,Boston,MA,22,31,14129503,MA411401,MA,4.6,81,A,realtor_scraper,2026-06-23T07:20:39.792368+00:00
Nancy Price,Nancy,Price,nancy.price@century21.com,(954) 298-5500,M/I Homes,Miami,FL,4,32,3118496,FL383437,FL,4.5,73,A,realtor_scraper,2026-06-23T07:20:39.803726+00:00
Ruth Myers,Ruth,Myers,ruth.myers@kw.com,(772) 604-8062,eXp Realty,Boston,MA,2,31,9786670,MA405366,MA,4.5,75,A,realtor_scraper,2026-06-23T07:20:39.873909+00:00
Jack Torres,Jack,Torres,torres.jack@weichert.com,(575) 941-1988,Toll Brothers,Virginia Beach,VA,0,34,2773278,VA680898,VA,4.8,62,C,realtor_scraper,2026-06-23T07:20:39.898740+00:00
Brian Kim,Brian,Kim,briank@weichert.com,(251) 770-9905,Berkshire Hathaway,San Antonio,TX,5,27,10482239,TX491737,TX,4.5,70,B,realtor_scraper,2026-06-23T07:20:39.889828+00:00
Jason Diaz,Jason,Diaz,jason88@gmail.com,(205) 230-1331,Century 21,Memphis,TN,23,25,5609488,TN887037,TN,4.5,83,C,realtor_scraper,2026-06-23T07:20:39.893890+00:00
Edward Alvarez,Edward,Alvarez,ealvarez@berkshirehathawayhs.com,(303) 877-1286,Sotheby's,Atlanta,GA,2,10,619415,GA340769,GA,4.7,63,A,realtor_scraper,2026-06-23T07:20:39.874113+00:00
Richard Collins,Richard,Collins,richard58@compass.com,(747) 633-7390,RE/MAX,Sacramento,CA,4,19,10175277,CA286135,CA,4.0,78,B,realtor_scraper,2026-06-23T07:20:39.889877+00:00
Susan Ward,Susan,Ward,susan10@compass.com,(904) 966-6795,United Real Estate,Baton Rouge,LA,2,47,2486519,LA420732,LA,4.2,62,C,realtor_scraper,2026-06-23T07:20:39.899092+00:00
Donna Nguyen,Donna,Nguyen,dnguyen@gmail.com,(857) 806-1333,Vylla Home,San Jose,CA,24,42,3546579,CA651208,CA,4.3,84,B,realtor_scraper,2026-06-23T07:20:39.882147+00:00
Christopher James,Christopher,James,james.christopher@gmail.com,(254) 382-6350,Ryan Homes,Memphis,TN,14,22,13308349,TN852434,TN,3.6,85,C,realtor_scraper,2026-06-23T07:20:39.896538+00:00
Aaron Kim,Aaron,Kim,aaron.kim@hotmail.com,(215) 885-3972,Toll Brothers,Columbus,OH,1,21,8972755,OH996527,OH,3.9,83,B,realtor_scraper,2026-06-23T07:20:39.890837+00:00
Mark Morales,Mark,Morales,mmorales@redfin.com,(629) 792-6726,D.R. Horton,Seattle,WA,5,49,13210028,WA809609,WA,4.8,76,A,realtor_scraper,2026-06-23T07:20:39.798268+00:00
Kathleen Alvarez,Kathleen,Alvarez,alvarez.kathleen@realtor.com,(425) 696-2407,Toll Brothers,Oklahoma City,OK,24,12,8419980,OK455701,OK,3.7,67,C,realtor_scraper,2026-06-23T07:20:39.893537+00:00
Ryan Brooks,Ryan,Brooks,ryan60@exprealty.com,(540) 301-2966,ERA,Chicago,IL,24,11,10536668,IL348206,IL,4.0,98,A,realtor_scraper,2026-06-23T07:20:39.796248+00:00
Amy Robinson,Amy,Robinson,amy.robinson@gmail.com,(480) 697-5622,NVR,Indianapolis,IN,2,39,7417409,IN713048,IN,4.6,94,B,realtor_scraper,2026-06-23T07:20:39.890444+00:00
Alexander Gray,Alexander,Gray,gray.alexander@elliman.com,(213) 615-6800,Coldwell Banker,Los Angeles,CA,24,11,12939568,CA365534,CA,4.7,84,A,realtor_scraper,2026-06-23T07:20:39.793252+00:00
Aaron Carter,Aaron,Carter,aaron.carter@outlook.com,(845) 961-6346,Redfin,Boston,MA,2,47,2938997,MA838930,MA,4.3,87,A,realtor_scraper,2026-06-23T07:20:39.873649+00:00
Amanda Williams,Amanda,Williams,amanda.williams@berkshirehathawayhs.com,(701) 590-3231,RE/MAX,St. Louis,MO,4,14,12204851,MO200354,MO,4.1,77,B,realtor_scraper,2026-06-23T07:20:39.889847+00:00
Ryan Davis,Ryan,Davis,davis.ryan@berkshirehathawayhs.com,(830) 204-5547,Vylla Home,New Orleans,LA,4,12,944775,LA860965,LA,3.7,93,C,realtor_scraper,2026-06-23T07:20:39.898269+00:00
Jason Hill,Jason,Hill,jason.hill@realtyonegroup.com,(281) 325-8824,Redfin,Boston,MA,17,4,691923,MA686160,MA,4.8,73,A,realtor_scraper,2026-06-23T07:20:39.795204+00:00
Charles Ortiz,Charles,Ortiz,charleso@yahoo.com,(410) 372-2534,Better Homes & Gardens,Baltimore,MD,23,22,1579854,MD810503,MD,4.7,60,B,realtor_scraper,2026-06-23T07:20:39.874656+00:00
Gregory Clark,Gregory,Clark,gregoryc@compass.com,(816) 547-3045,D.R. Horton,Richmond,VA,11,31,1750726,VA479718,VA,3.7,75,C,realtor_scraper,2026-06-23T07:20:39.893722+00:00
Amy Edwards,Amy,Edwards,amy37@yahoo.com,(712) 725-1508,NVR,Austin,TX,5,26,9869334,TX817403,TX,4.9,67,A,realtor_scraper,2026-06-23T07:20:39.802947+00:00
Joseph Green,Joseph,Green,joseph.green@berkshirehathawayhs.com,(276) 497-8121,Taylor Morrison,Minneapolis,MN,5,35,9886416,MN187468,MN,4.0,60,B,realtor_scraper,2026-06-23T07:20:39.889865+00:00
Cynthia Diaz,Cynthia,Diaz,cynthia64@hotmail.com,(320) 420-2623,Nest Seekers,Louisville,KY,24,30,2190669,KY407390,KY,4.7,71,C,realtor_scraper,2026-06-23T07:20:39.893558+00:00
Paul Nguyen,Paul,Nguyen,paul76@compass.com,(847) 740-3462,eXp Realty,Raleigh,NC,8,38,10364769,NC560408,NC,4.8,73,B,realtor_scraper,2026-06-23T07:20:39.878283+00:00
Joseph Williams,Joseph,Williams,jwilliams@weichert.com,(978) 421-1879,Coldwell Banker,Nashville,TN,8,43,2870585,TN270494,TN,4.6,63,A,realtor_scraper,2026-06-23T07:20:39.797933+00:00
Diane Castillo,Diane,Castillo,dianec@berkshirehathawayhs.com,(430) 279-8263,Weichert,Los Angeles,CA,11,29,9830675,CA809368,CA,4.4,92,A,realtor_scraper,2026-06-23T07:20:39.795587+00:00
Joshua Brooks,Joshua,Brooks,jbrooks@remax.net,(239) 636-1191,eXp Realty,Charlotte,NC,2,23,7447523,NC379789,NC,5.0,87,A,realtor_scraper,2026-06-23T07:20:39.873749+00:00
John Miller,John,Miller,jmiller@homesmart.com,(319) 246-3480,Lennar,Kansas City,MO,2,12,13814679,MO717996,MO,3.9,99,B,realtor_scraper,2026-06-23T07:20:39.890433+00:00
Deborah Mitchell,Deborah,Mitchell,deborah.mitchell@outlook.com,(678) 942-3802,HomeSmart,Colorado Springs,CO,21,5,1016122,CO266442,CO,4.3,94,C,realtor_scraper,2026-06-23T07:20:39.893667+00:00
Linda Thompson,Linda,Thompson,linda.thompson@kw.com,(364) 956-1570,HomeSmart,Charlotte,NC,1,42,8188030,NC818873,NC,4.5,78,A,realtor_scraper,2026-06-23T07:20:39.873276+00:00
James Rivera,James,Rivera,rivera.james@yahoo.com,(918) 570-7054,NVR,Austin,TX,7,23,13942750,TX853769,TX,4.2,100,A,realtor_scraper,2026-06-23T07:20:39.795543+00:00
Nancy Hernandez,Nancy,Hernandez,nancy.hernandez@exprealty.com,(862) 755-3484,Weichert,Portland,OR,3,35,3497209,OR514789,OR,4.2,94,B,realtor_scraper,2026-06-23T07:20:39.888985+00:00
Sarah Ramirez,Sarah,Ramirez,sarah.ramirez@outlook.com,(907) 836-2287,Douglas Elliman,San Francisco,CA,2,47,9428730,CA657284,CA,3.7,64,A,realtor_scraper,2026-06-23T07:20:39.873158+00:00
