full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Mark Hill,Mark,Hill,mark58@outlook.com,(918) 746-2578,D.R. Horton,Portland,OR,19,10,12910738,OR821434,OR,4.5,87,B,realtor_scraper,2026-05-27T07:04:49.347297+00:00
Mary Scott,Mary,Scott,scott.mary@gmail.com,(818) 759-5487,M/I Homes,Tampa,FL,4,34,2569621,FL485075,FL,3.7,91,A,realtor_scraper,2026-05-27T07:04:49.344415+00:00
Angela Young,Angela,Young,angela.young@homesmart.com,(612) 500-2529,Sotheby's,San Antonio,TX,2,33,7802928,TX823148,TX,4.9,85,B,realtor_scraper,2026-05-27T07:04:49.349135+00:00
Tyler Cooper,Tyler,Cooper,cooper.tyler@hotmail.com,(984) 524-1732,Sotheby's,Colorado Springs,CO,3,42,14914576,CO745250,CO,4.9,79,C,realtor_scraper,2026-05-27T07:04:49.352365+00:00
Sandra Lee,Sandra,Lee,sandral@homesmart.com,(432) 451-3260,United Real Estate,Miami,FL,1,12,12365439,FL599580,FL,4.2,92,A,realtor_scraper,2026-05-27T07:04:49.345801+00:00
Emily Evans,Emily,Evans,eevans@century21.com,(407) 786-2991,Zillow Premier,Albuquerque,NM,21,29,2202474,NM112470,NM,3.9,94,C,realtor_scraper,2026-05-27T07:04:49.350041+00:00
Emma Kelly,Emma,Kelly,emma.kelly@elliman.com,(804) 645-6834,KB Home,San Antonio,TX,1,8,1879387,TX403926,TX,4.7,85,B,realtor_scraper,2026-05-27T07:04:49.348813+00:00
Justin Hughes,Justin,Hughes,hughes.justin@hotmail.com,(208) 227-5150,Taylor Morrison,Oklahoma City,OK,22,47,2439695,OK526465,OK,4.8,72,C,realtor_scraper,2026-05-27T07:04:49.349997+00:00
George Young,George,Young,george8@remax.net,(320) 910-5598,Zillow Premier,Dallas-Fort Worth,TX,11,23,2943508,TX830170,TX,4.6,69,A,realtor_scraper,2026-05-27T07:04:49.343189+00:00
Scott White,Scott,White,scott.white@kw.com,(908) 854-7267,M/I Homes,Columbus,OH,17,22,3895278,OH714375,OH,4.1,73,B,realtor_scraper,2026-05-27T07:04:49.347104+00:00
Emma Ramos,Emma,Ramos,emma.ramos@realtor.com,(404) 607-2561,M/I Homes,San Jose,CA,2,25,9457548,CA444283,CA,3.7,87,B,realtor_scraper,2026-05-27T07:04:49.349776+00:00
John Cruz,John,Cruz,johnc@yahoo.com,(870) 251-4826,Pulte Homes,Houston,TX,6,43,9901559,TX159844,TX,3.9,66,A,realtor_scraper,2026-05-27T07:04:49.342816+00:00
Dorothy Green,Dorothy,Green,green.dorothy@elliman.com,(972) 883-9914,D.R. Horton,Columbus,OH,2,29,9244350,OH854649,OH,4.5,93,B,realtor_scraper,2026-05-27T07:04:49.349221+00:00
Linda Cox,Linda,Cox,cox.linda@outlook.com,(847) 887-8521,Sotheby's,Miami,FL,22,10,1760199,FL648143,FL,4.5,77,A,realtor_scraper,2026-05-27T07:04:49.342596+00:00
Stephanie Patel,Stephanie,Patel,stephanie.patel@kw.com,(267) 896-3702,M/I Homes,Nashville,TN,14,5,349678,TN946065,TN,3.9,73,A,realtor_scraper,2026-05-27T07:04:49.343330+00:00
Shirley Ramos,Shirley,Ramos,sramos@yahoo.com,(831) 274-9499,Meritage Homes,Atlanta,GA,0,23,2302982,GA220836,GA,3.7,69,A,realtor_scraper,2026-05-27T07:04:49.345079+00:00
Lisa Johnson,Lisa,Johnson,lisa.johnson@realtor.com,(516) 660-4811,RE/MAX,Minneapolis,MN,21,42,3395861,MN279852,MN,3.6,89,B,realtor_scraper,2026-05-27T07:04:49.346192+00:00
William Hill,William,Hill,whill@century21.com,(213) 758-6395,Sotheby's,Richmond,VA,1,22,3296126,VA650119,VA,4.6,85,C,realtor_scraper,2026-05-27T07:04:49.353793+00:00
Emily Kim,Emily,Kim,emily62@berkshirehathawayhs.com,(975) 839-2835,D.R. Horton,Cincinnati,OH,20,28,14163136,OH954698,OH,4.1,90,B,realtor_scraper,2026-05-27T07:04:49.346603+00:00
Frank Sanchez,Frank,Sanchez,franks@redfin.com,(607) 730-8286,Compass,Milwaukee,WI,23,30,4721700,WI490899,WI,4.9,74,C,realtor_scraper,2026-05-27T07:04:49.351305+00:00
Melissa Rogers,Melissa,Rogers,melissa76@compass.com,(605) 836-9033,Keller Williams,Cleveland,OH,24,21,14983865,OH148606,OH,3.7,94,B,realtor_scraper,2026-05-27T07:04:49.346219+00:00
Brian Stewart,Brian,Stewart,bstewart@yahoo.com,(469) 610-3606,Coldwell Banker,Columbus,OH,0,39,8685368,OH987035,OH,3.8,74,B,realtor_scraper,2026-05-27T07:04:49.348650+00:00
Anthony Kim,Anthony,Kim,akim@realtyonegroup.com,(386) 214-3173,Coldwell Banker,San Francisco,CA,3,28,14090262,CA761561,CA,4.7,100,A,realtor_scraper,2026-05-27T07:04:49.344751+00:00
Diane Morales,Diane,Morales,diane1@outlook.com,(515) 660-9775,D.R. Horton,Philadelphia,PA,7,41,10211802,PA858555,PA,3.9,87,A,realtor_scraper,2026-05-27T07:04:49.343554+00:00
Jacob Clark,Jacob,Clark,jacob.clark@realtyonegroup.com,(380) 683-9260,Better Homes & Gardens,Phoenix,AZ,1,43,12157328,AZ795608,AZ,4.9,86,A,realtor_scraper,2026-05-27T07:04:49.345998+00:00
Christopher Jones,Christopher,Jones,christopherj@exprealty.com,(224) 600-9580,Berkshire Hathaway,Baltimore,MD,1,10,11350837,MD761727,MD,4.8,99,B,realtor_scraper,2026-05-27T07:04:49.349432+00:00
Susan King,Susan,King,susank@exprealty.com,(562) 882-4512,CalAtlantic Homes,Miami,FL,20,4,110625,FL580725,FL,4.1,69,A,realtor_scraper,2026-05-27T07:04:49.341269+00:00
Angela Martin,Angela,Martin,martin.angela@sothebysrealty.com,(773) 288-5326,Ryan Homes,Baltimore,MD,5,32,9534695,MD991940,MD,3.7,64,B,realtor_scraper,2026-05-27T07:04:49.348005+00:00
Emily Hill,Emily,Hill,emily65@remax.net,(713) 418-7528,D.R. Horton,Charlotte,NC,6,22,11659257,NC885042,NC,4.6,76,A,realtor_scraper,2026-05-27T07:04:49.343663+00:00
Patrick Turner,Patrick,Turner,patrickt@elliman.com,(513) 996-8486,HomeSmart,Indianapolis,IN,3,20,13839893,IN472074,IN,4.2,100,B,realtor_scraper,2026-05-27T07:04:49.348315+00:00
Jack Jones,Jack,Jones,jack.jones@kw.com,(469) 647-1274,Redfin,Memphis,TN,5,18,5940316,TN444915,TN,4.2,94,C,realtor_scraper,2026-05-27T07:04:49.351881+00:00
Emma Cooper,Emma,Cooper,emmac@realtor.com,(779) 678-4011,Meritage Homes,Reno,NV,1,31,13883158,NV328522,NV,4.9,85,C,realtor_scraper,2026-05-27T07:04:49.352816+00:00
Jack Ramirez,Jack,Ramirez,jack.ramirez@elliman.com,(628) 411-3648,Berkshire Hathaway,San Francisco,CA,2,16,6330135,CA372313,CA,4.0,61,A,realtor_scraper,2026-05-27T07:04:49.345131+00:00
Patrick Collins,Patrick,Collins,pcollins@hotmail.com,(316) 621-4266,KB Home,Denver,CO,11,30,5232919,CO951672,CO,4.2,65,A,realtor_scraper,2026-05-27T07:04:49.342934+00:00
Kathleen Stewart,Kathleen,Stewart,kathleen.stewart@kw.com,(501) 713-6907,ERA,Denver,CO,19,20,8210781,CO912926,CO,4.9,61,A,realtor_scraper,2026-05-27T07:04:49.343198+00:00
Michelle Smith,Michelle,Smith,michelle.smith@homesmart.com,(669) 874-5670,eXp Realty,St. Louis,MO,16,17,7735933,MO255706,MO,4.5,64,B,realtor_scraper,2026-05-27T07:04:49.346486+00:00
Joshua Ruiz,Joshua,Ruiz,jruiz@gmail.com,(567) 925-7462,Douglas Elliman,Los Angeles,CA,0,12,10500322,CA732298,CA,3.5,99,A,realtor_scraper,2026-05-27T07:04:49.345629+00:00
Gregory Sanders,Gregory,Sanders,gsanders@coldwellbanker.com,(949) 966-9544,Sotheby's,Orlando,FL,1,47,14155445,FL373409,FL,4.3,81,A,realtor_scraper,2026-05-27T07:04:49.345757+00:00
Ryan King,Ryan,King,ryank@exprealty.com,(616) 458-6816,Douglas Elliman,San Antonio,TX,22,13,5384475,TX332066,TX,4.0,69,B,realtor_scraper,2026-05-27T07:04:49.347434+00:00
Sandra Ruiz,Sandra,Ruiz,sandrar@outlook.com,(510) 802-8501,eXp Realty,Seattle,WA,22,32,4215203,WA489503,WA,3.7,68,A,realtor_scraper,2026-05-27T07:04:49.341829+00:00
Dorothy Thompson,Dorothy,Thompson,dorothyt@exprealty.com,(540) 824-7346,Pulte Homes,San Antonio,TX,4,13,1912294,TX659133,TX,3.9,88,B,realtor_scraper,2026-05-27T07:04:49.348423+00:00
Ryan Rivera,Ryan,Rivera,rrivera@berkshirehathawayhs.com,(865) 973-6847,Vylla Home,Las Vegas,NV,3,10,8701004,NV651809,NV,4.1,66,A,realtor_scraper,2026-05-27T07:04:49.344428+00:00
Margaret Gray,Margaret,Gray,gray.margaret@yahoo.com,(253) 334-1109,Sotheby's,Albuquerque,NM,11,25,2677692,NM109021,NM,4.5,74,C,realtor_scraper,2026-05-27T07:04:49.350471+00:00
Brian Hall,Brian,Hall,brian25@gmail.com,(361) 726-1753,NVR,Austin,TX,6,48,13535154,TX299332,TX,4.6,86,A,realtor_scraper,2026-05-27T07:04:49.343596+00:00
Angela Parker,Angela,Parker,angelap@gmail.com,(331) 479-6766,KB Home,New Orleans,LA,7,9,1247311,LA344121,LA,4.7,82,C,realtor_scraper,2026-05-27T07:04:49.350074+00:00
David Hernandez,David,Hernandez,dhernandez@outlook.com,(631) 636-3525,eXp Realty,Cleveland,OH,3,27,2386437,OH987535,OH,3.7,67,B,realtor_scraper,2026-05-27T07:04:49.348450+00:00
Laura Myers,Laura,Myers,laura.myers@yahoo.com,(774) 708-7332,LGI Homes,Cincinnati,OH,5,39,12646930,OH691276,OH,4.1,75,B,realtor_scraper,2026-05-27T07:04:49.347939+00:00
Jeffrey Phillips,Jeffrey,Phillips,jeffrey30@realtyonegroup.com,(619) 936-6088,Keller Williams,Indianapolis,IN,1,22,6806250,IN843488,IN,4.0,67,B,realtor_scraper,2026-05-27T07:04:49.349726+00:00
Stephanie Johnson,Stephanie,Johnson,stephanie.johnson@homesmart.com,(563) 208-7564,Toll Brothers,Tampa,FL,1,16,7754359,FL223538,FL,3.6,81,A,realtor_scraper,2026-05-27T07:04:49.345940+00:00
Brian Gonzalez,Brian,Gonzalez,gonzalez.brian@yahoo.com,(402) 878-3197,Tri Pointe Homes,Richmond,VA,23,24,2309542,VA130601,VA,3.9,65,C,realtor_scraper,2026-05-27T07:04:49.349988+00:00
Donna King,Donna,King,donnak@exprealty.com,(414) 321-8252,NVR,Charlotte,NC,8,16,5915144,NC109705,NC,3.8,68,A,realtor_scraper,2026-05-27T07:04:49.343090+00:00
Jessica Johnson,Jessica,Johnson,jessica63@compass.com,(540) 517-1915,D.R. Horton,Riverside,CA,13,26,5720029,CA837394,CA,4.4,63,B,realtor_scraper,2026-05-27T07:04:49.347154+00:00
Joseph Jackson,Joseph,Jackson,jjackson@weichert.com,(830) 345-1552,Coldwell Banker,New York,NY,12,40,13956270,NY942589,NY,4.1,79,A,realtor_scraper,2026-05-27T07:04:49.341957+00:00
Jason Bailey,Jason,Bailey,bailey.jason@realtyonegroup.com,(443) 743-3126,HomeSmart,Detroit,MI,12,13,9356987,MI248303,MI,3.5,72,B,realtor_scraper,2026-05-27T07:04:49.346516+00:00
Shirley Scott,Shirley,Scott,sscott@elliman.com,(309) 254-2326,Lennar,Philadelphia,PA,18,26,2176625,PA964006,PA,4.6,94,A,realtor_scraper,2026-05-27T07:04:49.342868+00:00
Gary Garcia,Gary,Garcia,gary.garcia@sothebysrealty.com,(267) 793-6459,KB Home,Tucson,AZ,23,13,1351929,AZ319141,AZ,4.0,79,C,realtor_scraper,2026-05-27T07:04:49.350271+00:00
William Green,William,Green,green.william@hotmail.com,(512) 482-6414,Redfin,Tampa,FL,1,11,2295769,FL719056,FL,4.7,85,A,realtor_scraper,2026-05-27T07:04:49.345855+00:00
Emily Baker,Emily,Baker,ebaker@remax.net,(330) 844-5398,Coldwell Banker,Jacksonville,FL,16,12,568146,FL589742,FL,4.0,80,B,realtor_scraper,2026-05-27T07:04:49.347166+00:00
Ashley Perez,Ashley,Perez,ashley83@coldwellbanker.com,(415) 974-9454,Tri Pointe Homes,Tucson,AZ,4,33,3200711,AZ542163,AZ,4.5,76,C,realtor_scraper,2026-05-27T07:04:49.352145+00:00
Ruth Howard,Ruth,Howard,ruth.howard@sothebysrealty.com,(610) 966-4797,Vylla Home,Las Vegas,NV,20,0,466753,NV813980,NV,0.0,43,A,realtor_scraper,2026-05-27T07:04:49.343719+00:00
Sarah Morgan,Sarah,Morgan,sarahm@yahoo.com,(269) 621-6704,eXp Realty,Indianapolis,IN,14,23,4639301,IN756114,IN,4.3,68,B,realtor_scraper,2026-05-27T07:04:49.347535+00:00
Michelle Smith,Michelle,Smith,msmith@hotmail.com,(531) 273-8111,Realty One Group,Baltimore,MD,3,35,14057302,MD736534,MD,3.5,85,B,realtor_scraper,2026-05-27T07:04:49.347889+00:00
Kimberly Long,Kimberly,Long,kimberlyl@kw.com,(616) 959-9920,Lennar,Cincinnati,OH,18,40,13672196,OH214706,OH,4.0,100,B,realtor_scraper,2026-05-27T07:04:49.346904+00:00
Jacob Morales,Jacob,Morales,jacob58@century21.com,(352) 779-5526,Pulte Homes,Tucson,AZ,9,8,588514,AZ999366,AZ,4.9,93,C,realtor_scraper,2026-05-27T07:04:49.349940+00:00
Lisa James,Lisa,James,ljames@homesmart.com,(208) 663-6618,Realty One Group,Nashville,TN,9,3,148758,TN579374,TN,4.4,91,A,realtor_scraper,2026-05-27T07:04:49.343541+00:00
Daniel Nguyen,Daniel,Nguyen,danieln@remax.net,(970) 203-5119,D.R. Horton,Houston,TX,1,4,442611,TX401159,TX,4.6,66,A,realtor_scraper,2026-05-27T07:04:49.345295+00:00
Justin Carter,Justin,Carter,carter.justin@elliman.com,(484) 851-4061,Ryan Homes,Albuquerque,NM,17,25,7718321,NM593425,NM,3.8,92,C,realtor_scraper,2026-05-27T07:04:49.350728+00:00
John Cook,John,Cook,john18@homesmart.com,(747) 406-6378,Zillow Premier,Baton Rouge,LA,4,43,1959455,LA796100,LA,4.6,86,C,realtor_scraper,2026-05-27T07:04:49.352185+00:00
Matthew Bailey,Matthew,Bailey,mbailey@yahoo.com,(727) 512-2349,LGI Homes,San Jose,CA,1,22,13599272,CA590809,CA,3.9,75,B,realtor_scraper,2026-05-27T07:04:49.349746+00:00
Kimberly Lewis,Kimberly,Lewis,lewis.kimberly@yahoo.com,(239) 934-7186,Ryan Homes,Oklahoma City,OK,3,12,1921305,OK609055,OK,3.7,83,C,realtor_scraper,2026-05-27T07:04:49.351914+00:00
Deborah Parker,Deborah,Parker,dparker@century21.com,(517) 783-6879,Lennar,Nashville,TN,4,48,4095225,TN836029,TN,3.8,91,A,realtor_scraper,2026-05-27T07:04:49.344889+00:00
Jeffrey Taylor,Jeffrey,Taylor,taylor.jeffrey@exprealty.com,(615) 876-7055,Compass,Portland,OR,23,9,1524936,OR453075,OR,4.6,67,B,realtor_scraper,2026-05-27T07:04:49.346894+00:00
Stephanie Gutierrez,Stephanie,Gutierrez,gutierrez.stephanie@homesmart.com,(412) 541-4350,Redfin,Colorado Springs,CO,0,44,2133476,CO351627,CO,3.8,87,C,realtor_scraper,2026-05-27T07:04:49.352724+00:00
Betty Williams,Betty,Williams,betty.williams@remax.net,(724) 274-8878,M/I Homes,San Jose,CA,11,26,12961217,CA151820,CA,3.9,85,B,realtor_scraper,2026-05-27T07:04:49.346815+00:00
Matthew Rogers,Matthew,Rogers,matthewr@coldwellbanker.com,(310) 321-5386,Compass,Detroit,MI,11,24,7525609,MI294881,MI,4.4,94,B,realtor_scraper,2026-05-27T07:04:49.347602+00:00
Dennis Watson,Dennis,Watson,dwatson@exprealty.com,(724) 414-3121,Century Communities,Memphis,TN,5,4,117183,TN364089,TN,4.9,76,C,realtor_scraper,2026-05-27T07:04:49.352154+00:00
Jason Davis,Jason,Davis,jdavis@realtor.com,(959) 738-8822,RE/MAX,Boston,MA,2,0,374802,MA665232,MA,0.0,44,A,realtor_scraper,2026-05-27T07:04:49.345286+00:00
Gary Kelly,Gary,Kelly,gkelly@elliman.com,(629) 577-3102,Ryan Homes,Albuquerque,NM,16,22,4239869,NM524055,NM,3.7,82,C,realtor_scraper,2026-05-27T07:04:49.351673+00:00
Betty Stewart,Betty,Stewart,stewart.betty@compass.com,(312) 558-4900,ERA,Richmond,VA,4,32,13296906,VA896719,VA,4.8,75,C,realtor_scraper,2026-05-27T07:04:49.352443+00:00
Donna Long,Donna,Long,donna.long@century21.com,(609) 537-6174,Century 21,St. Louis,MO,15,4,455314,MO484302,MO,4.0,84,B,realtor_scraper,2026-05-27T07:04:49.346309+00:00
Pamela Watson,Pamela,Watson,pamelaw@kw.com,(662) 634-6406,Redfin,Sacramento,CA,0,40,8196204,CA152636,CA,4.9,71,B,realtor_scraper,2026-05-27T07:04:49.349849+00:00
