id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260704-00001,Sharon Johnson,sharon.johnson@compass.com,(805) 855-5109,Compass,Queens,NY,11970,4,25,A,70,MLS Database,2026-07-04T03:48:39Z
CREAM-20260704-00002,Elizabeth Gomez,elizabeth.gomez@compass.com,(929) 307-4316,Compass,Denver,CO,80988,5,23,A,68,MLS Database,2026-07-04T13:37:12Z
CREAM-20260704-00003,Nicole Miller,nicole.miller@exprealty.com,(469) 316-2879,eXp Realty,Orlando,FL,33604,10,41,A,94,NAR Directory,2026-07-04T17:52:46Z
CREAM-20260704-00004,George Flores,gflores@outlook.com,(646) 885-5868,eXp Realty,San Jose,CA,95315,12,40,A,94,Referral Network,2026-07-04T20:51:49Z
CREAM-20260704-00005,Edward Ramirez,eramirez@briggsfreemansothebys.com,(305) 647-4144,Briggs Freeman Sotheby's,Dallas,TX,77629,17,53,A,82,NAR Directory,2026-07-04T06:57:58Z
CREAM-20260704-00006,Nicholas Hughes,nicholas.hughes@exprealty.com,(303) 616-4427,eXp Realty,St. Petersburg,FL,33681,17,53,A,76,Trade Show,2026-07-04T04:47:36Z
CREAM-20260704-00007,Ryan Parker,rparker@outlook.com,(916) 370-4253,Coldwell Banker,Colorado Springs,CO,80496,22,68,A,74,Cold Outreach,2026-07-04T06:01:40Z
CREAM-20260704-00008,Jacob Brown,jbrown@berkshirehathaway.com,(720) 453-7376,Berkshire Hathaway,Greensboro,NC,28571,4,24,A,62,Trade Show,2026-07-04T07:15:30Z
CREAM-20260704-00009,Donna Diaz,donna.diaz@re/max.com,(720) 417-5281,RE/MAX,Phoenix,AZ,85653,4,11,A,69,Referral Network,2026-07-04T12:21:22Z
CREAM-20260704-00010,Alexander Baker,abaker@gmail.com,(805) 889-8374,Compass,Bronx,NY,12834,20,66,A,76,Brokerage Listings,2026-07-04T15:41:26Z
CREAM-20260704-00011,Deborah Howard,deborah.howard@longrealty.com,(513) 364-4737,Long Realty,Mesa,AZ,85402,5,12,A,70,LinkedIn,2026-07-04T15:01:01Z
CREAM-20260704-00012,Betty Brown,bbrown@brownharrisstevens.com,(602) 210-5604,Brown Harris Stevens,Staten Island,NY,11302,23,79,A,78,MLS Database,2026-07-04T04:19:46Z
