full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Jonathan Rogers,Jonathan,Rogers,jonathanr@nextdoor.com,(301) 856-9650,David Weekley Homes,Tucson,AZ,8,34,23888434,AZ409138,AZ,3.8,96,A,realtor_scraper,2026-06-25T02:00:30.601699+00:00
Dale Hughes,Dale,Hughes,hughesdale@sothebysrealty.com,(227) 803-6910,NVR Homes,Dallas,TX,7,29,19728526,TX783771,TX,4.5,94,A,realtor_scraper,2026-06-25T02:00:30.608914+00:00
Jonathan Webb,Jonathan,Webb,jonathan.webb@sothebysrealty.com,(925) 706-7627,Newmark Grubb Knight Frank,Louisville,KY,9,20,8477800,KY588634,KY,3.4,98,A,realtor_scraper,2026-06-25T02:00:30.605265+00:00
Logan Clark,Logan,Clark,clarklogan@exp.com,(217) 339-4601,Cushman & Wakefield,Jersey City,NJ,11,26,9381294,NJ320903,NJ,3.5,100,A,realtor_scraper,2026-06-25T02:00:30.608776+00:00
Scott Nelson,Scott,Nelson,nelsonscott@redfin.com,(507) 572-6331,Marcus & Millichap,Elgin,IL,4,7,3159065,IL444376,IL,4.2,78,B,realtor_scraper,2026-06-25T02:00:30.643384+00:00
Benjamin Ramos,Benjamin,Ramos,ramosbenjamin@gmail.com,(703) 923-1978,Newmark Grubb Knight Frank,Westminster,CO,6,23,16251340,CO630084,CO,3.7,87,C,realtor_scraper,2026-06-25T02:00:30.645117+00:00
Katherine James,Katherine,James,jameskatherine@redfin.com,(203) 491-7631,ZipRealty,El Paso,TX,6,10,7922040,TX618035,TX,4.9,87,A,realtor_scraper,2026-06-25T02:00:30.598003+00:00
Sarah Daniels,Sarah,Daniels,sarahd@realtyonegroup.com,(870) 963-1060,Weichert Realtors,Allen,TX,0,10,3887570,TX99670,TX,3.4,70,C,realtor_scraper,2026-06-25T02:00:30.702093+00:00
Walter Russell,Walter,Russell,walterr@kw.com,(920) 468-1406,Homes.com,High Point,NC,7,16,7590304,NC63204,NC,4.0,89,C,realtor_scraper,2026-06-25T02:00:30.644672+00:00
Abigail Wallace,Abigail,Wallace,awallace@homes.com,(878) 108-5772,Help-U-Sell,Clovis,CA,2,3,1116861,CA329007,CA,3.3,67,C,realtor_scraper,2026-06-25T02:00:30.644525+00:00
Jerry Wagner,Jerry,Wagner,wagnerjerry@century21.com,(515) 507-6847,Lennar,Rochester,NY,7,16,7622224,NY398573,NY,3.0,92,B,realtor_scraper,2026-06-25T02:00:30.644029+00:00
Bradley Webb,Bradley,Webb,bwebb@hotmail.com,(413) 174-9058,Help-U-Sell,Escondido,CA,7,23,12482928,CA402454,CA,4.2,92,B,realtor_scraper,2026-06-25T02:00:30.619467+00:00
Kevin Hunt,Kevin,Hunt,khunt@realtyonegroup.com,(386) 594-5046,D.R. Horton,Richardson,TX,2,7,1828806,TX434205,TX,4.4,71,C,realtor_scraper,2026-06-25T02:00:30.645675+00:00
Randy Nelson,Randy,Nelson,randy.nelson@exp.com,(330) 390-9692,Century 21,Waco,TX,3,6,2610450,TX981661,TX,4.9,72,C,realtor_scraper,2026-06-25T02:00:30.669863+00:00
Jeremy Nichols,Jeremy,Nichols,jnichols@realtyonegroup.com,(479) 808-5197,AvalonBay Communities,New Haven,CT,5,18,6287958,CT156625,CT,5.0,88,B,realtor_scraper,2026-06-25T02:00:30.612645+00:00
Joshua Cox,Joshua,Cox,coxjoshua@homes.com,(385) 989-3136,Berkshire Hathaway HomeServices,Toledo,OH,12,30,16647000,OH42044,OH,5.0,100,A,realtor_scraper,2026-06-25T02:00:30.600647+00:00
Devin Coleman,Devin,Coleman,colemandevin@remax.net,(253) 120-2081,Compass,Portland,OR,0,2,639030,OR904757,OR,3.3,67,A,realtor_scraper,2026-06-25T02:00:30.608321+00:00
Marcus Myers,Marcus,Myers,myersmarcus@zillow.com,(423) 390-3199,ZipRealty,Rialto,CA,6,20,11255620,CA889535,CA,3.4,87,C,realtor_scraper,2026-06-25T02:00:30.702292+00:00
Jacob Graham,Jacob,Graham,jacob.graham@bhhs.com,(351) 137-8370,eXp Realty,Buffalo,NY,7,13,6086821,NY596581,NY,3.3,92,A,realtor_scraper,2026-06-25T02:00:30.599089+00:00
