id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260720-00001,Dennis Nguyen,nguyend@gmail.com,(704) 274-6445,Briggs Freeman Sotheby's,Greensboro,NC,27603,4,15,A,78,LinkedIn,2026-07-20T11:42:35Z
CREAM-20260720-00002,Amanda Long,longa@aol.com,(929) 700-4643,Keller Williams,Fort Lauderdale,FL,34620,0,8,A,69,Trade Show,2026-07-20T00:23:17Z
CREAM-20260720-00003,David Jackson,davidj@hotmail.com,(786) 571-5088,Compass,Aurora,CO,81070,1,11,C,72,Brokerage Listings,2026-07-20T09:22:43Z
CREAM-20260720-00004,Carol Perez,carol_perez@icloud.com,(234) 231-8888,Berkshire Hathaway,San Francisco,CA,95538,11,64,B,96,Referral Network,2026-07-20T10:54:24Z
CREAM-20260720-00005,Joshua Davis,joshua.davis@icloud.com,(786) 756-7651,RE/MAX,San Antonio,TX,78719,5,20,A,89,Brokerage Listings,2026-07-20T07:37:57Z
CREAM-20260720-00006,Amy Taylor,amyt@outlook.com,(234) 662-7351,Redfin,Colorado Springs,CO,80826,5,10,C,75,MLS Database,2026-07-20T01:14:54Z
CREAM-20260720-00007,Brenda Robinson,robinsonb@hotmail.com,(513) 927-7830,Century 21,San Diego,CA,93527,8,58,A,100,Facebook,2026-07-20T07:20:53Z
CREAM-20260720-00008,George Collins,georgec@aol.com,(214) 301-1489,Brown Harris Stevens,Manhattan,NY,14441,10,77,B,95,NAR Directory,2026-07-20T09:08:35Z
CREAM-20260720-00009,Scott Parker,parkers@outlook.com,(713) 490-8773,Compass,Pembroke Pines,FL,34967,22,59,A,99,Trade Show,2026-07-20T10:28:32Z
CREAM-20260720-00010,Shirley Chavez,shirleychavez@kellerwilliams.com,(929) 588-9586,Keller Williams,Sacramento,CA,94862,5,23,B,82,Brokerage Listings,2026-07-20T07:18:23Z
CREAM-20260720-00011,Nancy Wilson,nancy_wilson@icloud.com,(310) 236-1660,Briggs Freeman Sotheby's,Bronx,NY,14620,12,57,B,97,Referral Network,2026-07-20T10:43:34Z
CREAM-20260720-00012,Michael Taylor,mtaylor@icloud.com,(916) 486-4202,RE/MAX,El Paso,TX,76970,9,17,A,88,Brokerage Listings,2026-07-20T07:53:49Z
CREAM-20260720-00013,Linda Morales,lindam@aol.com,(704) 801-2795,Russell Lyon Sotheby's,Orlando,FL,32010,5,7,A,77,MLS Database,2026-07-20T02:38:17Z
CREAM-20260720-00014,Charles Murphy,charlesmurphy@me.com,(234) 359-3914,Long Realty,Austin,TX,79426,2,6,C,64,Referral Network,2026-07-20T05:52:37Z
CREAM-20260720-00015,George Hall,ghall@icloud.com,(805) 698-6738,Long Realty,Yonkers,NY,12284,4,6,B,73,Brokerage Listings,2026-07-20T20:48:58Z
CREAM-20260720-00016,Laura Reed,lreed@me.com,(718) 967-5337,HomeSmart,Aurora,CO,80877,15,48,B,96,NAR Directory,2026-07-20T23:12:29Z
CREAM-20260720-00017,Robert Torres,roberttorres@aol.com,(512) 271-3817,Corcoran Group,St. Petersburg,FL,32507,4,8,B,73,Cold Outreach,2026-07-20T12:58:02Z
CREAM-20260720-00018,Catherine Brown,cbrown@century21.com,(718) 355-4300,Century 21,Houston,TX,78142,1,7,A,72,Facebook,2026-07-20T20:28:34Z
CREAM-20260720-00019,Sarah Nguyen,sarahn@yahoo.com,(305) 672-3898,Allen Tate,Cape Coral,FL,33501,15,78,C,94,NAR Directory,2026-07-20T06:02:11Z
CREAM-20260720-00020,Carol Martinez,martinezc@hotmail.com,(614) 919-6913,Compass,Dayton,OH,45373,5,26,A,89,LinkedIn,2026-07-20T16:05:16Z
CREAM-20260720-00021,Sandra Hernandez,sandrahernandez@douglaselliman.com,(305) 649-7171,Douglas Elliman,Arlington,TX,77138,15,82,A,99,Brokerage Listings,2026-07-20T00:34:00Z
CREAM-20260720-00022,Andrew Hall,halla@yahoo.com,(303) 232-4797,Corcoran Group,Fort Collins,CO,80450,4,7,C,74,Website Lead,2026-07-20T20:35:34Z
