full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Margaret Sanders,Margaret,Sanders,msanders@icloud.com,(764) 162-8328,Redfin Partner,South Bend,IN,1,5,2256505,IN117067,IN,3.7,67,C,realtor_scraper,2026-06-22T02:00:36.965325+00:00
Alan Edwards,Alan,Edwards,alane@zillow.com,(845) 297-2525,Village Real Estate,League City,TX,6,26,19066944,TX987382,TX,4.3,87,C,realtor_scraper,2026-06-22T02:00:37.061603+00:00
Natalie Nguyen,Natalie,Nguyen,natalie.nguyen@yahoo.com,(252) 240-2067,Beazer Homes,Abilene,TX,10,28,13483568,TX92649,TX,3.4,95,C,realtor_scraper,2026-06-22T02:00:36.967272+00:00
Rose Thomas,Rose,Thomas,thomasrose@broker.com,(904) 207-9301,David Weekley Homes,Houston,TX,8,10,5716130,TX105640,TX,3.0,91,A,realtor_scraper,2026-06-22T02:00:36.863504+00:00
Brian Jenkins,Brian,Jenkins,jenkinsbrian@remax.net,(539) 468-3658,Howard Hanna Real Estate,Newark,NJ,16,23,11952663,NJ125334,NJ,3.4,100,A,realtor_scraper,2026-06-22T02:00:36.765997+00:00
Charles Walker,Charles,Walker,cwalker@coldwellbanker.com,(878) 673-3677,eXp Realty,New Orleans,LA,20,16,12043728,LA31604,LA,3.1,100,A,realtor_scraper,2026-06-22T02:00:36.768548+00:00
Ryan Sanders,Ryan,Sanders,rsanders@trulia.com,(314) 352-6166,Pulte Homes,Carlsbad,CA,0,5,1059055,CA100671,CA,4.5,65,C,realtor_scraper,2026-06-22T02:00:37.163676+00:00
Julie Guzman,Julie,Guzman,guzmanjulie@compass.com,(806) 412-3765,John L. Scott Real Estate,Erie,PA,1,3,889398,PA973798,PA,3.7,65,C,realtor_scraper,2026-06-22T02:00:37.163600+00:00
Christine Martinez,Christine,Martinez,christinem@trulia.com,(972) 958-6124,Beazer Homes,Clearwater,FL,0,3,983019,FL57506,FL,3.6,63,C,realtor_scraper,2026-06-22T02:00:36.966689+00:00
Joyce Morales,Joyce,Morales,moralesjoyce@remax.net,(919) 786-4097,Century 21,Richmond,VA,2,7,1905897,VA950625,VA,4.9,74,B,realtor_scraper,2026-06-22T02:00:36.963180+00:00
Billy Torres,Billy,Torres,billyt@redfin.com,(760) 712-4827,Trulia,Jacksonville,FL,7,32,9823744,FL604316,FL,4.7,94,A,realtor_scraper,2026-06-22T02:00:36.865613+00:00
Debra Ruiz,Debra,Ruiz,ruizdebra@century21.com,(787) 379-5785,Ryan Homes,Buffalo,NY,10,14,8534638,NY316486,NY,4.9,99,A,realtor_scraper,2026-06-22T02:00:36.767000+00:00
Evelyn Morales,Evelyn,Morales,evelynm@hotmail.com,(214) 457-7782,Marcus & Millichap,Grand Rapids,MI,6,14,4305728,MI546584,MI,4.5,89,B,realtor_scraper,2026-06-22T02:00:36.963834+00:00
John Ortiz,John,Ortiz,john.ortiz@icloud.com,(909) 422-2500,Cushman & Wakefield,Mesa,AZ,7,11,8678791,AZ917805,AZ,3.8,90,A,realtor_scraper,2026-06-22T02:00:36.766818+00:00
Jason Hicks,Jason,Hicks,jhicks@realty.com,(513) 676-4799,ZipRealty,Lakewood,CO,7,9,4185648,CO334355,CO,3.6,86,B,realtor_scraper,2026-06-22T02:00:36.866726+00:00
Emily Chavez,Emily,Chavez,emilyc@nextdoor.com,(318) 277-5771,Ryan Homes,Washington,DC,15,25,11620500,DC514899,DC,3.6,100,A,realtor_scraper,2026-06-22T02:00:36.862646+00:00
