full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Frances Rivera,Frances,Rivera,frivera@remax.net,(315) 575-7614,Village Real Estate,Springfield,MO,4,11,6363170,MO408850,MO,4.0,82,B,realtor_scraper,2026-06-18T07:21:05.371210+00:00
Jerry Rogers,Jerry,Rogers,rogersjerry@kw.com,(615) 474-4467,D.R. Horton,Raleigh,NC,17,16,11082192,NC746696,NC,4.6,100,A,realtor_scraper,2026-06-18T07:21:05.172002+00:00
Jose Chavez,Jose,Chavez,jose.chavez@kw.com,(580) 654-8986,Howard Hanna Real Estate,Modesto,CA,7,20,11832420,CA824008,CA,4.8,92,B,realtor_scraper,2026-06-18T07:21:05.372888+00:00
Thomas Stephens,Thomas,Stephens,stephensthomas@realty.com,(210) 764-7661,Compass,Pomona,CA,6,14,10208226,CA710769,CA,3.9,89,B,realtor_scraper,2026-06-18T07:21:05.274202+00:00
Kelly Moore,Kelly,Moore,kelly.moore@bhhs.com,(830) 718-1453,Intero Real Estate,Elgin,IL,4,16,4745136,IL889390,IL,4.6,86,B,realtor_scraper,2026-06-18T07:21:05.371116+00:00
Beverly Fernandez,Beverly,Fernandez,beverlyfernandez@nextdoor.com,(234) 780-8116,Baird & Warner,Elgin,IL,5,12,4653324,IL743003,IL,4.4,85,B,realtor_scraper,2026-06-18T07:21:05.275740+00:00
Joan Kelly,Joan,Kelly,joankelly@exp.com,(564) 243-4812,Pulte Homes,Lancaster,CA,5,15,5967060,CA414288,CA,4.9,88,B,realtor_scraper,2026-06-18T07:21:05.373252+00:00
Gerald Nichols,Gerald,Nichols,nicholsgerald@sothebysrealty.com,(609) 381-3558,NVR Homes,Charlotte,NC,11,14,5765662,NC339897,NC,4.4,99,A,realtor_scraper,2026-06-18T07:21:05.273210+00:00
Billy Johnson,Billy,Johnson,bjohnson@trulia.com,(650) 749-3896,Movoto,Glendale,AZ,8,32,12925888,AZ867256,AZ,3.2,96,A,realtor_scraper,2026-06-18T07:21:05.172980+00:00
Maria Cooper,Maria,Cooper,coopermaria@trulia.com,(217) 701-9783,Trulia,Clovis,CA,1,10,3938290,CA373651,CA,3.7,72,C,realtor_scraper,2026-06-18T07:21:05.375892+00:00
Abigail Daniels,Abigail,Daniels,abigaild@hotmail.com,(207) 674-7042,Lennar,Austin,TX,7,20,10877360,TX756519,TX,3.1,94,A,realtor_scraper,2026-06-18T07:21:05.272843+00:00
Jack Murray,Jack,Murray,jmurray@nextdoor.com,(240) 242-3381,Engel & Volkers,Clarksville,TN,8,14,9326394,TN624340,TN,4.6,93,B,realtor_scraper,2026-06-18T07:21:05.373785+00:00
Austin Jordan,Austin,Jordan,austinj@icloud.com,(858) 741-7731,Homes.com,Irvine,CA,2,10,4775960,CA292518,CA,4.8,77,B,realtor_scraper,2026-06-18T07:21:05.275191+00:00
Debra Chavez,Debra,Chavez,chavezdebra@sothebysrealty.com,(660) 680-3456,Re/Max,Fort Wayne,IN,15,23,9600453,IN866129,IN,4.8,100,A,realtor_scraper,2026-06-18T07:21:05.176133+00:00
Emma Lewis,Emma,Lewis,emmalewis@redfin.com,(830) 419-7611,Taylor Morrison,Winston-Salem,NC,7,29,17310999,NC495619,NC,4.0,92,B,realtor_scraper,2026-06-18T07:21:05.273359+00:00
Martha Powell,Martha,Powell,marthapowell@hotmail.com,(920) 212-4153,Realty ONE Group,Independence,MO,6,12,7687164,MO756470,MO,3.1,84,C,realtor_scraper,2026-06-18T07:21:05.375560+00:00
Janet King,Janet,King,janetk@realty.com,(620) 893-8352,Realty ONE Group,Newark,NJ,3,19,11050590,NJ273288,NJ,3.8,86,A,realtor_scraper,2026-06-18T07:21:05.173385+00:00
Katherine Munoz,Katherine,Munoz,munozkatherine@agent.com,(539) 291-4759,Meritage Homes,Modesto,CA,2,2,744772,CA517674,CA,3.7,69,B,realtor_scraper,2026-06-18T07:21:05.370257+00:00
Russell Phillips,Russell,Phillips,rphillips@yahoo.com,(212) 412-5720,Newmark Grubb Knight Frank,Savannah,GA,5,15,6227280,GA431079,GA,4.5,88,B,realtor_scraper,2026-06-18T07:21:05.372501+00:00
Cheryl Patterson,Cheryl,Patterson,cherylp@homes.com,(805) 911-7442,Weichert Realtors,Des Moines,IA,9,19,8398399,IA824762,IA,4.4,96,B,realtor_scraper,2026-06-18T07:21:05.372370+00:00
Lisa Hughes,Lisa,Hughes,lhughes@realtor.com,(337) 702-8940,Better Homes and Gardens Real Estate,Akron,OH,2,10,3206560,OH514243,OH,3.9,77,B,realtor_scraper,2026-06-18T07:21:05.372488+00:00
Marcus Stone,Marcus,Stone,marcus.stone@bhhs.com,(507) 665-8263,J.P. Morgan Real Estate,Las Cruces,NM,0,1,431369,NM401756,NM,4.5,61,C,realtor_scraper,2026-06-18T07:21:05.375038+00:00
Matthew Rice,Matthew,Rice,ricematthew@realtyonegroup.com,(208) 786-1508,ERA Real Estate,Greensboro,NC,7,34,16276752,NC472745,NC,3.6,94,A,realtor_scraper,2026-06-18T07:21:05.175980+00:00
Logan Foster,Logan,Foster,lfoster@yahoo.com,(254) 955-7039,NVR Homes,Odessa,TX,2,5,1288325,TX532170,TX,4.0,69,C,realtor_scraper,2026-06-18T07:21:05.377421+00:00
Danielle Kelly,Danielle,Kelly,daniellekelly@exp.com,(901) 985-6672,Berkshire Hathaway HomeServices,Washington,DC,3,13,4352738,DC385851,DC,3.3,84,A,realtor_scraper,2026-06-18T07:21:05.174654+00:00
Douglas King,Douglas,King,douglas.king@trulia.com,(850) 642-7609,Equity Residential,Pueblo,CO,1,8,3679600,CO259295,CO,4.7,70,C,realtor_scraper,2026-06-18T07:21:05.377149+00:00
Corey Tran,Corey,Tran,coreyt@trulia.com,(507) 195-4372,D.R. Horton,Fayetteville,NC,14,17,11055627,NC596056,NC,3.5,98,B,realtor_scraper,2026-06-18T07:21:05.373179+00:00
Denise Wilson,Denise,Wilson,wilsondenise@zillow.com,(201) 407-3217,CBRE,Montgomery,AL,6,29,22421727,AL130004,AL,4.4,90,B,realtor_scraper,2026-06-18T07:21:05.373043+00:00
Jonathan Spencer,Jonathan,Spencer,jonathanspencer@icloud.com,(307) 474-6157,Colliers International,San Diego,CA,10,12,6440724,CA159032,CA,3.3,97,A,realtor_scraper,2026-06-18T07:21:05.271754+00:00
Lauren Lee,Lauren,Lee,laurenlee@kw.com,(502) 459-7812,HomeSmart,Saint Paul,MN,1,1,449238,MN576664,MN,5.0,68,A,realtor_scraper,2026-06-18T07:21:05.271451+00:00
Elizabeth Mitchell,Elizabeth,Mitchell,elizabethm@nextdoor.com,(803) 358-1655,Pulte Homes,Mesa,AZ,3,14,6151152,AZ920105,AZ,3.2,85,A,realtor_scraper,2026-06-18T07:21:05.175036+00:00
Beverly Alvarez,Beverly,Alvarez,beverlyalvarez@century21.com,(225) 876-9951,Dickson Realty,Richmond,VA,11,35,25513845,VA521318,VA,3.3,98,B,realtor_scraper,2026-06-18T07:21:05.274469+00:00
Christina Hill,Christina,Hill,christina.hill@realtor.com,(307) 598-4877,Century 21,St. Petersburg,FL,10,27,14315211,FL239172,FL,4.6,100,A,realtor_scraper,2026-06-18T07:21:05.176059+00:00
Louis Smith,Louis,Smith,louis.smith@sothebysrealty.com,(906) 410-2720,Compass,Sunnyvale,CA,7,17,5566259,CA27283,CA,3.3,92,B,realtor_scraper,2026-06-18T07:21:05.370143+00:00
Gloria Harrison,Gloria,Harrison,gloriaharrison@yahoo.com,(909) 558-3983,eXp Realty,Orlando,FL,8,23,18153808,FL403111,FL,3.3,96,A,realtor_scraper,2026-06-18T07:21:05.272250+00:00
Barbara Rose,Barbara,Rose,rosebarbara@coldwellbanker.com,(551) 562-5847,David Weekley Homes,Fort Lauderdale,FL,0,3,966597,FL820077,FL,3.4,66,B,realtor_scraper,2026-06-18T07:21:05.273445+00:00
Henry Hicks,Henry,Hicks,hickshenry@realtyonegroup.com,(202) 735-7386,Redfin,Arvada,CO,1,4,1420508,CO280941,CO,3.1,66,C,realtor_scraper,2026-06-18T07:21:05.470390+00:00
Bobby Mendoza,Bobby,Mendoza,mendozabobby@agent.com,(404) 667-9571,Real Living,Tampa,FL,3,19,7106741,FL512349,FL,3.5,86,A,realtor_scraper,2026-06-18T07:21:05.172404+00:00
Olivia Olson,Olivia,Olson,olsonolivia@yahoo.com,(208) 985-8110,Movoto,Irvine,CA,12,24,8083008,CA426911,CA,3.4,100,A,realtor_scraper,2026-06-18T07:21:05.174522+00:00
Jason Reed,Jason,Reed,jasonr@nextdoor.com,(951) 867-4344,Zillow Premier Agent,Nampa,ID,3,15,4264920,ID153251,ID,4.1,81,C,realtor_scraper,2026-06-18T07:21:05.375266+00:00
Diana Patterson,Diana,Patterson,dianapatterson@century21.com,(606) 755-1603,Lennar,Fayetteville,NC,7,22,12795970,NC844577,NC,4.6,92,B,realtor_scraper,2026-06-18T07:21:05.373360+00:00
Anna Ramirez,Anna,Ramirez,ramirezanna@gmail.com,(754) 746-6389,Howard Hanna Real Estate,Cape Coral,FL,7,9,6116175,FL155274,FL,3.1,86,B,realtor_scraper,2026-06-18T07:21:05.275762+00:00
Vincent Freeman,Vincent,Freeman,vincentf@sothebysrealty.com,(207) 872-3772,Realty World,Springfield,MO,5,19,9806717,MO591222,MO,3.3,88,B,realtor_scraper,2026-06-18T07:21:05.274247+00:00
Christopher Tucker,Christopher,Tucker,christophert@redfin.com,(385) 765-5208,Movoto,Washington,DC,11,19,11415010,DC123722,DC,4.9,100,A,realtor_scraper,2026-06-18T07:21:05.174781+00:00
Madison Ramirez,Madison,Ramirez,madisonramirez@redfin.com,(630) 101-2796,Taylor Morrison,Charleston,SC,1,8,3620136,SC122797,SC,4.6,73,B,realtor_scraper,2026-06-18T07:21:05.275960+00:00
Abigail Reed,Abigail,Reed,abigailr@outlook.com,(731) 488-6875,Re/Max,Atlanta,GA,12,11,3622201,GA140039,GA,3.9,96,A,realtor_scraper,2026-06-18T07:21:05.271785+00:00
Jeremy Spencer,Jeremy,Spencer,spencerjeremy@agent.com,(615) 810-3160,CBRE,Albuquerque,NM,13,30,13670460,NM360919,NM,5.0,100,A,realtor_scraper,2026-06-18T07:21:05.272273+00:00
Diane Bennett,Diane,Bennett,dianeb@outlook.com,(479) 963-8526,Beazer Homes,Sacramento,CA,12,16,10309168,CA304104,CA,3.3,100,A,realtor_scraper,2026-06-18T07:21:05.272651+00:00
Lisa Silva,Lisa,Silva,lisas@kw.com,(541) 855-6450,Intero Real Estate,Santa Ana,CA,9,17,9245501,CA683018,CA,3.7,98,A,realtor_scraper,2026-06-18T07:21:05.176215+00:00
Abigail Grant,Abigail,Grant,agrant@realty.com,(504) 496-8117,Engel & Volkers,Sugar Land,TX,1,9,2235582,TX835903,TX,4.4,71,C,realtor_scraper,2026-06-18T07:21:05.377592+00:00
Jason Davis,Jason,Davis,jasondavis@gmail.com,(229) 439-6376,Perry Homes,Alexandria,VA,6,29,17201437,VA618450,VA,4.5,90,B,realtor_scraper,2026-06-18T07:21:05.275772+00:00
Joyce Hughes,Joyce,Hughes,joycehughes@broker.com,(870) 498-3958,CBRE,Roseville,CA,2,7,1948191,CA875452,CA,4.4,71,C,realtor_scraper,2026-06-18T07:21:05.374997+00:00
Charles King,Charles,King,charlesk@agent.com,(503) 573-2713,Taylor Morrison,Broken Arrow,OK,9,22,9421610,OK239296,OK,4.3,93,C,realtor_scraper,2026-06-18T07:21:05.375082+00:00
Janice Spencer,Janice,Spencer,janicespencer@compass.com,(651) 569-5382,Redfin Partner,Arvada,CO,3,20,9962980,CO335369,CO,4.7,81,C,realtor_scraper,2026-06-18T07:21:05.376978+00:00
Kyle Brooks,Kyle,Brooks,kylebrooks@realtor.com,(857) 589-6851,eXp Realty,Brockton,MA,0,2,468808,MA556991,MA,3.6,62,C,realtor_scraper,2026-06-18T07:21:05.375811+00:00
Jeffrey Ramirez,Jeffrey,Ramirez,jramirez@yahoo.com,(309) 168-2841,Village Real Estate,Amarillo,TX,0,1,368446,TX191832,TX,3.0,64,B,realtor_scraper,2026-06-18T07:21:05.274235+00:00
