full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Denise Alvarez,Denise,Alvarez,alvarezdenise@gmail.com,(317) 123-2655,Realty ONE Group,Boise,ID,6,21,15541155,ID852670,ID,4.3,90,B,realtor_scraper,2026-05-08T07:04:24.319178+00:00
Steven Jackson,Steven,Jackson,steven.jackson@realty.com,(559) 736-2842,Intero Real Estate,Chicago,IL,2,6,2837802,IL896573,IL,4.0,75,A,realtor_scraper,2026-05-08T07:04:24.308378+00:00
Lauren Morales,Lauren,Morales,moraleslauren@bhhs.com,(386) 623-8991,Compass,Huntsville,AL,4,18,10047852,AL514502,AL,4.8,86,B,realtor_scraper,2026-05-08T07:04:24.320146+00:00
Brandon Guzman,Brandon,Guzman,bguzman@kw.com,(630) 254-7784,J.P. Morgan Real Estate,Ann Arbor,MI,1,1,388484,MI130710,MI,4.3,63,C,realtor_scraper,2026-05-08T07:04:24.325158+00:00
Amber Hunter,Amber,Hunter,amberh@sothebysrealty.com,(959) 354-2795,Better Homes and Gardens Real Estate,Richardson,TX,10,31,16804356,TX80503,TX,3.1,95,C,realtor_scraper,2026-05-08T07:04:24.325635+00:00
Hannah Payne,Hannah,Payne,hannahpayne@realtor.com,(202) 542-5677,NextHome,Winston-Salem,NC,4,19,9794671,NC438431,NC,3.0,86,B,realtor_scraper,2026-05-08T07:04:24.322014+00:00
Bobby Woods,Bobby,Woods,woodsbobby@realtyonegroup.com,(717) 191-3066,Better Homes and Gardens Real Estate,Rockford,IL,5,20,9979400,IL840904,IL,4.8,88,B,realtor_scraper,2026-05-08T07:04:24.318715+00:00
Frances Butler,Frances,Butler,fbutler@outlook.com,(646) 127-8723,Lyon Real Estate,Norfolk,VA,14,11,8321709,VA529184,VA,3.9,96,A,realtor_scraper,2026-05-08T07:04:24.307668+00:00
Alan Holmes,Alan,Holmes,alan.holmes@compass.com,(361) 986-5931,Lyon Real Estate,Lafayette,LA,1,6,2121996,LA662883,LA,4.3,71,B,realtor_scraper,2026-05-08T07:04:24.321879+00:00
Jennifer James,Jennifer,James,jjames@nextdoor.com,(252) 615-2699,Better Homes and Gardens Real Estate,Newark,NJ,6,18,11673774,NJ481898,NJ,4.0,92,A,realtor_scraper,2026-05-08T07:04:24.307925+00:00
