id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260908-00001,Betty Smith,Betty Smith,Betty,Smith,bettysmith@icloud.com,(303) 227-1995,RE/MAX,RE/MAX,Tucson,Tucson,AZ,85578,2,3,3,1300485,4.5,A,98,Realtor.com,Independent,2026-09-08T17:35:36Z
CREAM-20260908-00002,Debra Jenkins,Debra Jenkins,Debra,Jenkins,debrajenkins@me.com,(713) 439-2315,Keller Williams Realty,Keller Williams Realty,Orlando,Orlando,FL,32341,3,11,11,5496034,4.9,A,67,Facebook,Boutique (2-10 agents),2026-09-08T04:51:10Z
CREAM-20260908-00003,Rebecca Carter,Rebecca Carter,Rebecca,Carter,rebeccacarter@outlook.com,(407) 251-2346,Coldwell Banker,Coldwell Banker,Raleigh,Raleigh,NC,27577,9,15,15,5028432,4.1,A,90,Website Lead,Mid-size (11-50 agents),2026-09-08T16:59:02Z
CREAM-20260908-00004,Shirley Howard,Shirley Howard,Shirley,Howard,shirley_howard@icloud.com,(602) 690-6641,8z Real Estate,8z Real Estate,Colorado Springs,Colorado Springs,CO,80943,20,25,25,10604979,3.7,A,80,MLS Database,Enterprise (200+ agents),2026-09-08T23:59:02Z
CREAM-20260908-00005,Robert Chavez,Robert Chavez,Robert,Chavez,robert_chavez@aol.com,(713) 208-5047,Berkshire Hathaway,Berkshire Hathaway,Cleveland,Cleveland,OH,44817,4,9,9,2544091,4.1,A,67,NAR Directory,Enterprise (200+ agents),2026-09-08T10:41:49Z
CREAM-20260908-00006,Theresa Williams,Theresa Williams,Theresa,Williams,twilliams@icloud.com,(305) 840-2366,Compass,Compass,Aurora,Aurora,CO,81835,17,59,59,32589021,4.8,A,96,Website Lead,Mid-size (11-50 agents),2026-09-08T07:49:31Z
CREAM-20260908-00007,Dennis Powell,Dennis Powell,Dennis,Powell,dpowell@hotmail.com,(512) 999-9740,Berkshire Hathaway,Berkshire Hathaway,Phoenix,Phoenix,AZ,85943,5,10,10,4688277,3.1,A,60,LinkedIn,Independent,2026-09-08T10:58:53Z
CREAM-20260908-00008,Aaron Campbell,Aaron Campbell,Aaron,Campbell,aaron.campbell@re/max.com,(919) 227-8743,RE/MAX,RE/MAX,San Diego,San Diego,CA,95118,16,25,25,24656341,4.0,A,84,Realtor.com,Independent,2026-09-08T00:14:38Z
CREAM-20260908-00009,Thomas Wright,Thomas Wright,Thomas,Wright,thomasw@cutlerrealestate.com,(980) 594-9189,Cutler Real Estate,Cutler Real Estate,Columbus,Columbus,OH,44608,3,10,10,3127414,3.1,A,100,Referral Network,Independent,2026-09-08T19:44:11Z
CREAM-20260908-00010,Patricia Hill,Patricia Hill,Patricia,Hill,patricia.hill@berkshirehathaway.com,(602) 972-5197,Berkshire Hathaway,Berkshire Hathaway,St. Petersburg,St. Petersburg,FL,32122,2,12,12,6083948,3.4,A,82,Brokerage Listings,Large (51-200 agents),2026-09-08T13:23:04Z
CREAM-20260908-00011,Debra Alvarez,Debra Alvarez,Debra,Alvarez,dalvarez@douglaselliman.com,(469) 462-4928,Douglas Elliman,Douglas Elliman,St. Petersburg,St. Petersburg,FL,33691,4,14,14,5264181,4.2,A,63,Cold Outreach,Large (51-200 agents),2026-09-08T19:46:43Z
CREAM-20260908-00012,Edward Edwards,Edward Edwards,Edward,Edwards,edwarde@me.com,(305) 944-4603,Keller Williams,Keller Williams,Aurora,Aurora,CO,80864,15,26,26,16226302,3.8,A,98,Trade Show,Boutique (2-10 agents),2026-09-08T06:38:10Z
CREAM-20260908-00013,Jack Nguyen,Jack Nguyen,Jack,Nguyen,jack_nguyen@yahoo.com,(704) 210-5132,Keller Williams Realty,Keller Williams Realty,San Francisco,San Francisco,CA,92594,3,16,16,13234010,3.7,A,83,NAR Directory,Mid-size (11-50 agents),2026-09-08T13:55:08Z
CREAM-20260908-00014,Jerry Morris,Jerry Morris,Jerry,Morris,jerry_morris@gmail.com,(334) 996-4194,Keller Williams Realty,Keller Williams Realty,Miami,Miami,FL,33278,10,26,26,8266435,4.5,A,99,Realtor.com,Independent,2026-09-08T08:49:09Z
CREAM-20260908-00015,Charles Foster,Charles Foster,Charles,Foster,charles.foster@icloud.com,(212) 264-5927,eXp Realty,eXp Realty,Greensboro,Greensboro,NC,27290,2,7,7,2527739,3.2,A,60,Trade Show,Boutique (2-10 agents),2026-09-08T22:16:07Z
CREAM-20260908-00016,Jeffrey Richardson,Jeffrey Richardson,Jeffrey,Richardson,jeffreyr@hotmail.com,(972) 795-6688,Century 21,Century 21,Orlando,Orlando,FL,34414,3,16,16,7741256,4.3,A,94,Referral Network,Large (51-200 agents),2026-09-08T08:52:25Z
CREAM-20260908-00017,Betty Ortiz,Betty Ortiz,Betty,Ortiz,betty_ortiz@icloud.com,(718) 591-2095,Berkshire Hathaway,Berkshire Hathaway,Jacksonville,Jacksonville,FL,34101,2,4,4,1634624,4.3,A,91,MLS Database,Mid-size (11-50 agents),2026-09-08T00:29:17Z
CREAM-20260908-00018,Amber Powell,Amber Powell,Amber,Powell,amber.powell@hotmail.com,(469) 201-9098,Huntington Real Estate,Huntington Real Estate,Cincinnati,Cincinnati,OH,44814,19,33,33,8985387,4.6,A,76,LinkedIn,Boutique (2-10 agents),2026-09-08T22:43:40Z
CREAM-20260908-00019,Benjamin Wilson,Benjamin Wilson,Benjamin,Wilson,benjamin.wilson@exprealty.com,(469) 844-4220,eXp Realty,eXp Realty,Mesa,Mesa,AZ,86777,21,37,37,19143451,3.3,A,66,Referral Network,Boutique (2-10 agents),2026-09-08T19:49:03Z
CREAM-20260908-00020,Elizabeth Thompson,Elizabeth Thompson,Elizabeth,Thompson,elizabetht@hotmail.com,(714) 319-6742,Douglas Elliman,Douglas Elliman,New York City,New York City,NY,10348,2,10,10,6869462,3.3,A,90,Cold Outreach,Enterprise (200+ agents),2026-09-08T22:39:40Z
CREAM-20260908-00021,Danielle Young,Danielle Young,Danielle,Young,danielleyoung@gmail.com,(916) 839-5817,Coldwell Banker,Coldwell Banker,San Antonio,San Antonio,TX,77298,12,52,52,17122236,3.6,A,70,Cold Outreach,Boutique (2-10 agents),2026-09-08T20:09:51Z
CREAM-20260908-00022,Carol Jenkins,Carol Jenkins,Carol,Jenkins,carol.jenkins@gmail.com,(786) 626-7765,8z Real Estate,8z Real Estate,Denver,Denver,CO,81996,24,72,72,30169982,3.5,A,61,Referral Network,Large (51-200 agents),2026-09-08T03:39:17Z
CREAM-20260908-00023,Brian Collins,Brian Collins,Brian,Collins,bcollins@icloud.com,(718) 297-6381,Russell Lyon Sotheby's,Russell Lyon Sotheby's,Phoenix,Phoenix,AZ,86298,2,8,8,3459819,3.8,A,99,Referral Network,Enterprise (200+ agents),2026-09-08T15:29:49Z
CREAM-20260908-00024,Ruth Gray,Ruth Gray,Ruth,Gray,ruth.gray@icloud.com,(614) 327-3993,Pacific Sotheby's,Pacific Sotheby's,Los Angeles,Los Angeles,CA,92654,2,5,5,5032088,4.2,A,97,Referral Network,Independent,2026-09-08T01:25:50Z
CREAM-20260908-00025,Dorothy Chavez,Dorothy Chavez,Dorothy,Chavez,dorothy.chavez@gmail.com,(310) 677-8324,Howard Hanna,Howard Hanna,Raleigh,Raleigh,NC,28186,25,58,58,14985213,4.8,A,82,NAR Directory,Large (51-200 agents),2026-09-08T07:31:15Z
CREAM-20260908-00026,Deborah Cox,Deborah Cox,Deborah,Cox,deborahc@exprealty.com,(212) 260-4509,eXp Realty,eXp Realty,Raleigh,Raleigh,NC,28755,2,8,8,2974709,3.3,A,69,Website Lead,Boutique (2-10 agents),2026-09-08T07:33:15Z
CREAM-20260908-00027,Linda Evans,Linda Evans,Linda,Evans,lindae@yahoo.com,(214) 553-8332,Douglas Elliman,Douglas Elliman,San Antonio,San Antonio,TX,79896,7,35,35,11738254,3.6,A,62,Trade Show,Mid-size (11-50 agents),2026-09-08T15:03:51Z
CREAM-20260908-00028,Lauren Castillo,Lauren Castillo,Lauren,Castillo,lcastillo@outlook.com,(214) 563-1231,eXp Realty,eXp Realty,Miami,Miami,FL,33191,22,36,36,17045241,3.7,A,98,Website Lead,Large (51-200 agents),2026-09-08T21:35:26Z
CREAM-20260908-00029,Timothy Gray,Timothy Gray,Timothy,Gray,timothygray@yahoo.com,(916) 461-9488,Compass,Compass,Tampa,Tampa,FL,32626,14,37,37,16308131,3.7,A,61,NAR Directory,Large (51-200 agents),2026-09-08T10:20:27Z
CREAM-20260908-00030,Sandra Kim,Sandra Kim,Sandra,Kim,sandrakim@me.com,(704) 557-3709,Coldwell Banker,Coldwell Banker,Phoenix,Phoenix,AZ,86775,10,75,75,30216530,3.1,A,100,Realtor.com,Enterprise (200+ agents),2026-09-08T00:36:17Z
CREAM-20260908-00031,Peter Rivera,Peter Rivera,Peter,Rivera,privera@gmail.com,(334) 578-6602,Keller Williams,Keller Williams,Greensboro,Greensboro,NC,28118,17,46,46,14416084,4.0,A,62,NAR Directory,Independent,2026-09-08T17:23:13Z
CREAM-20260908-00032,Melissa Ruiz,Melissa Ruiz,Melissa,Ruiz,melissar@kellerwilliams.com,(303) 342-8521,Keller Williams,Keller Williams,Cincinnati,Cincinnati,OH,45117,18,26,26,5625595,3.1,A,90,Referral Network,Independent,2026-09-08T05:59:06Z
CREAM-20260908-00033,Eugene Brooks,Eugene Brooks,Eugene,Brooks,eugene_brooks@icloud.com,(916) 220-5615,Berkshire Hathaway,Berkshire Hathaway,Jacksonville,Jacksonville,FL,34644,16,39,39,15937896,3.1,A,92,Realtor.com,Large (51-200 agents),2026-09-08T02:43:33Z
CREAM-20260908-00034,Thomas Torres,Thomas Torres,Thomas,Torres,thomastorres@me.com,(929) 537-1882,Douglas Elliman,Douglas Elliman,Staten Island,Staten Island,NY,12900,5,9,9,4789751,4.1,A,87,Cold Outreach,Boutique (2-10 agents),2026-09-08T09:27:47Z
CREAM-20260908-00035,Arthur Robinson,Arthur Robinson,Arthur,Robinson,arthur.robinson@re/max.com,(972) 912-4951,RE/MAX,RE/MAX,Cincinnati,Cincinnati,OH,44928,18,59,59,18360246,4.5,A,78,Cold Outreach,Independent,2026-09-08T04:26:57Z
CREAM-20260908-00036,Diane Sullivan,Diane Sullivan,Diane,Sullivan,dsullivan@aol.com,(303) 887-9507,Coldwell Banker,Coldwell Banker,Mesa,Mesa,AZ,85516,21,25,25,12667403,3.1,A,92,Facebook,Large (51-200 agents),2026-09-08T18:54:51Z
CREAM-20260908-00037,Mark Sullivan,Mark Sullivan,Mark,Sullivan,marks@coldwellbanker.com,(713) 217-1813,Coldwell Banker,Coldwell Banker,Greensboro,Greensboro,NC,28778,4,17,17,6012396,4.9,A,89,Trade Show,Enterprise (200+ agents),2026-09-08T10:23:37Z
CREAM-20260908-00038,Jennifer Reed,Jennifer Reed,Jennifer,Reed,jennifer.reed@briggsfreemansothebys.com,(614) 961-7258,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,El Paso,El Paso,TX,75313,8,24,24,10078613,4.6,A,83,Facebook,Boutique (2-10 agents),2026-09-08T00:10:03Z
CREAM-20260908-00039,Ryan Williams,Ryan Williams,Ryan,Williams,rwilliams@exprealty.com,(212) 910-2423,eXp Realty,eXp Realty,Mesa,Mesa,AZ,85693,0,4,4,1660078,3.9,A,65,Facebook,Enterprise (200+ agents),2026-09-08T22:32:10Z
CREAM-20260908-00040,Deborah Cox,Deborah Cox,Deborah,Cox,deborah.cox@exprealty.com,(404) 795-9828,eXp Realty,eXp Realty,Long Beach,Long Beach,CA,94409,3,9,9,8329685,4.7,A,75,MLS Database,Enterprise (200+ agents),2026-09-08T23:34:24Z
