id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260702-00001,Kelly Baker,kbaker@yahoo.com,(208) 342-4915,Better Homes & Gardens,Houston,TX,78606,12,48,A,80,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00002,Benjamin Jackson,benjamin.jackson@outlook.com,(808) 246-6826,Better Homes & Gardens,Columbus,OH,45428,4,19,A,59,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00003,Carol Hill,carol53@yahoo.com,(815) 241-9687,Engel & Völkers,Goodyear,AZ,85318,4,24,C,49,Trade Show,2026-07-02T06:23:00Z
CREAM-20260702-00004,Kenneth Wilson,kennethw@yahoo.com,(864) 551-6607,Coldwell Banker,Greensboro,NC,27375,14,54,A,74,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00005,Megan Thompson,mthompson@aol.com,(970) 603-7972,Better Homes & Gardens,Syracuse,NY,14875,2,13,A,70,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00006,Judy Kim,judyk@hotmail.com,(762) 900-7883,HomeSmart,Vancouver,WA,99608,4,29,A,69,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00007,Patrick Carter,patrick.carter@outlook.com,(534) 215-8737,RE/MAX,Utica,NY,14444,2,4,B,44,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00008,Keith Wright,kwright@aol.com,(253) 671-9829,Engel & Völkers,Centennial,CO,81329,1,8,B,55,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00009,Julie Miller,jmiller@yahoo.com,(504) 307-3742,Berkshire Hathaway,Winston-Salem,NC,28407,10,37,A,76,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00010,David Jenkins,davidj@gmail.com,(936) 927-4732,Realty One Group,Pembroke Pines,FL,32523,3,30,C,37,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00011,Terry Collins,terry.collins@realtor.com,(304) 791-5791,eXp Realty,Peoria,AZ,86995,6,58,B,68,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00012,Janice Foster,foster.j@gmail.com,(458) 695-1870,Local Broker,Troy,NY,14998,3,15,C,46,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00013,Emily Brown,emily20@outlook.com,(442) 207-6162,Engel & Völkers,Mesa,AZ,86935,3,20,A,71,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00014,Keith Perez,kperez@outlook.com,(574) 921-8174,Sotheby's International,Middletown,OH,43714,1,4,C,39,Trade Show,2026-07-02T06:23:00Z
CREAM-20260702-00015,Michael Brown,michaelb@aol.com,(831) 497-3835,Realty One Group,Peoria,AZ,85330,3,27,B,55,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00016,Deborah Campbell,campbell.d@hotmail.com,(734) 651-9083,HomeSmart,Fayetteville,NC,28945,0,7,B,59,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00017,Rebecca Carter,rebeccac@realtor.com,(206) 992-3261,eXp Realty,Los Angeles,CA,95844,5,28,A,75,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00018,Joyce Roberts,jroberts@outlook.com,(601) 311-1172,Better Homes & Gardens,Houston,TX,88387,4,10,A,68,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00019,Jeffrey Carter,carter.j@yahoo.com,(580) 462-5187,Century 21,Corpus Christi,TX,79349,5,22,B,55,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00020,Paul Flores,flores.p@aol.com,(480) 911-9355,Sotheby's International,Spokane,WA,99588,12,38,A,71,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00021,Scott Adams,scott20@gmail.com,(785) 466-4260,Keller Williams,Anaheim,CA,90200,2,13,B,46,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00022,Linda Adams,adams.l@gmail.com,(847) 911-2980,Keller Williams,Mesa,AZ,86686,9,51,A,69,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00023,Sara Edwards,edwards.s@aol.com,(512) 675-3971,ERA,Flagstaff,AZ,85751,10,60,C,53,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00024,Kimberly Henderson,kimberly.henderson@hotmail.com,(575) 294-7366,Independent,Hamilton,OH,43635,9,38,C,46,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00025,Jonathan Kelly,jkelly@hotmail.com,(458) 619-1585,Coldwell Banker,Yonkers,NY,13504,4,12,B,45,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00026,Henry Brown,henry.brown@outlook.com,(270) 538-8550,RE/MAX,Dallas,TX,79645,10,48,A,76,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00027,Brian Thompson,thompson.b@yahoo.com,(971) 934-5035,Berkshire Hathaway,Gastonia,NC,28354,4,25,C,50,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00028,Victoria Kelly,victoria49@outlook.com,(920) 382-4682,Coldwell Banker,Columbus,OH,45427,12,41,A,77,Social Media,2026-07-02T06:23:00Z
CREAM-20260702-00029,Sean Jackson,sjackson@aol.com,(432) 447-9524,Local Broker,New Rochelle,NY,10235,6,43,B,71,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00030,Emily Kelly,emilyk@yahoo.com,(660) 779-4942,Better Homes & Gardens,Albany,NY,13511,29,55,A,65,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00031,Olivia Diaz,olivia49@aol.com,(941) 653-4507,HomeSmart,Yakima,WA,99426,11,25,C,53,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00032,Christina Rogers,christinar@yahoo.com,(980) 545-9972,Realty One Group,Winston-Salem,NC,27488,1,9,A,67,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00033,Bruce Cook,bruce.cook@aol.com,(730) 471-4177,HomeSmart,Orlando,FL,34733,14,49,A,66,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00034,Brian Morales,bmorales@yahoo.com,(331) 761-8943,Independent,Athens,GA,39730,3,25,A,67,Social Media,2026-07-02T06:23:00Z
CREAM-20260702-00035,Betty Jackson,betty.jackson@yahoo.com,(828) 566-1196,RE/MAX,Denver,CO,80671,8,36,A,82,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00036,Noah Gray,noah1@outlook.com,(260) 498-7642,Realty One Group,Athens,GA,30439,7,47,A,66,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00037,Joe Sullivan,joe32@realtor.com,(816) 654-2035,Better Homes & Gardens,Miami,FL,32422,6,55,A,85,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00038,Ruth Reyes,rreyes@yahoo.com,(380) 325-1508,Keller Williams,Loveland,CO,81545,12,55,C,55,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00039,Samantha King,samanthak@hotmail.com,(747) 814-3783,RE/MAX,Aurora,CO,80565,4,13,A,62,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00040,Patricia Thompson,patricia.thompson@outlook.com,(510) 897-7461,Better Homes & Gardens,Westminster,CO,81805,7,25,B,61,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00041,Sara Brown,brown.s@aol.com,(865) 626-3438,Compass,Centennial,CO,81330,9,23,B,58,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00042,Edward Mendoza,emendoza@hotmail.com,(443) 383-7904,HomeSmart,Buffalo,NY,11665,0,10,A,67,Trade Show,2026-07-02T06:23:00Z
CREAM-20260702-00043,Andrew Rodriguez,andrewr@yahoo.com,(443) 665-9722,Independent,Buffalo,NY,14477,15,29,A,80,Realtor.com,2026-07-02T06:23:00Z
CREAM-20260702-00044,Alice Evans,evans.a@hotmail.com,(760) 514-9336,Local Broker,Mount Vernon,NY,12702,10,21,B,71,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00045,Gloria Morris,gloriam@hotmail.com,(701) 260-2441,Berkshire Hathaway,Yonkers,NY,13505,6,58,B,62,Cold Call,2026-07-02T06:23:00Z
CREAM-20260702-00046,Jack Long,jackl@yahoo.com,(769) 846-9929,Better Homes & Gardens,Columbus,OH,43891,6,30,A,81,Trade Show,2026-07-02T06:23:00Z
CREAM-20260702-00047,Sandra Smith,ssmith@hotmail.com,(336) 815-3314,Sotheby's International,El Paso,TX,76719,3,28,B,45,Social Media,2026-07-02T06:23:00Z
CREAM-20260702-00048,Brandon King,king.b@hotmail.com,(414) 951-8572,Coldwell Banker,Kennewick,WA,99116,14,28,C,59,Trade Show,2026-07-02T06:23:00Z
CREAM-20260702-00049,Joyce Alvarez,joyce.alvarez@outlook.com,(951) 425-7014,Keller Williams,Lakewood,CO,81662,9,34,B,61,Trade Show,2026-07-02T06:23:00Z
CREAM-20260702-00050,Timothy Kim,kim.t@gmail.com,(989) 924-2614,ERA,Seattle,WA,99770,13,50,A,67,MLS Database,2026-07-02T06:23:00Z
CREAM-20260702-00051,Evelyn Price,evelyn44@outlook.com,(228) 438-1106,Local Broker,Albany,NY,13309,0,5,A,50,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00052,Alice Brown,alice.brown@hotmail.com,(339) 876-5121,Keller Williams,Bellingham,WA,98185,4,22,C,39,Referral,2026-07-02T06:23:00Z
CREAM-20260702-00053,Amanda Alvarez,amanda82@realtor.com,(551) 427-2988,Realty One Group,High Point,NC,27712,3,21,B,64,Website Lead,2026-07-02T06:23:00Z
CREAM-20260702-00054,Catherine Phillips,phillips.c@yahoo.com,(646) 823-8594,Berkshire Hathaway,Greensboro,NC,27669,15,22,A,84,Social Media,2026-07-02T06:23:00Z
CREAM-20260702-00055,Helen Walker,walker.h@gmail.com,(660) 805-7626,HomeSmart,Albany,GA,39234,6,56,B,73,Social Media,2026-07-02T06:23:00Z
