id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260701-00001,Ronald Evans,revans@yahoo.com,(512) 579-5095,Coldwell Banker,Aurora,CO,81847,2,12,A,69,Trade Show,2026-07-01T13:43:49Z
CREAM-20260701-00002,Catherine Patel,catherinep@yahoo.com,(602) 395-4277,RE/MAX,Raleigh,NC,28649,19,27,A,61,MLS Database,2026-07-01T03:31:58Z
CREAM-20260701-00003,Matthew Castillo,mcastillo@gmail.com,(919) 965-7790,RE/MAX,Austin,TX,77886,4,19,A,83,Realtor.com,2026-07-01T03:30:42Z
CREAM-20260701-00004,Scott Roberts,scott.roberts@gmail.com,(214) 474-3679,Keller Williams,Cincinnati,OH,45525,25,44,A,74,Referral Network,2026-07-01T15:20:53Z
CREAM-20260701-00005,Kevin Long,klong@icloud.com,(512) 210-8143,RE/MAX,San Jose,CA,95372,3,18,A,73,NAR Directory,2026-07-01T22:46:36Z
CREAM-20260701-00006,Aaron Martin,aaron.martin@hotmail.com,(805) 725-5891,HomeSmart,Phoenix,AZ,85945,15,72,A,90,Website Lead,2026-07-01T00:08:30Z
CREAM-20260701-00007,Rachel Russell,rrussell@me.com,(786) 314-9149,HomeSmart,Scottsdale,AZ,85169,1,4,A,93,Facebook,2026-07-01T18:02:50Z
CREAM-20260701-00008,Ryan Davis,ryand@outlook.com,(980) 741-8958,eXp Realty,Dallas,TX,76769,9,16,A,92,Realtor.com,2026-07-01T17:16:35Z
CREAM-20260701-00009,Thomas Hill,thomash@douglaselliman.com,(305) 847-5130,Douglas Elliman,Orlando,FL,32324,7,31,A,100,Cold Outreach,2026-07-01T07:25:32Z
CREAM-20260701-00010,Deborah Mitchell,dmitchell@alliebethallman.com,(786) 220-8142,Allie Beth Allman,Dallas,TX,78134,4,11,A,87,NAR Directory,2026-07-01T00:53:27Z
CREAM-20260701-00011,Michelle Hall,mhall@coldwellbanker.com,(704) 444-7671,Coldwell Banker,Colorado Springs,CO,81703,5,22,A,97,Trade Show,2026-07-01T15:07:03Z
CREAM-20260701-00012,Cynthia Allen,callen@berkshirehathaway.com,(980) 399-9269,Berkshire Hathaway,Aurora,CO,80928,3,24,A,68,LinkedIn,2026-07-01T15:00:10Z
CREAM-20260701-00013,Susan Morales,susanm@aol.com,(407) 676-6781,eXp Realty,Phoenix,AZ,86967,0,4,A,96,Realtor.com,2026-07-01T21:39:54Z
CREAM-20260701-00014,William Rodriguez,williamrodriguez@outlook.com,(415) 884-8168,Briggs Freeman Sotheby's,Fort Worth,TX,75567,21,49,A,65,Brokerage Listings,2026-07-01T18:09:19Z
CREAM-20260701-00015,Ashley Clark,ashleyclark@me.com,(212) 428-9358,RE/MAX,Columbus,OH,45790,25,34,A,67,Website Lead,2026-07-01T10:59:14Z
CREAM-20260701-00016,John Ross,johnross@me.com,(602) 438-1906,HER Realtors,Cincinnati,OH,44114,0,0,A,92,MLS Database,2026-07-01T18:11:29Z
CREAM-20260701-00017,Joseph Flores,josephf@outlook.com,(305) 946-2314,8z Real Estate,Denver,CO,81150,2,8,A,99,Cold Outreach,2026-07-01T19:12:54Z
