id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260909-00001,Richard Roberts,Richard Roberts,Richard,Roberts,richardr@yahoo.com,(713) 316-9369,Howard Hanna,Howard Hanna,Charlotte,Charlotte,NC,27609,3,17,17,6251418,4.9,A,61,LinkedIn,Independent,2026-09-09T07:22:42Z
CREAM-20260909-00002,Danielle Lopez,Danielle Lopez,Danielle,Lopez,daniellel@briggsfreemansothebys.com,(980) 837-5753,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,Houston,Houston,TX,76874,16,26,26,9268153,4.1,A,85,LinkedIn,Boutique (2-10 agents),2026-09-09T01:15:38Z
CREAM-20260909-00003,Danielle Hall,Danielle Hall,Danielle,Hall,daniellehall@gmail.com,(212) 553-2054,eXp Realty,eXp Realty,Cleveland,Cleveland,OH,43880,8,26,26,5460055,4.5,A,96,Cold Outreach,Mid-size (11-50 agents),2026-09-09T12:49:12Z
CREAM-20260909-00004,Gary Diaz,Gary Diaz,Gary,Diaz,gary.diaz@briggsfreemansothebys.com,(256) 222-7521,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,Dallas,Dallas,TX,79897,3,15,15,4560574,4.0,A,63,MLS Database,Enterprise (200+ agents),2026-09-09T10:32:31Z
CREAM-20260909-00005,Samantha Sanders,Samantha Sanders,Samantha,Sanders,ssanders@hotmail.com,(602) 414-4367,Douglas Elliman,Douglas Elliman,Fort Worth,Fort Worth,TX,75281,5,17,17,6155003,3.3,A,90,Facebook,Large (51-200 agents),2026-09-09T12:30:46Z
CREAM-20260909-00006,Samantha Ramos,Samantha Ramos,Samantha,Ramos,samantha.ramos@yahoo.com,(718) 902-1569,Allie Beth Allman,Allie Beth Allman,San Antonio,San Antonio,TX,76956,9,39,39,13939037,3.5,A,73,LinkedIn,Mid-size (11-50 agents),2026-09-09T17:13:47Z
CREAM-20260909-00007,Daniel Walker,Daniel Walker,Daniel,Walker,dwalker@aol.com,(212) 736-9892,eXp Realty,eXp Realty,Scottsdale,Scottsdale,AZ,85742,0,5,5,2556431,3.6,A,71,Cold Outreach,Boutique (2-10 agents),2026-09-09T05:22:44Z
CREAM-20260909-00008,Natalie Harris,Natalie Harris,Natalie,Harris,nharris@exprealty.com,(305) 407-1885,eXp Realty,eXp Realty,Charlotte,Charlotte,NC,28814,5,14,14,3886627,4.4,A,65,Facebook,Independent,2026-09-09T16:26:36Z
CREAM-20260909-00009,James Mendoza,James Mendoza,James,Mendoza,jamesm@kellerwilliams.com,(805) 414-6804,Keller Williams,Keller Williams,Phoenix,Phoenix,AZ,86511,12,49,49,15720298,4.8,A,81,Brokerage Listings,Boutique (2-10 agents),2026-09-09T23:24:15Z
CREAM-20260909-00010,Jason Kim,Jason Kim,Jason,Kim,jasonk@compass.com,(404) 846-6931,Compass,Compass,Bronx,Bronx,NY,12572,0,0,0,0,4.5,A,95,Referral Network,Mid-size (11-50 agents),2026-09-09T18:09:04Z
CREAM-20260909-00011,Victoria Adams,Victoria Adams,Victoria,Adams,victoria.adams@outlook.com,(512) 346-4897,Compass,Compass,Orlando,Orlando,FL,33212,6,25,25,13090088,4.5,A,68,Trade Show,Boutique (2-10 agents),2026-09-09T14:52:28Z
CREAM-20260909-00012,Melissa Davis,Melissa Davis,Melissa,Davis,melissad@yahoo.com,(704) 827-6372,Keller Williams Realty,Keller Williams Realty,Tampa,Tampa,FL,33607,2,12,12,6315750,4.1,A,100,NAR Directory,Independent,2026-09-09T00:41:42Z
CREAM-20260909-00013,Joseph Foster,Joseph Foster,Joseph,Foster,joseph.foster@icloud.com,(407) 619-8599,Keller Williams,Keller Williams,Manhattan,Manhattan,NY,13120,2,5,5,3642259,4.9,A,82,Referral Network,Enterprise (200+ agents),2026-09-09T01:45:42Z
CREAM-20260909-00014,Charles Russell,Charles Russell,Charles,Russell,charles.russell@me.com,(212) 988-1061,Berkshire Hathaway,Berkshire Hathaway,San Antonio,San Antonio,TX,79126,4,18,18,7858363,4.6,A,86,LinkedIn,Large (51-200 agents),2026-09-09T22:31:26Z
CREAM-20260909-00015,Ryan Coleman,Ryan Coleman,Ryan,Coleman,ryanc@re/max.com,(704) 418-3853,RE/MAX,RE/MAX,Denver,Denver,CO,81290,11,52,52,28357539,4.8,A,63,Website Lead,Enterprise (200+ agents),2026-09-09T14:31:21Z
CREAM-20260909-00016,Karen Bailey,Karen Bailey,Karen,Bailey,karen.bailey@icloud.com,(614) 540-9436,HER Realtors,HER Realtors,Cleveland,Cleveland,OH,44354,24,76,76,14159217,4.5,A,99,Cold Outreach,Enterprise (200+ agents),2026-09-09T18:20:16Z
CREAM-20260909-00017,Albert Johnson,Albert Johnson,Albert,Johnson,albert_johnson@icloud.com,(334) 838-7373,Coldwell Banker,Coldwell Banker,Raleigh,Raleigh,NC,28212,18,64,64,16382370,4.1,A,92,NAR Directory,Mid-size (11-50 agents),2026-09-09T12:33:01Z
CREAM-20260909-00018,Amy Baker,Amy Baker,Amy,Baker,abaker@me.com,(305) 486-4642,Corcoran Group,Corcoran Group,Brooklyn,Brooklyn,NY,10992,3,20,20,13085427,4.2,A,85,Trade Show,Independent,2026-09-09T15:28:41Z
CREAM-20260909-00019,James Jones,James Jones,James,Jones,jjones@gmail.com,(972) 604-2932,Howard Hanna,Howard Hanna,Charlotte,Charlotte,NC,28377,12,30,30,12129554,4.8,A,78,Brokerage Listings,Enterprise (200+ agents),2026-09-09T19:28:01Z
CREAM-20260909-00020,Philip Kelly,Philip Kelly,Philip,Kelly,philipk@icloud.com,(256) 455-3699,Keller Williams,Keller Williams,New York City,New York City,NY,13312,5,11,11,5363845,3.9,A,67,Trade Show,Enterprise (200+ agents),2026-09-09T18:12:55Z
CREAM-20260909-00021,Maria Garcia,Maria Garcia,Maria,Garcia,mariag@huntingtonrealestate.com,(602) 864-4195,Huntington Real Estate,Huntington Real Estate,Cleveland,Cleveland,OH,44978,17,44,44,12244960,4.8,A,63,Cold Outreach,Large (51-200 agents),2026-09-09T07:17:03Z
CREAM-20260909-00022,Debra Chavez,Debra Chavez,Debra,Chavez,debra.chavez@outlook.com,(713) 203-5472,Coldwell Banker,Coldwell Banker,Cleveland,Cleveland,OH,44451,4,19,19,4373819,4.6,A,89,Facebook,Large (51-200 agents),2026-09-09T07:33:04Z
CREAM-20260909-00023,Juan Scott,Juan Scott,Juan,Scott,juans@outlook.com,(718) 829-2679,eXp Realty,eXp Realty,Fort Worth,Fort Worth,TX,79135,0,0,0,0,3.7,A,77,MLS Database,Boutique (2-10 agents),2026-09-09T16:05:23Z
CREAM-20260909-00024,Keith Fisher,Keith Fisher,Keith,Fisher,kfisher@sothebysinternational.com,(512) 474-3900,Sotheby's International,Sotheby's International,Manhattan,Manhattan,NY,12125,11,32,32,23658197,3.9,A,91,NAR Directory,Boutique (2-10 agents),2026-09-09T22:20:28Z
CREAM-20260909-00025,Olivia Bennett,Olivia Bennett,Olivia,Bennett,olivia_bennett@icloud.com,(513) 736-4248,Keller Williams,Keller Williams,Cleveland,Cleveland,OH,43746,14,79,79,24604849,3.8,A,73,Realtor.com,Enterprise (200+ agents),2026-09-09T19:22:36Z
CREAM-20260909-00026,Jonathan Lewis,Jonathan Lewis,Jonathan,Lewis,jonathan.lewis@berkshirehathawayhomeservices.com,(310) 402-2272,Berkshire Hathaway HomeServices,Berkshire Hathaway HomeServices,San Francisco,San Francisco,CA,90501,9,17,17,15097370,5.0,A,65,Referral Network,Mid-size (11-50 agents),2026-09-09T10:08:22Z
CREAM-20260909-00027,Anthony Rivera,Anthony Rivera,Anthony,Rivera,anthony_rivera@icloud.com,(310) 387-8374,Keller Williams,Keller Williams,Dallas,Dallas,TX,78856,6,24,24,9601912,4.9,A,93,Trade Show,Boutique (2-10 agents),2026-09-09T00:36:19Z
CREAM-20260909-00028,Aaron Russell,Aaron Russell,Aaron,Russell,arussell@longrealty.com,(929) 306-9404,Long Realty,Long Realty,Mesa,Mesa,AZ,85301,1,12,12,4299313,3.6,A,85,Referral Network,Boutique (2-10 agents),2026-09-09T15:35:19Z
CREAM-20260909-00029,Justin Campbell,Justin Campbell,Justin,Campbell,justin.campbell@hotmail.com,(786) 315-8983,LIV Sotheby's,LIV Sotheby's,Aurora,Aurora,CO,80886,18,34,34,16451899,4.2,A,99,Website Lead,Mid-size (11-50 agents),2026-09-09T20:27:09Z
CREAM-20260909-00030,Rebecca Young,Rebecca Young,Rebecca,Young,rebeccayoung@hotmail.com,(805) 955-7862,Compass,Compass,Greensboro,Greensboro,NC,28219,24,79,79,27698204,4.2,A,68,LinkedIn,Large (51-200 agents),2026-09-09T17:36:49Z
CREAM-20260909-00031,Mary Wright,Mary Wright,Mary,Wright,mary.wright@re/max.com,(720) 526-2104,RE/MAX,RE/MAX,Cleveland,Cleveland,OH,44369,21,26,26,6756412,3.2,A,90,Brokerage Listings,Boutique (2-10 agents),2026-09-09T20:30:27Z
CREAM-20260909-00032,Dorothy Kim,Dorothy Kim,Dorothy,Kim,dorothy.kim@hotmail.com,(614) 817-8944,eXp Realty,eXp Realty,Colorado Springs,Colorado Springs,CO,80434,19,70,70,48015887,4.3,A,100,Trade Show,Enterprise (200+ agents),2026-09-09T20:00:01Z
CREAM-20260909-00033,Elizabeth Lewis,Elizabeth Lewis,Elizabeth,Lewis,elizabethlewis@hotmail.com,(786) 683-4011,eXp Realty,eXp Realty,Aurora,Aurora,CO,80280,0,3,3,1282648,4.0,A,96,Brokerage Listings,Enterprise (200+ agents),2026-09-09T08:37:02Z
CREAM-20260909-00034,Brandon Chavez,Brandon Chavez,Brandon,Chavez,brandonchavez@aol.com,(714) 337-6071,eXp Realty,eXp Realty,Greensboro,Greensboro,NC,28263,16,25,25,6461212,4.5,A,95,MLS Database,Large (51-200 agents),2026-09-09T02:07:41Z
CREAM-20260909-00035,Ralph Castillo,Ralph Castillo,Ralph,Castillo,ralph.castillo@douglaselliman.com,(919) 280-8189,Douglas Elliman,Douglas Elliman,St. Petersburg,St. Petersburg,FL,33403,2,4,4,2156081,3.4,A,97,LinkedIn,Boutique (2-10 agents),2026-09-09T05:58:34Z
CREAM-20260909-00036,Sandra Bailey,Sandra Bailey,Sandra,Bailey,sandra.bailey@aol.com,(469) 581-8903,Keller Williams,Keller Williams,Dallas,Dallas,TX,77956,1,8,8,3048481,3.2,A,99,Facebook,Enterprise (200+ agents),2026-09-09T13:00:42Z
CREAM-20260909-00037,Amanda Watson,Amanda Watson,Amanda,Watson,amanda.watson@coldwellbanker.com,(713) 683-2939,Coldwell Banker,Coldwell Banker,Mesa,Mesa,AZ,85962,0,5,5,1532979,3.6,A,70,MLS Database,Independent,2026-09-09T18:44:33Z
CREAM-20260909-00038,Samantha Mendoza,Samantha Mendoza,Samantha,Mendoza,smendoza@aol.com,(512) 611-1893,Douglas Elliman,Douglas Elliman,Queens,Queens,NY,14110,4,20,20,11642533,4.9,A,90,NAR Directory,Independent,2026-09-09T05:51:13Z
