full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Christine Diaz,Christine,Diaz,christine79@yahoo.com,(209) 450-6894,United Real Estate,Cincinnati,OH,2,4,1673147,OH421619,OH,3.6,92,B,realtor_scraper,2026-04-20T07:03:22.053823+00:00
Emily Rogers,Emily,Rogers,erogers@homesmart.com,(510) 459-7771,eXp Realty,Riverside,CA,7,42,3563738,CA782009,CA,3.7,77,B,realtor_scraper,2026-04-20T07:03:22.053855+00:00
Ryan Turner,Ryan,Turner,turner.ryan@homesmart.com,(773) 532-6026,Tri Pointe Homes,Orlando,FL,16,24,8042008,FL109494,FL,4.6,72,A,realtor_scraper,2026-04-20T07:03:22.053873+00:00
Nicole Hernandez,Nicole,Hernandez,nicoleh@elliman.com,(202) 418-6845,HomeSmart,Baltimore,MD,2,5,912336,MD432277,MD,4.9,85,B,realtor_scraper,2026-04-20T07:03:22.053900+00:00
Frank Brooks,Frank,Brooks,frank.brooks@yahoo.com,(423) 998-3309,D.R. Horton,Kansas City,MO,5,30,2877834,MO580768,MO,4.1,62,B,realtor_scraper,2026-04-20T07:03:22.053914+00:00
Catherine Gutierrez,Catherine,Gutierrez,gutierrez.catherine@hotmail.com,(351) 983-1129,Weichert,Jacksonville,FL,25,13,3438869,FL874869,FL,3.9,83,B,realtor_scraper,2026-04-20T07:03:22.053928+00:00
Shirley Campbell,Shirley,Campbell,shirley.campbell@exprealty.com,(469) 441-7179,Ryan Homes,St. Louis,MO,1,2,49740,MO910029,MO,4.1,63,B,realtor_scraper,2026-04-20T07:03:22.053942+00:00
Margaret Murphy,Margaret,Murphy,margaret80@yahoo.com,(830) 692-1657,Sotheby's,Boise,ID,1,3,456706,ID976229,ID,5.0,68,C,realtor_scraper,2026-04-20T07:03:22.053956+00:00
Christine Morales,Christine,Morales,morales.christine@kw.com,(586) 900-3054,Lennar,Milwaukee,WI,23,14,7457583,WI767034,WI,4.5,89,C,realtor_scraper,2026-04-20T07:03:22.053966+00:00
Kevin Myers,Kevin,Myers,kevinm@outlook.com,(775) 801-2614,Lennar,Milwaukee,WI,7,27,9386938,WI273089,WI,3.9,71,C,realtor_scraper,2026-04-20T07:03:22.053974+00:00
Pamela Ruiz,Pamela,Ruiz,ruiz.pamela@realtor.com,(405) 728-2138,Vylla Home,Minneapolis,MN,0,5,235792,MN218058,MN,3.6,64,B,realtor_scraper,2026-04-20T07:03:22.053984+00:00
Lisa Richardson,Lisa,Richardson,lrichardson@century21.com,(850) 735-9408,LGI Homes,Albuquerque,NM,24,44,8387792,NM821551,NM,3.5,89,C,realtor_scraper,2026-04-20T07:03:22.053993+00:00
Tyler Smith,Tyler,Smith,tsmith@century21.com,(404) 768-1376,Compass,Dallas-Fort Worth,TX,8,23,4364968,TX722368,TX,3.6,76,A,realtor_scraper,2026-04-20T07:03:22.054002+00:00
Raymond Murphy,Raymond,Murphy,rmurphy@compass.com,(209) 447-5949,LGI Homes,Austin,TX,24,39,8654504,TX410577,TX,4.3,61,A,realtor_scraper,2026-04-20T07:03:22.054016+00:00
Jason Ward,Jason,Ward,jason.ward@remax.net,(225) 299-4046,Compass,New Orleans,LA,10,37,11907743,LA333089,LA,4.6,82,C,realtor_scraper,2026-04-20T07:03:22.054029+00:00
Diane Perez,Diane,Perez,diane.perez@hotmail.com,(774) 596-7510,Toll Brothers,Cincinnati,OH,13,48,13643376,OH555140,OH,3.8,86,B,realtor_scraper,2026-04-20T07:03:22.054039+00:00
Brandon Green,Brandon,Green,brandong@homesmart.com,(509) 377-3029,Beazer Homes,Richmond,VA,8,26,10253267,VA889743,VA,4.3,86,C,realtor_scraper,2026-04-20T07:03:22.054049+00:00
Alexander Evans,Alexander,Evans,alexander.evans@berkshirehathawayhs.com,(646) 988-1741,D.R. Horton,Riverside,CA,16,34,2550699,CA478637,CA,4.0,89,B,realtor_scraper,2026-04-20T07:03:22.054059+00:00
John Rodriguez,John,Rodriguez,jrodriguez@exprealty.com,(386) 407-5214,RE/MAX,Cleveland,OH,8,34,7251086,OH150927,OH,3.7,70,B,realtor_scraper,2026-04-20T07:03:22.054068+00:00
Edward Kim,Edward,Kim,kim.edward@coldwellbanker.com,(586) 873-4567,CalAtlantic Homes,Tucson,AZ,6,22,1793825,AZ146616,AZ,4.4,60,C,realtor_scraper,2026-04-20T07:03:22.054077+00:00
Tyler Rodriguez,Tyler,Rodriguez,trodriguez@elliman.com,(203) 262-7201,Pulte Homes,Houston,TX,10,19,11363827,TX428475,TX,4.8,79,A,realtor_scraper,2026-04-20T07:03:22.054087+00:00
Angela Lewis,Angela,Lewis,alewis@exprealty.com,(443) 510-3443,KB Home,Reno,NV,18,18,2553972,NV199368,NV,4.6,79,C,realtor_scraper,2026-04-20T07:03:22.054096+00:00
Aaron Thomas,Aaron,Thomas,aaron.thomas@hotmail.com,(314) 596-4526,eXp Realty,Austin,TX,2,8,652726,TX340003,TX,4.0,62,A,realtor_scraper,2026-04-20T07:03:22.054105+00:00
Christine Morris,Christine,Morris,christinem@realtor.com,(975) 935-8155,Douglas Elliman,Virginia Beach,VA,17,34,14007860,VA840820,VA,4.8,100,C,realtor_scraper,2026-04-20T07:03:22.054127+00:00
Samuel Campbell,Samuel,Campbell,samuel.campbell@redfin.com,(832) 834-3043,Taylor Morrison,Cleveland,OH,1,0,87244,OH586110,OH,0.0,51,B,realtor_scraper,2026-04-20T07:03:22.054150+00:00
Edward Nguyen,Edward,Nguyen,edward.nguyen@compass.com,(772) 507-6465,M/I Homes,Austin,TX,9,16,2802899,TX361480,TX,4.3,66,A,realtor_scraper,2026-04-20T07:03:22.054164+00:00
Jennifer Robinson,Jennifer,Robinson,jennifer.robinson@weichert.com,(585) 465-1660,Sotheby's,Las Vegas,NV,24,50,5926363,NV630610,NV,4.7,93,A,realtor_scraper,2026-04-20T07:03:22.054176+00:00
Rachel Bennett,Rachel,Bennett,bennett.rachel@coldwellbanker.com,(630) 413-6896,Compass,Houston,TX,5,21,12328554,TX947310,TX,4.0,71,A,realtor_scraper,2026-04-20T07:03:22.054186+00:00
William Ruiz,William,Ruiz,ruiz.william@yahoo.com,(410) 792-4263,HomeSmart,Riverside,CA,13,36,10709297,CA803361,CA,4.0,80,B,realtor_scraper,2026-04-20T07:03:22.054204+00:00
Steven Rodriguez,Steven,Rodriguez,stevenr@homesmart.com,(817) 489-5883,Tri Pointe Homes,Las Vegas,NV,13,41,12247068,NV565722,NV,4.5,96,A,realtor_scraper,2026-04-20T07:03:22.054214+00:00
Emily Morris,Emily,Morris,emily.morris@hotmail.com,(234) 584-4545,HomeSmart,Dallas-Fort Worth,TX,25,30,2942902,TX698297,TX,4.8,91,A,realtor_scraper,2026-04-20T07:03:22.054224+00:00
Elizabeth Lee,Elizabeth,Lee,lee.elizabeth@sothebysrealty.com,(703) 358-3412,Compass,Oklahoma City,OK,12,21,6611965,OK963525,OK,3.8,70,C,realtor_scraper,2026-04-20T07:03:22.054233+00:00
Jason Lewis,Jason,Lewis,jason68@gmail.com,(985) 209-4329,The Agency,Los Angeles,CA,25,34,14385414,CA737262,CA,4.4,85,A,realtor_scraper,2026-04-20T07:03:22.054242+00:00
Linda Jones,Linda,Jones,ljones@weichert.com,(321) 342-1008,Zillow Premier,Baltimore,MD,5,33,3379742,MD376712,MD,4.8,75,B,realtor_scraper,2026-04-20T07:03:22.054255+00:00
Kenneth Phillips,Kenneth,Phillips,kphillips@sothebysrealty.com,(989) 241-8013,Weichert,Albuquerque,NM,11,15,8576918,NM967603,NM,4.0,92,C,realtor_scraper,2026-04-20T07:03:22.054264+00:00
Margaret Nelson,Margaret,Nelson,margaret.nelson@yahoo.com,(423) 757-7903,The Agency,Milwaukee,WI,23,13,13997608,WI982834,WI,3.6,90,C,realtor_scraper,2026-04-20T07:03:22.054273+00:00
Aaron Watson,Aaron,Watson,awatson@sothebysrealty.com,(541) 287-4746,United Real Estate,Baltimore,MD,24,11,13062523,MD844317,MD,3.5,100,B,realtor_scraper,2026-04-20T07:03:22.054283+00:00
Nicholas Ward,Nicholas,Ward,nicholasw@remax.net,(217) 671-3568,D.R. Horton,Riverside,CA,9,15,14421811,CA743007,CA,3.8,80,B,realtor_scraper,2026-04-20T07:03:22.054297+00:00
Jack Alvarez,Jack,Alvarez,jack.alvarez@hotmail.com,(202) 567-7692,Douglas Elliman,Miami,FL,16,21,13900331,FL471686,FL,4.7,84,A,realtor_scraper,2026-04-20T07:03:22.054307+00:00
Carol Turner,Carol,Turner,carol45@gmail.com,(505) 607-6729,Weichert,Colorado Springs,CO,11,21,9784117,CO508907,CO,3.8,62,C,realtor_scraper,2026-04-20T07:03:22.054319+00:00
Charles Thomas,Charles,Thomas,cthomas@elliman.com,(830) 945-3542,Lennar,San Jose,CA,3,7,1331816,CA449553,CA,4.6,64,B,realtor_scraper,2026-04-20T07:03:22.054328+00:00
Jonathan Thompson,Jonathan,Thompson,jonathan.thompson@weichert.com,(425) 476-9307,The Agency,Cincinnati,OH,9,38,11482557,OH935797,OH,4.5,100,B,realtor_scraper,2026-04-20T07:03:22.054338+00:00
Paul Richardson,Paul,Richardson,paul.richardson@yahoo.com,(678) 406-8477,Weichert,Oklahoma City,OK,1,0,397589,OK861803,OK,0.0,43,C,realtor_scraper,2026-04-20T07:03:22.054347+00:00
Carol Chavez,Carol,Chavez,carolc@exprealty.com,(319) 664-8439,Sotheby's,Albuquerque,NM,3,15,629880,NM478938,NM,4.0,83,C,realtor_scraper,2026-04-20T07:03:22.054359+00:00
Sandra Ortiz,Sandra,Ortiz,sandrao@kw.com,(330) 506-6760,United Real Estate,Cincinnati,OH,6,29,10641972,OH656153,OH,4.1,76,B,realtor_scraper,2026-04-20T07:03:22.054368+00:00
Linda Young,Linda,Young,linday@sothebysrealty.com,(775) 844-1846,Coldwell Banker,Minneapolis,MN,5,41,5911876,MN976475,MN,4.7,64,B,realtor_scraper,2026-04-20T07:03:22.054377+00:00
Raymond Phillips,Raymond,Phillips,raymond20@hotmail.com,(720) 855-4253,Meritage Homes,Phoenix,AZ,20,49,5414011,AZ512983,AZ,4.0,85,A,realtor_scraper,2026-04-20T07:03:22.054386+00:00
Donna Rivera,Donna,Rivera,donnar@compass.com,(713) 621-9249,D.R. Horton,Baltimore,MD,15,46,3101157,MD590221,MD,3.8,86,B,realtor_scraper,2026-04-20T07:03:22.054410+00:00
Steven Jackson,Steven,Jackson,sjackson@homesmart.com,(224) 910-1657,eXp Realty,St. Louis,MO,21,18,3588849,MO466222,MO,4.7,89,B,realtor_scraper,2026-04-20T07:03:22.054419+00:00
Samuel Kelly,Samuel,Kelly,kelly.samuel@redfin.com,(539) 958-7477,Vylla Home,Colorado Springs,CO,19,19,8659339,CO146383,CO,4.8,73,C,realtor_scraper,2026-04-20T07:03:22.054438+00:00
Sandra Castillo,Sandra,Castillo,sandrac@berkshirehathawayhs.com,(415) 988-2414,Ryan Homes,Phoenix,AZ,16,18,12583391,AZ869469,AZ,4.7,79,A,realtor_scraper,2026-04-20T07:03:22.054448+00:00
Frank Evans,Frank,Evans,franke@redfin.com,(281) 989-1691,RE/MAX,Louisville,KY,9,38,7246998,KY477309,KY,4.6,65,C,realtor_scraper,2026-04-20T07:03:22.054460+00:00
Ryan Long,Ryan,Long,long.ryan@redfin.com,(815) 726-7643,HomeSmart,Phoenix,AZ,18,18,7171779,AZ478176,AZ,4.4,93,A,realtor_scraper,2026-04-20T07:03:22.054469+00:00
Anthony Perez,Anthony,Perez,aperez@redfin.com,(980) 877-4744,Zillow Premier,New Orleans,LA,11,22,13005987,LA984859,LA,4.4,100,C,realtor_scraper,2026-04-20T07:03:22.054481+00:00
William Harris,William,Harris,wharris@outlook.com,(407) 789-7439,Redfin,Riverside,CA,15,13,4614628,CA862347,CA,4.4,90,B,realtor_scraper,2026-04-20T07:03:22.054490+00:00
Samantha Martinez,Samantha,Martinez,samantha54@homesmart.com,(801) 830-4955,Toll Brothers,Portland,OR,8,34,3538230,OR822471,OR,4.2,82,B,realtor_scraper,2026-04-20T07:03:22.054500+00:00
Matthew Allen,Matthew,Allen,matthew.allen@gmail.com,(260) 326-3818,Beazer Homes,Salt Lake City,UT,3,3,1643487,UT643574,UT,3.6,78,B,realtor_scraper,2026-04-20T07:03:22.054508+00:00
Eric Nguyen,Eric,Nguyen,eric90@realtyonegroup.com,(318) 470-1451,Keller Williams,Boston,MA,7,18,6414782,MA751039,MA,3.6,94,A,realtor_scraper,2026-04-20T07:03:22.054517+00:00
Sandra Sanders,Sandra,Sanders,sandra.sanders@century21.com,(770) 394-7343,Better Homes & Gardens,Milwaukee,WI,13,18,6529550,WI800767,WI,4.8,63,C,realtor_scraper,2026-04-20T07:03:22.054526+00:00
Nancy Nelson,Nancy,Nelson,nancyn@gmail.com,(334) 579-6581,D.R. Horton,Phoenix,AZ,15,13,7294943,AZ847611,AZ,4.6,75,A,realtor_scraper,2026-04-20T07:03:22.054534+00:00
Frank Taylor,Frank,Taylor,frankt@coldwellbanker.com,(415) 387-7758,Pulte Homes,Boston,MA,3,15,1404208,MA233771,MA,3.9,88,A,realtor_scraper,2026-04-20T07:03:22.054543+00:00
Frank James,Frank,James,frank22@homesmart.com,(928) 758-3191,ERA,Atlanta,GA,20,27,4045218,GA987673,GA,4.3,76,A,realtor_scraper,2026-04-20T07:03:22.054553+00:00
Richard Reed,Richard,Reed,richard.reed@gmail.com,(936) 521-7895,Realty One Group,Minneapolis,MN,21,35,3009279,MN908546,MN,4.7,73,B,realtor_scraper,2026-04-20T07:03:22.054565+00:00
