id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260709-00001,Eric Clark,eclark@exprealty.com,(929) 342-3335,eXp Realty,Tampa,FL,33581,25,46,A,91,Referral Network,2026-07-09T06:33:29Z
CREAM-20260709-00002,Brian Thompson,brianthompson@gmail.com,(512) 903-4200,Pacific Sotheby's,San Francisco,CA,96326,5,16,A,83,MLS Database,2026-07-09T12:55:29Z
CREAM-20260709-00003,Angela Perry,angela.perry@outlook.com,(334) 913-3825,eXp Realty,Miami,FL,34706,10,27,A,61,Realtor.com,2026-07-09T21:41:04Z
CREAM-20260709-00004,Rebecca Russell,rebeccar@aol.com,(718) 216-9043,eXp Realty,El Paso,TX,77285,3,8,A,77,Facebook,2026-07-09T14:48:57Z
CREAM-20260709-00005,Jonathan Thompson,jonathan_thompson@aol.com,(704) 964-5715,HER Realtors,Columbus,OH,43904,0,3,A,67,Facebook,2026-07-09T08:26:26Z
CREAM-20260709-00006,Shirley Campbell,shirleycampbell@yahoo.com,(614) 225-8028,Huntington Real Estate,Cleveland,OH,45241,21,80,A,92,Realtor.com,2026-07-09T01:09:17Z
CREAM-20260709-00007,Debra Ward,debraward@icloud.com,(214) 591-3851,Century 21,Fort Lauderdale,FL,32954,7,15,A,87,LinkedIn,2026-07-09T00:06:43Z
CREAM-20260709-00008,Carolyn James,carolynj@icloud.com,(334) 600-7360,RE/MAX,El Paso,TX,77122,19,80,A,76,Cold Outreach,2026-07-09T23:06:12Z
CREAM-20260709-00009,Dennis Alvarez,dalvarez@hotmail.com,(972) 474-9756,Berkshire Hathaway,Cleveland,OH,45752,1,7,A,87,Website Lead,2026-07-09T12:51:59Z
CREAM-20260709-00010,Samantha Murphy,samantham@outlook.com,(713) 766-1134,Brown Harris Stevens,Staten Island,NY,11669,4,14,A,66,Website Lead,2026-07-09T06:03:12Z
CREAM-20260709-00011,Betty Ruiz,bettyr@aol.com,(929) 458-3820,Allie Beth Allman,Austin,TX,76430,17,74,A,95,MLS Database,2026-07-09T16:25:27Z
CREAM-20260709-00012,Larry Hughes,larryh@gmail.com,(919) 233-8078,8z Real Estate,Denver,CO,80917,0,5,A,80,Facebook,2026-07-09T07:34:31Z
CREAM-20260709-00013,Nicholas Nelson,nicholas.nelson@yahoo.com,(212) 877-5060,Century 21,Miami,FL,32491,15,74,A,60,Referral Network,2026-07-09T15:06:27Z
CREAM-20260709-00014,Brian James,brianj@gmail.com,(916) 477-2967,RE/MAX,Scottsdale,AZ,85256,25,54,A,60,Realtor.com,2026-07-09T08:43:05Z
CREAM-20260709-00015,Paul Ortiz,paul.ortiz@hotmail.com,(972) 848-9924,Berkshire Hathaway,Cleveland,OH,43384,20,63,A,82,Brokerage Listings,2026-07-09T08:00:53Z
CREAM-20260709-00016,William Wright,william_wright@outlook.com,(407) 504-8556,Keller Williams,Cincinnati,OH,44675,14,50,A,87,Brokerage Listings,2026-07-09T07:12:30Z
CREAM-20260709-00017,Thomas Gray,thomasg@icloud.com,(786) 649-9167,RE/MAX,Orlando,FL,34193,4,21,A,62,Realtor.com,2026-07-09T11:06:35Z
CREAM-20260709-00018,Betty Campbell,bettyc@exprealty.com,(214) 932-6219,eXp Realty,Colorado Springs,CO,81955,8,20,A,90,Trade Show,2026-07-09T11:45:27Z
