full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Jack Diaz,Jack,Diaz,jdiaz@trulia.com,(447) 674-5324,Realty ONE Group,Boulder,CO,0,6,1515012,CO895057,CO,4.4,66,C,realtor_scraper,2026-06-27T06:20:37.417380+00:00
Nathan Lee,Nathan,Lee,nathanl@homes.com,(276) 516-6114,Real Living,Henderson,NV,8,9,5982813,NV744493,NV,4.9,90,A,realtor_scraper,2026-06-27T06:20:37.398421+00:00
Alexander Thompson,Alexander,Thompson,alexanderthompson@outlook.com,(617) 771-5100,Keller Williams,Jersey City,NJ,9,10,7722810,NJ558705,NJ,4.6,93,A,realtor_scraper,2026-06-27T06:20:37.398277+00:00
Heather Dunn,Heather,Dunn,heatherdunn@agent.com,(409) 215-7602,Ryan Homes,Sunnyvale,CA,5,6,1922142,CA893071,CA,4.7,79,B,realtor_scraper,2026-06-27T06:20:37.414451+00:00
Amber Russell,Amber,Russell,amberr@zillow.com,(253) 209-4620,Ryan Homes,Salt Lake City,UT,10,16,6059552,UT423568,UT,3.1,98,B,realtor_scraper,2026-06-27T06:20:37.407443+00:00
Dylan Tran,Dylan,Tran,dylan.tran@nextdoor.com,(909) 627-7425,Engel & Volkers,Vallejo,CA,13,28,10884888,CA176080,CA,4.8,98,B,realtor_scraper,2026-06-27T06:20:37.415783+00:00
Janet Henry,Janet,Henry,jhenry@redfin.com,(570) 237-4444,Help-U-Sell,Norfolk,VA,12,28,15817256,VA928803,VA,4.2,100,A,realtor_scraper,2026-06-27T06:20:37.356168+00:00
Roy Marshall,Roy,Marshall,roy.marshall@yahoo.com,(320) 215-8823,Pulte Homes,Clearwater,FL,0,2,980908,FL406085,FL,4.9,62,C,realtor_scraper,2026-06-27T06:20:37.421304+00:00
Donna Butler,Donna,Butler,butlerdonna@century21.com,(910) 895-1944,Re/Max,North Las Vegas,NV,8,33,23802009,NV896540,NV,4.8,96,A,realtor_scraper,2026-06-27T06:20:37.401376+00:00
Dylan Garza,Dylan,Garza,dgarza@kw.com,(318) 305-9885,David Weekley Homes,Elgin,IL,14,20,13362480,IL371277,IL,4.6,98,B,realtor_scraper,2026-06-27T06:20:37.413455+00:00
Wayne Crawford,Wayne,Crawford,waynec@yahoo.com,(764) 825-8196,Newmark Grubb Knight Frank,Clearwater,FL,0,4,1858792,FL824765,FL,3.4,64,C,realtor_scraper,2026-06-27T06:20:37.423332+00:00
Pamela Hawkins,Pamela,Hawkins,pamelah@redfin.com,(763) 590-8169,Intero Real Estate,Torrance,CA,5,19,9912167,CA779759,CA,3.2,88,B,realtor_scraper,2026-06-27T06:20:37.409455+00:00
Nicole Sanchez,Nicole,Sanchez,nicoles@yahoo.com,(623) 484-7132,J.P. Morgan Real Estate,Fayetteville,NC,2,2,995496,NC980465,NC,5.0,69,B,realtor_scraper,2026-06-27T06:20:37.416656+00:00
Anthony Davis,Anthony,Davis,davisanthony@agent.com,(582) 923-5763,Lennar,Santa Ana,CA,11,21,10961118,CA607737,CA,4.9,100,A,realtor_scraper,2026-06-27T06:20:37.357085+00:00
Joyce Romero,Joyce,Romero,joyceromero@outlook.com,(304) 742-4774,Village Real Estate,Westminster,CO,0,3,959226,CO126973,CO,4.7,63,C,realtor_scraper,2026-06-27T06:20:37.421448+00:00
Elizabeth Shaw,Elizabeth,Shaw,elizabeths@sothebysrealty.com,(657) 113-8446,Baird & Warner,Beaumont,TX,4,11,5994769,TX819274,TX,3.8,79,C,realtor_scraper,2026-06-27T06:20:37.420209+00:00
Denise Meyer,Denise,Meyer,denisem@hotmail.com,(701) 238-4142,Engel & Volkers,Pasadena,TX,4,8,4354368,TX167941,TX,3.7,79,B,realtor_scraper,2026-06-27T06:20:37.410389+00:00
Patrick Harris,Patrick,Harris,patrickharris@zillow.com,(313) 394-5073,Real Living,Nashville,TN,8,28,13272980,TN932055,TN,3.6,96,A,realtor_scraper,2026-06-27T06:20:37.406374+00:00
Samantha Ortiz,Samantha,Ortiz,samantha.ortiz@yahoo.com,(704) 910-2320,Howard Hanna Real Estate,Boise,ID,6,11,4911797,ID292365,ID,3.8,86,B,realtor_scraper,2026-06-27T06:20:37.408658+00:00
Brenda Mills,Brenda,Mills,millsbrenda@realty.com,(408) 764-1100,Perry Homes,Bakersfield,CA,10,23,16955255,CA283890,CA,4.4,100,A,realtor_scraper,2026-06-27T06:20:37.357186+00:00
Samantha Baker,Samantha,Baker,samanthabaker@redfin.com,(352) 349-2240,HomeSmart,Independence,MO,6,33,10287189,MO57346,MO,4.7,87,C,realtor_scraper,2026-06-27T06:20:37.420756+00:00
Philip Price,Philip,Price,philipp@nextdoor.com,(210) 429-3502,Cushman & Wakefield,Livonia,MI,2,2,674586,MI33283,MI,3.3,66,C,realtor_scraper,2026-06-27T06:20:37.423434+00:00
Christopher Owens,Christopher,Owens,christopherowens@redfin.com,(732) 684-9061,Engel & Volkers,Little Rock,AR,6,15,9665025,AR286716,AR,4.4,90,B,realtor_scraper,2026-06-27T06:20:37.409590+00:00
Helen King,Helen,King,hking@remax.net,(615) 528-9040,eXp Realty,Abilene,TX,1,7,2392187,TX214413,TX,4.4,69,C,realtor_scraper,2026-06-27T06:20:37.417067+00:00
William Kelly,William,Kelly,williamk@bhhs.com,(909) 528-8286,Meritage Homes,San Jose,CA,10,35,14268695,CA922872,CA,4.6,100,A,realtor_scraper,2026-06-27T06:20:37.405255+00:00
Jennifer Smith,Jennifer,Smith,jsmith@kw.com,(681) 727-6879,United Real Estate,Riverside,CA,9,18,13033242,CA72259,CA,3.6,98,A,realtor_scraper,2026-06-27T06:20:37.401927+00:00
Justin Evans,Justin,Evans,jevans@agent.com,(848) 458-6010,Century 21,Omaha,NE,14,23,10635821,NE770374,NE,4.9,100,A,realtor_scraper,2026-06-27T06:20:37.400893+00:00
Brandon Tucker,Brandon,Tucker,btucker@zillow.com,(989) 460-5646,Howard Hanna Real Estate,Miami,FL,5,9,4314249,FL560502,FL,3.7,84,A,realtor_scraper,2026-06-27T06:20:37.405154+00:00
Jordan James,Jordan,James,jordan.james@icloud.com,(940) 720-2029,Lennar,Phoenix,AZ,11,30,19233990,AZ434850,AZ,4.3,100,A,realtor_scraper,2026-06-27T06:20:37.405595+00:00
William Cole,William,Cole,colewilliam@realtyonegroup.com,(270) 433-3492,Berkshire Hathaway HomeServices,Carrollton,TX,3,4,2188976,TX505613,TX,3.0,70,C,realtor_scraper,2026-06-27T06:20:37.423718+00:00
Teresa Bennett,Teresa,Bennett,teresa.bennett@remax.net,(303) 100-4401,Dickson Realty,New Orleans,LA,9,20,11301120,LA116086,LA,4.7,98,A,realtor_scraper,2026-06-27T06:20:37.405508+00:00
Cynthia Williams,Cynthia,Williams,williamscynthia@kw.com,(601) 458-3844,Colliers International,Elgin,IL,5,17,5121301,IL721906,IL,4.1,88,B,realtor_scraper,2026-06-27T06:20:37.409718+00:00
Marcus Kelly,Marcus,Kelly,marcuskelly@coldwellbanker.com,(225) 332-2839,Exit Realty,Carlsbad,CA,5,12,5134548,CA653507,CA,4.7,82,C,realtor_scraper,2026-06-27T06:20:37.417366+00:00
Madison Hayes,Madison,Hayes,madisonh@realtyonegroup.com,(227) 307-2726,Realty World,Rockford,IL,1,10,3924760,IL751720,IL,3.6,75,B,realtor_scraper,2026-06-27T06:20:37.414466+00:00
Dale Moreno,Dale,Moreno,morenodale@yahoo.com,(401) 747-3345,Lennar,Austin,TX,4,9,3821589,TX844163,TX,3.4,82,A,realtor_scraper,2026-06-27T06:20:37.396938+00:00
Olivia Palmer,Olivia,Palmer,olivia.palmer@kw.com,(801) 503-7309,Realty World,Lancaster,CA,5,6,3519768,CA656105,CA,4.6,79,B,realtor_scraper,2026-06-27T06:20:37.410842+00:00
Corey Webb,Corey,Webb,corey.webb@yahoo.com,(818) 603-9594,Village Real Estate,Los Angeles,CA,9,24,10378056,CA200561,CA,3.4,98,A,realtor_scraper,2026-06-27T06:20:37.404909+00:00
Ann Robertson,Ann,Robertson,arobertson@trulia.com,(623) 101-9335,Dickson Realty,Hollywood,FL,6,17,6242434,FL948731,FL,3.5,90,B,realtor_scraper,2026-06-27T06:20:37.410860+00:00
Jeremy Guzman,Jeremy,Guzman,jguzman@homes.com,(717) 703-5846,D.R. Horton,Fresno,CA,13,21,12910947,CA702208,CA,3.3,100,A,realtor_scraper,2026-06-27T06:20:37.357008+00:00
