full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Jessica Patel,Jessica,Patel,jpatel@realty.com,(949) 117-7247,Zillow Premier Agent,Fresno,CA,8,19,7605415,CA565753,CA,3.3,96,A,realtor_scraper,2026-06-24T07:20:32.877264+00:00
Joyce Kelly,Joyce,Kelly,joycek@yahoo.com,(330) 935-6738,Coldwell Banker,Athens,GA,8,24,12740952,GA435336,GA,4.2,91,C,realtor_scraper,2026-06-24T07:20:32.888333+00:00
Sean Richardson,Sean,Richardson,srichardson@homes.com,(417) 962-3950,Trulia,Bridgeport,CT,5,11,3654772,CT899885,CT,3.4,84,B,realtor_scraper,2026-06-24T07:20:32.887106+00:00
Jacqueline Watson,Jacqueline,Watson,jacquelinew@trulia.com,(787) 288-4701,ERA Real Estate,El Paso,TX,11,18,12956076,TX315607,TX,3.5,100,A,realtor_scraper,2026-06-24T07:20:32.882101+00:00
Christina Cox,Christina,Cox,ccox@broker.com,(516) 659-2481,Purplebricks,Clovis,CA,7,21,6416613,CA303650,CA,4.0,89,C,realtor_scraper,2026-06-24T07:20:32.889864+00:00
Sarah Martinez,Sarah,Martinez,sarahm@remax.net,(404) 913-4926,J.P. Morgan Real Estate,Bakersfield,CA,13,29,15554353,CA913082,CA,4.4,100,A,realtor_scraper,2026-06-24T07:20:32.880161+00:00
Hannah Bryant,Hannah,Bryant,hannah.bryant@realtyonegroup.com,(212) 421-6182,Colliers International,Murfreesboro,TN,2,2,596710,TN321987,TN,3.9,66,C,realtor_scraper,2026-06-24T07:20:32.890810+00:00
Anthony Rose,Anthony,Rose,roseanthony@century21.com,(272) 915-7192,Realty ONE Group,Torrance,CA,1,4,1057168,CA508011,CA,3.6,69,B,realtor_scraper,2026-06-24T07:20:32.887336+00:00
Peter Morgan,Peter,Morgan,morganpeter@century21.com,(369) 460-7047,Century 21,San Bernardino,CA,2,9,4434597,CA808973,CA,3.8,76,B,realtor_scraper,2026-06-24T07:20:32.883852+00:00
Evelyn Wallace,Evelyn,Wallace,wallaceevelyn@hotmail.com,(503) 834-6656,HomeSmart,Brockton,MA,0,2,520336,MA647111,MA,3.9,62,C,realtor_scraper,2026-06-24T07:20:32.889095+00:00
Sam Marshall,Sam,Marshall,smarshall@trulia.com,(754) 458-3585,Dickson Realty,Fort Worth,TX,13,28,16347184,TX234293,TX,3.7,100,A,realtor_scraper,2026-06-24T07:20:32.877924+00:00
Brenda Mendoza,Brenda,Mendoza,brenda.mendoza@outlook.com,(229) 566-6340,Berkshire Hathaway HomeServices,Jacksonville,FL,0,10,4879360,FL605755,FL,3.4,75,A,realtor_scraper,2026-06-24T07:20:32.880032+00:00
Dorothy Ramirez,Dorothy,Ramirez,dorothy.ramirez@exp.com,(801) 429-5131,Marcus & Millichap,Charlotte,NC,6,13,7635511,NC914517,NC,3.9,90,A,realtor_scraper,2026-06-24T07:20:32.879700+00:00
Kathryn Chavez,Kathryn,Chavez,chavezkathryn@bhhs.com,(386) 819-6786,Berkshire Hathaway HomeServices,Fairfield,CA,2,8,2215952,CA659611,CA,5.0,72,C,realtor_scraper,2026-06-24T07:20:32.887674+00:00
Joan Ferguson,Joan,Ferguson,fergusonjoan@redfin.com,(520) 742-8368,ERA Real Estate,Omaha,NE,6,32,19603808,NE994151,NE,4.5,92,A,realtor_scraper,2026-06-24T07:20:32.880107+00:00
Sandra Hughes,Sandra,Hughes,sandra.hughes@exp.com,(201) 250-4472,United Real Estate,Durham,NC,2,8,3147728,NC254599,NC,3.1,77,A,realtor_scraper,2026-06-24T07:20:32.881263+00:00
Harold Anderson,Harold,Anderson,haroldanderson@realtor.com,(572) 208-3617,Purplebricks,Livonia,MI,2,2,985610,MI87207,MI,3.2,66,C,realtor_scraper,2026-06-24T07:20:32.889713+00:00
Michelle Ryan,Michelle,Ryan,mryan@agent.com,(205) 757-4334,Exit Realty,Tallahassee,FL,0,2,814742,FL41383,FL,3.6,65,B,realtor_scraper,2026-06-24T07:20:32.885050+00:00
Stephen Gibson,Stephen,Gibson,stephengibson@yahoo.com,(805) 526-8730,Equity Residential,Charlotte,NC,15,26,9148048,NC98958,NC,3.9,100,A,realtor_scraper,2026-06-24T07:20:32.878217+00:00
Bradley Lopez,Bradley,Lopez,lopezbradley@agent.com,(661) 445-3903,David Weekley Homes,Chesapeake,VA,8,12,5972244,VA437282,VA,4.1,93,A,realtor_scraper,2026-06-24T07:20:32.881216+00:00
Beverly Foster,Beverly,Foster,beverlyfoster@realtyonegroup.com,(864) 232-6279,Newmark Grubb Knight Frank,Modesto,CA,14,29,21974286,CA163138,CA,3.3,98,B,realtor_scraper,2026-06-24T07:20:32.885142+00:00
Julia Snyder,Julia,Snyder,julia.snyder@bhhs.com,(347) 651-6041,Redfin Partner,Murfreesboro,TN,8,8,6232496,TN967686,TN,3.7,84,C,realtor_scraper,2026-06-24T07:20:32.891122+00:00
Dennis Daniels,Dennis,Daniels,dennisd@bhhs.com,(765) 495-2974,Equity Residential,Independence,MO,5,8,4227584,MO413737,MO,3.8,78,C,realtor_scraper,2026-06-24T07:20:32.889243+00:00
