full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
William Ruiz,William,Ruiz,william.ruiz@homes.com,(703) 465-3912,KB Home,Lakewood,CO,7,19,12179057,CO529185,CO,5.0,92,B,realtor_scraper,2026-04-27T07:04:14.387618+00:00
Hannah Hunter,Hannah,Hunter,hannahh@zillow.com,(945) 915-5896,Lyon Real Estate,Newark,NJ,7,19,9614057,NJ194649,NJ,4.0,94,A,realtor_scraper,2026-04-27T07:04:14.384441+00:00
Kyle Vasquez,Kyle,Vasquez,kylevasquez@broker.com,(862) 767-6231,Village Real Estate,Jackson,MS,2,4,898828,MS593775,MS,4.4,71,B,realtor_scraper,2026-04-27T07:04:14.393197+00:00
Roy Edwards,Roy,Edwards,roy.edwards@broker.com,(412) 351-6783,Compass,Peoria,AZ,0,9,4177989,AZ931904,AZ,3.2,69,C,realtor_scraper,2026-04-27T07:04:14.397564+00:00
Pamela Wagner,Pamela,Wagner,pamelawagner@realty.com,(641) 888-3646,Intero Real Estate,Glendale,AZ,8,8,5690312,AZ33168,AZ,3.7,89,A,realtor_scraper,2026-04-27T07:04:14.385471+00:00
Madison Fernandez,Madison,Fernandez,madisonf@sothebysrealty.com,(912) 627-6016,ERA Real Estate,Las Vegas,NV,8,8,3638800,NV741418,NV,4.2,89,A,realtor_scraper,2026-04-27T07:04:14.380906+00:00
Anna Payne,Anna,Payne,annapayne@outlook.com,(580) 674-7913,Century 21,Springfield,MO,7,23,7349098,MO723744,MO,4.2,92,B,realtor_scraper,2026-04-27T07:04:14.392137+00:00
Zachary Butler,Zachary,Butler,zacharybutler@hotmail.com,(206) 671-7876,Coldwell Banker,Virginia Beach,VA,10,20,8139760,VA82560,VA,3.9,100,A,realtor_scraper,2026-04-27T07:04:14.381774+00:00
Catherine Bailey,Catherine,Bailey,catherine.bailey@trulia.com,(856) 509-2973,ZipRealty,Tulsa,OK,9,18,8111178,OK703114,OK,3.0,98,A,realtor_scraper,2026-04-27T07:04:14.381071+00:00
Thomas Chen,Thomas,Chen,tchen@exp.com,(513) 309-5737,Berkshire Hathaway HomeServices,Rialto,CA,10,15,8944260,CA298405,CA,3.6,95,C,realtor_scraper,2026-04-27T07:04:14.394885+00:00
