id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260913-00001,Amber Alexander,Amber Alexander,Amber,Alexander,amberalexander@outlook.com,(972) 228-1214,RE/MAX,RE/MAX,Greensboro,Greensboro,NC,27406,6,19,19,7622913,4.5,A,65,NAR Directory,Mid-size (11-50 agents),2026-09-13T15:23:45Z
CREAM-20260913-00002,Amber Russell,Amber Russell,Amber,Russell,amberr@hotmail.com,(512) 764-7277,Compass,Compass,Bronx,Bronx,NY,14780,7,27,27,15691325,4.1,A,85,Cold Outreach,Mid-size (11-50 agents),2026-09-13T16:50:14Z
CREAM-20260913-00003,Samantha Stewart,Samantha Stewart,Samantha,Stewart,samantha_stewart@icloud.com,(256) 270-4007,RE/MAX,RE/MAX,Cincinnati,Cincinnati,OH,45661,0,2,2,403194,3.2,A,77,MLS Database,Large (51-200 agents),2026-09-13T23:46:41Z
CREAM-20260913-00004,Megan Miller,Megan Miller,Megan,Miller,meganm@re/max.com,(214) 763-2641,RE/MAX,RE/MAX,Raleigh,Raleigh,NC,27484,24,70,70,20965180,3.7,A,61,MLS Database,Large (51-200 agents),2026-09-13T23:27:53Z
CREAM-20260913-00005,Barbara Morgan,Barbara Morgan,Barbara,Morgan,bmorgan@yahoo.com,(334) 557-5168,Berkshire Hathaway,Berkshire Hathaway,Tucson,Tucson,AZ,86971,1,9,9,4506653,3.4,A,99,Website Lead,Mid-size (11-50 agents),2026-09-13T20:08:11Z
CREAM-20260913-00006,Timothy Jenkins,Timothy Jenkins,Timothy,Jenkins,timothy.jenkins@douglaselliman.com,(929) 807-3985,Douglas Elliman,Douglas Elliman,Jacksonville,Jacksonville,FL,33438,3,8,8,2372334,4.8,A,93,Facebook,Independent,2026-09-13T04:15:27Z
CREAM-20260913-00007,Alan Wright,Alan Wright,Alan,Wright,alan_wright@gmail.com,(407) 426-8772,RE/MAX,RE/MAX,Cincinnati,Cincinnati,OH,43292,13,74,74,18430281,5.0,A,80,Realtor.com,Boutique (2-10 agents),2026-09-13T23:40:58Z
CREAM-20260913-00008,Walter Lewis,Walter Lewis,Walter,Lewis,wlewis@compass.com,(212) 882-1462,Compass,Compass,Aurora,Aurora,CO,81827,11,62,62,44217181,4.4,A,83,Trade Show,Enterprise (200+ agents),2026-09-13T11:15:38Z
CREAM-20260913-00009,Peter Carter,Peter Carter,Peter,Carter,peter.carter@aol.com,(713) 295-7656,Coldwell Banker,Coldwell Banker,Greensboro,Greensboro,NC,27438,19,79,79,34249228,4.9,A,69,Facebook,Enterprise (200+ agents),2026-09-13T15:44:23Z
CREAM-20260913-00010,Raymond Robinson,Raymond Robinson,Raymond,Robinson,raymondr@exprealty.com,(256) 694-2424,eXp Realty,eXp Realty,Cincinnati,Cincinnati,OH,43668,3,10,10,2048245,4.4,A,88,Referral Network,Boutique (2-10 agents),2026-09-13T09:16:37Z
CREAM-20260913-00011,Joshua Cruz,Joshua Cruz,Joshua,Cruz,joshuac@compass.com,(713) 275-8574,Compass,Compass,Denver,Denver,CO,81176,15,50,50,29086845,4.2,A,88,LinkedIn,Boutique (2-10 agents),2026-09-13T08:03:20Z
CREAM-20260913-00012,Paul Rodriguez,Paul Rodriguez,Paul,Rodriguez,prodriguez@yahoo.com,(614) 653-9781,Berkshire Hathaway,Berkshire Hathaway,Phoenix,Phoenix,AZ,85848,17,70,70,25557013,4.0,A,81,Referral Network,Mid-size (11-50 agents),2026-09-13T20:46:34Z
CREAM-20260913-00013,Amanda Adams,Amanda Adams,Amanda,Adams,amandaadams@gmail.com,(972) 511-5378,Howard Hanna,Howard Hanna,Greensboro,Greensboro,NC,28230,1,10,10,4465950,3.0,A,60,Brokerage Listings,Mid-size (11-50 agents),2026-09-13T14:03:32Z
CREAM-20260913-00014,Aaron Lewis,Aaron Lewis,Aaron,Lewis,alewis@icloud.com,(614) 222-7368,Compass,Compass,Aurora,Aurora,CO,80124,5,13,13,7372248,4.8,A,75,Brokerage Listings,Enterprise (200+ agents),2026-09-13T21:38:15Z
CREAM-20260913-00015,David Flores,David Flores,David,Flores,davidflores@yahoo.com,(305) 222-6967,Keller Williams Realty,Keller Williams Realty,Tampa,Tampa,FL,34548,18,43,43,15162058,4.8,A,68,MLS Database,Independent,2026-09-13T02:04:37Z
CREAM-20260913-00016,Sandra Alvarez,Sandra Alvarez,Sandra,Alvarez,sandraalvarez@yahoo.com,(714) 962-6083,eXp Realty,eXp Realty,Colorado Springs,Colorado Springs,CO,80194,2,3,3,1698484,3.2,A,93,MLS Database,Mid-size (11-50 agents),2026-09-13T01:18:22Z
CREAM-20260913-00017,Philip Hill,Philip Hill,Philip,Hill,philiphill@icloud.com,(972) 483-6867,Berkshire Hathaway,Berkshire Hathaway,Cincinnati,Cincinnati,OH,43887,4,8,8,2036592,3.4,A,64,NAR Directory,Enterprise (200+ agents),2026-09-13T07:43:19Z
CREAM-20260913-00018,Nicole Harris,Nicole Harris,Nicole,Harris,nicoleharris@icloud.com,(310) 297-3522,Compass,Compass,Denver,Denver,CO,81906,14,35,35,19324526,4.3,A,80,NAR Directory,Boutique (2-10 agents),2026-09-13T18:16:41Z
CREAM-20260913-00019,Jennifer King,Jennifer King,Jennifer,King,jennifer.king@hotmail.com,(310) 490-7553,Berkshire Hathaway,Berkshire Hathaway,Aurora,Aurora,CO,81357,0,2,2,969458,5.0,A,100,Trade Show,Independent,2026-09-13T04:58:30Z
CREAM-20260913-00020,Stephen Stewart,Stephen Stewart,Stephen,Stewart,stephens@yahoo.com,(614) 784-6392,Coldwell Banker,Coldwell Banker,El Paso,El Paso,TX,77671,5,22,22,9726565,3.3,A,61,Website Lead,Boutique (2-10 agents),2026-09-13T11:01:06Z
CREAM-20260913-00021,Aaron Sanders,Aaron Sanders,Aaron,Sanders,aarons@icloud.com,(919) 471-2283,Keller Williams,Keller Williams,Charlotte,Charlotte,NC,28314,20,60,60,16229810,4.7,A,92,Referral Network,Independent,2026-09-13T11:41:49Z
CREAM-20260913-00022,Paul Davis,Paul Davis,Paul,Davis,pauld@century21.com,(512) 850-7114,Century 21,Century 21,Tampa,Tampa,FL,32907,1,8,8,3176041,3.6,A,62,Website Lead,Independent,2026-09-13T10:26:44Z
CREAM-20260913-00023,Andrew Price,Andrew Price,Andrew,Price,andrewprice@hotmail.com,(513) 398-2437,Halstead,Halstead,Brooklyn,Brooklyn,NY,13898,16,56,56,27166195,4.5,A,98,NAR Directory,Boutique (2-10 agents),2026-09-13T06:47:34Z
CREAM-20260913-00024,Thomas Ortiz,Thomas Ortiz,Thomas,Ortiz,thomaso@gmail.com,(916) 504-9255,8z Real Estate,8z Real Estate,Denver,Denver,CO,80175,2,8,8,4581386,3.2,A,84,MLS Database,Enterprise (200+ agents),2026-09-13T08:34:41Z
CREAM-20260913-00025,Samuel Cruz,Samuel Cruz,Samuel,Cruz,samuelcruz@gmail.com,(972) 286-5892,LIV Sotheby's,LIV Sotheby's,Colorado Springs,Colorado Springs,CO,81830,17,70,70,28017001,4.9,A,92,Brokerage Listings,Independent,2026-09-13T03:47:52Z
