full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Jerry Cruz,Jerry,Cruz,jcruz@berkshirehathawayhs.com,(570) 897-4180,KB Home,Cincinnati,OH,5,13,1119976,OH814536,OH,4.8,64,B,realtor_scraper,2026-06-19T07:20:56.131118+00:00
Samuel Evans,Samuel,Evans,sevans@homesmart.com,(539) 652-6252,ERA,Miami,FL,0,49,2889674,FL403513,FL,4.4,64,A,realtor_scraper,2026-06-19T07:20:55.934552+00:00
Kimberly Ramos,Kimberly,Ramos,ramos.kimberly@outlook.com,(405) 956-1732,Pulte Homes,Memphis,TN,19,47,10323116,TN379069,TN,4.2,90,C,realtor_scraper,2026-06-19T07:20:56.232341+00:00
Donna Lee,Donna,Lee,lee.donna@realtor.com,(561) 328-3027,LGI Homes,Raleigh,NC,3,9,1262452,NC139477,NC,4.8,81,B,realtor_scraper,2026-06-19T07:20:56.130818+00:00
Debra Hill,Debra,Hill,debra.hill@century21.com,(712) 239-7462,NVR,Austin,TX,11,5,95843,TX889722,TX,5.0,79,A,realtor_scraper,2026-06-19T07:20:55.931239+00:00
Sarah Lee,Sarah,Lee,slee@outlook.com,(850) 742-2504,Taylor Morrison,Tampa,FL,1,19,8653664,FL752279,FL,3.6,78,A,realtor_scraper,2026-06-19T07:20:55.934008+00:00
Betty Clark,Betty,Clark,clark.betty@realtor.com,(713) 787-2159,Keller Williams,Jacksonville,FL,8,10,4695455,FL693891,FL,4.9,69,B,realtor_scraper,2026-06-19T07:20:56.031205+00:00
Paul Thompson,Paul,Thompson,pault@berkshirehathawayhs.com,(504) 397-2417,Keller Williams,Dallas-Fort Worth,TX,3,43,8211627,TX724015,TX,4.3,94,A,realtor_scraper,2026-06-19T07:20:55.933388+00:00
Jessica Cox,Jessica,Cox,jessica.cox@realtyonegroup.com,(623) 529-4872,Keller Williams,Baltimore,MD,4,23,2791443,MD642546,MD,4.4,75,B,realtor_scraper,2026-06-19T07:20:56.131982+00:00
Jack Hill,Jack,Hill,jackh@hotmail.com,(684) 911-8805,Coldwell Banker,Houston,TX,0,37,13504358,TX804429,TX,3.6,89,A,realtor_scraper,2026-06-19T07:20:55.934887+00:00
Jeffrey Lewis,Jeffrey,Lewis,jeffrey.lewis@yahoo.com,(402) 904-6961,Coldwell Banker,Charlotte,NC,25,29,10120539,NC770751,NC,3.8,79,A,realtor_scraper,2026-06-19T07:20:55.930131+00:00
Aaron Smith,Aaron,Smith,smith.aaron@realtor.com,(276) 913-7033,United Real Estate,Oklahoma City,OK,22,16,11140545,OK791922,OK,4.5,77,C,realtor_scraper,2026-06-19T07:20:56.135503+00:00
Joseph King,Joseph,King,jking@coldwellbanker.com,(781) 915-3720,ERA,Raleigh,NC,21,41,13386498,NC478238,NC,3.8,81,B,realtor_scraper,2026-06-19T07:20:56.030860+00:00
Kimberly Smith,Kimberly,Smith,kimberly.smith@coldwellbanker.com,(508) 414-3786,Taylor Morrison,San Jose,CA,5,0,66553,CA536538,CA,0.0,41,B,realtor_scraper,2026-06-19T07:20:56.130678+00:00
Janet Watson,Janet,Watson,janetw@outlook.com,(272) 564-2749,Beazer Homes,Virginia Beach,VA,14,15,1835843,VA843233,VA,4.8,71,C,realtor_scraper,2026-06-19T07:20:56.135222+00:00
Ryan Reed,Ryan,Reed,ryanr@century21.com,(215) 987-9926,Weichert,Phoenix,AZ,1,22,4411489,AZ484560,AZ,3.9,60,A,realtor_scraper,2026-06-19T07:20:55.934389+00:00
Paul Clark,Paul,Clark,clark.paul@gmail.com,(630) 529-5382,CalAtlantic Homes,Sacramento,CA,4,4,144246,CA181244,CA,4.2,84,B,realtor_scraper,2026-06-19T07:20:56.131134+00:00
Joseph Long,Joseph,Long,joseph55@exprealty.com,(903) 731-3987,CalAtlantic Homes,Virginia Beach,VA,15,39,1992909,VA666926,VA,4.3,70,C,realtor_scraper,2026-06-19T07:20:56.135021+00:00
Pamela Campbell,Pamela,Campbell,pamela15@elliman.com,(513) 689-6084,Century Communities,Cincinnati,OH,3,8,699475,OH214534,OH,4.2,95,B,realtor_scraper,2026-06-19T07:20:56.131827+00:00
Kenneth Baker,Kenneth,Baker,baker.kenneth@sothebysrealty.com,(229) 741-5582,Weichert,Jacksonville,FL,8,21,5170113,FL223613,FL,4.4,83,B,realtor_scraper,2026-06-19T07:20:56.030720+00:00
Margaret Thomas,Margaret,Thomas,margaret61@outlook.com,(661) 802-5445,Ryan Homes,Nashville,TN,4,23,5617958,TN126867,TN,4.4,95,A,realtor_scraper,2026-06-19T07:20:55.933094+00:00
Ryan Nguyen,Ryan,Nguyen,ryan93@elliman.com,(405) 969-4072,Sotheby's,Sacramento,CA,5,21,2016505,CA743778,CA,3.9,86,B,realtor_scraper,2026-06-19T07:20:56.131352+00:00
Jessica Reyes,Jessica,Reyes,jessicar@sothebysrealty.com,(626) 579-7911,Vylla Home,Columbus,OH,11,10,1373717,OH831155,OH,5.0,76,B,realtor_scraper,2026-06-19T07:20:56.030110+00:00
Andrew Mendoza,Andrew,Mendoza,mendoza.andrew@century21.com,(606) 818-1412,CalAtlantic Homes,Atlanta,GA,2,13,8161508,GA967518,GA,3.9,81,A,realtor_scraper,2026-06-19T07:20:55.934759+00:00
Laura Edwards,Laura,Edwards,laura.edwards@yahoo.com,(507) 337-3115,Meritage Homes,Portland,OR,1,13,1810788,OR458479,OR,3.8,72,B,realtor_scraper,2026-06-19T07:20:56.133639+00:00
Jonathan Taylor,Jonathan,Taylor,taylor.jonathan@remax.net,(408) 287-6930,Vylla Home,Minneapolis,MN,16,24,3158488,MN347640,MN,4.2,71,B,realtor_scraper,2026-06-19T07:20:55.935085+00:00
Edward Cox,Edward,Cox,edward49@realtor.com,(706) 288-5074,eXp Realty,Nashville,TN,5,42,2071173,TN156252,TN,3.8,70,A,realtor_scraper,2026-06-19T07:20:55.933328+00:00
Steven Johnson,Steven,Johnson,stevenj@kw.com,(830) 882-1805,Vylla Home,Minneapolis,MN,25,31,14338857,MN815620,MN,4.0,76,B,realtor_scraper,2026-06-19T07:20:56.030067+00:00
Melissa Bailey,Melissa,Bailey,melissab@realtor.com,(785) 338-5875,ERA,Nashville,TN,3,11,9070348,TN917071,TN,3.6,92,A,realtor_scraper,2026-06-19T07:20:55.933191+00:00
Kevin Reyes,Kevin,Reyes,reyes.kevin@realtor.com,(206) 972-1677,HomeSmart,Philadelphia,PA,1,38,13863311,PA738787,PA,4.1,71,A,realtor_scraper,2026-06-19T07:20:55.934330+00:00
George Parker,George,Parker,george.parker@kw.com,(928) 396-5334,Weichert,Virginia Beach,VA,13,47,8326808,VA114933,VA,3.5,93,C,realtor_scraper,2026-06-19T07:20:56.330983+00:00
Shirley Walker,Shirley,Walker,shirleyw@hotmail.com,(832) 905-4657,The Agency,Oklahoma City,OK,2,36,12531627,OK369126,OK,5.0,83,C,realtor_scraper,2026-06-19T07:20:56.335056+00:00
Sarah Collins,Sarah,Collins,sarah88@century21.com,(989) 330-2785,eXp Realty,Seattle,WA,25,33,10093116,WA873767,WA,4.5,90,A,realtor_scraper,2026-06-19T07:20:55.931949+00:00
Diane Rodriguez,Diane,Rodriguez,dianer@yahoo.com,(531) 803-3405,D.R. Horton,Tucson,AZ,15,33,3424349,AZ283007,AZ,4.8,84,C,realtor_scraper,2026-06-19T07:20:56.232144+00:00
