id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260729-00001,Margaret Chavez,mchavez@re/max.com,(303) 271-8416,RE/MAX,St. Petersburg,FL,34625,20,79,A,69,MLS Database,2026-07-29T00:47:55Z
CREAM-20260729-00002,Jerry Perry,jerryp@outlook.com,(786) 921-9153,Allen Tate,Raleigh,NC,28520,23,52,A,91,LinkedIn,2026-07-29T04:37:29Z
CREAM-20260729-00003,Donna Patel,dpatel@icloud.com,(704) 749-5195,Allen Tate,Greensboro,NC,27921,5,23,A,96,Brokerage Listings,2026-07-29T00:05:00Z
CREAM-20260729-00004,Brian Myers,bmyers@berkshirehathaway.com,(512) 843-8683,Berkshire Hathaway,Tampa,FL,33181,1,8,A,68,MLS Database,2026-07-29T12:30:09Z
CREAM-20260729-00005,Heather Torres,heathertorres@me.com,(334) 712-8045,Berkshire Hathaway,El Paso,TX,76602,13,66,A,81,Brokerage Listings,2026-07-29T06:44:28Z
CREAM-20260729-00006,Catherine Scott,catherine.scott@yahoo.com,(786) 643-5413,Pacific Sotheby's,Oakland,CA,93547,3,8,A,63,Facebook,2026-07-29T11:17:53Z
CREAM-20260729-00007,Gary Ward,gary.ward@me.com,(718) 836-7406,Coldwell Banker,Oakland,CA,93631,10,25,A,97,Realtor.com,2026-07-29T15:55:38Z
CREAM-20260729-00008,Stephanie Chavez,stephanie_chavez@hotmail.com,(212) 617-8439,eXp Realty,Raleigh,NC,28341,3,22,A,98,NAR Directory,2026-07-29T09:43:50Z
CREAM-20260729-00009,Amy Jones,amyj@me.com,(214) 563-4373,eXp Realty,San Antonio,TX,75184,13,49,A,81,Realtor.com,2026-07-29T02:16:57Z
CREAM-20260729-00010,John Jenkins,john.jenkins@exprealty.com,(513) 553-2960,eXp Realty,Austin,TX,75424,4,8,A,65,Trade Show,2026-07-29T09:03:38Z
CREAM-20260729-00011,Dennis Gray,dgray@homesmart.com,(305) 371-7875,HomeSmart,Scottsdale,AZ,85624,1,9,A,94,Realtor.com,2026-07-29T21:38:29Z
CREAM-20260729-00012,Maria Lewis,maria_lewis@aol.com,(214) 340-7019,Sotheby's International,New York City,NY,13867,14,67,A,69,Brokerage Listings,2026-07-29T10:58:54Z
CREAM-20260729-00013,Kimberly Thomas,kimberlyt@hotmail.com,(214) 431-2902,Keller Williams,Raleigh,NC,27827,8,23,A,99,LinkedIn,2026-07-29T07:35:45Z
CREAM-20260729-00014,Ronald Baker,ronaldb@hotmail.com,(929) 458-1398,Compass,Brooklyn,NY,14975,4,9,A,74,Brokerage Listings,2026-07-29T11:09:18Z
CREAM-20260729-00015,Aaron Kelly,aaron_kelly@gmail.com,(407) 616-8040,Berkshire Hathaway,Jacksonville,FL,34928,5,23,A,90,Website Lead,2026-07-29T04:09:38Z
CREAM-20260729-00016,Helen White,helen.white@outlook.com,(704) 547-8819,Coldwell Banker,Orlando,FL,33648,3,24,A,76,Facebook,2026-07-29T11:47:57Z
CREAM-20260729-00017,Jeffrey Miller,jeffrey.miller@berkshirehathawayhomeservices.com,(614) 720-4869,Berkshire Hathaway HomeServices,Oakland,CA,94491,20,76,A,72,Brokerage Listings,2026-07-29T12:40:58Z
CREAM-20260729-00018,Jennifer Lewis,jennifer.lewis@outlook.com,(602) 788-8081,eXp Realty,Los Angeles,CA,94933,2,9,A,87,Website Lead,2026-07-29T01:01:48Z
CREAM-20260729-00019,Eric Chavez,eric_chavez@me.com,(916) 474-1920,Douglas Elliman,Fort Lauderdale,FL,34984,2,9,A,91,Referral Network,2026-07-29T01:12:03Z
CREAM-20260729-00020,Samuel Brooks,samuel.brooks@aol.com,(704) 699-1269,Compass,Colorado Springs,CO,81394,21,59,A,90,Trade Show,2026-07-29T21:54:27Z
CREAM-20260729-00021,Jason Edwards,jedwards@8zrealestate.com,(602) 706-8674,8z Real Estate,Denver,CO,81381,10,38,A,73,Realtor.com,2026-07-29T00:57:40Z
CREAM-20260729-00022,Nancy Gray,nancyg@compass.com,(805) 296-7905,Compass,Charlotte,NC,28786,2,5,A,83,Brokerage Listings,2026-07-29T13:47:53Z
CREAM-20260729-00023,Andrew Johnson,ajohnson@aol.com,(404) 594-7691,Howard Hanna,Raleigh,NC,28833,4,14,A,82,Referral Network,2026-07-29T01:08:13Z
CREAM-20260729-00024,Jennifer Russell,jennifer_russell@aol.com,(214) 987-7080,RE/MAX,San Diego,CA,91337,16,27,A,85,LinkedIn,2026-07-29T06:21:22Z
CREAM-20260729-00025,Jonathan Bennett,jonathan.bennett@aol.com,(214) 737-3202,Briggs Freeman Sotheby's,Houston,TX,78570,1,8,A,68,Facebook,2026-07-29T13:00:26Z
CREAM-20260729-00026,James Campbell,jamesc@outlook.com,(713) 300-4035,RE/MAX,San Francisco,CA,91462,5,18,A,60,Trade Show,2026-07-29T17:00:56Z
CREAM-20260729-00027,Stephen Wright,stephenw@douglaselliman.com,(415) 306-8525,Douglas Elliman,New York City,NY,12186,1,11,A,86,Trade Show,2026-07-29T12:59:47Z
CREAM-20260729-00028,Jerry Scott,jscott@hotmail.com,(916) 892-9538,Berkshire Hathaway,Tucson,AZ,86747,6,38,A,65,LinkedIn,2026-07-29T11:04:29Z
CREAM-20260729-00029,Rebecca Gray,rebecca.gray@icloud.com,(929) 391-7251,RE/MAX,St. Petersburg,FL,33532,19,61,A,86,Trade Show,2026-07-29T09:47:26Z
CREAM-20260729-00030,Barbara Diaz,barbarad@gmail.com,(718) 655-6331,RE/MAX,Fort Lauderdale,FL,32887,22,66,A,62,Trade Show,2026-07-29T15:21:52Z
CREAM-20260729-00031,Kenneth Chavez,kenneth.chavez@aol.com,(214) 992-7393,Keller Williams Realty,Jacksonville,FL,34752,6,36,A,99,LinkedIn,2026-07-29T11:51:53Z
CREAM-20260729-00032,Matthew Evans,mevans@aol.com,(929) 749-8938,Keller Williams,Phoenix,AZ,85850,10,68,A,85,Cold Outreach,2026-07-29T02:45:42Z
CREAM-20260729-00033,Sarah Hughes,sarahh@icloud.com,(713) 603-3000,Allen Tate,Greensboro,NC,28959,2,11,A,99,Realtor.com,2026-07-29T03:07:37Z
CREAM-20260729-00034,Ashley Diaz,adiaz@aol.com,(714) 684-1759,Coldwell Banker,San Francisco,CA,91106,5,21,A,92,Referral Network,2026-07-29T05:38:24Z
CREAM-20260729-00035,Heather Foster,heatherf@aol.com,(303) 652-9341,Berkshire Hathaway,Charlotte,NC,28926,16,26,A,71,Brokerage Listings,2026-07-29T07:35:58Z
CREAM-20260729-00036,Brandon Reyes,brandon.reyes@herrealtors.com,(234) 822-7649,HER Realtors,Cleveland,OH,44237,4,15,A,72,Facebook,2026-07-29T06:11:24Z
CREAM-20260729-00037,Samantha Roberts,sroberts@berkshirehathaway.com,(972) 859-6278,Berkshire Hathaway,Tampa,FL,33622,2,6,A,62,Brokerage Listings,2026-07-29T09:46:09Z
CREAM-20260729-00038,Emma Gutierrez,emma_gutierrez@gmail.com,(310) 793-4425,Douglas Elliman,Dallas,TX,78361,18,30,A,87,MLS Database,2026-07-29T21:30:04Z
CREAM-20260729-00039,Anna Reyes,annareyes@me.com,(720) 461-4483,Huntington Real Estate,Cleveland,OH,44264,15,66,A,81,LinkedIn,2026-07-29T09:26:56Z
CREAM-20260729-00040,Laura Brown,lbrown@aol.com,(305) 959-7397,Keller Williams Realty,Fort Lauderdale,FL,34973,3,14,A,91,Realtor.com,2026-07-29T07:38:52Z
CREAM-20260729-00041,Joseph Hernandez,joseph_hernandez@outlook.com,(614) 434-4471,eXp Realty,Raleigh,NC,28779,12,76,A,70,NAR Directory,2026-07-29T12:00:15Z
CREAM-20260729-00042,Gregory Wilson,gregory_wilson@aol.com,(303) 832-7014,RE/MAX,Charlotte,NC,27632,1,4,A,87,Trade Show,2026-07-29T11:46:17Z
CREAM-20260729-00043,Patricia Martin,patricia.martin@corcorangroup.com,(980) 819-4292,Corcoran Group,Queens,NY,14505,18,55,A,80,Brokerage Listings,2026-07-29T09:16:13Z
CREAM-20260729-00044,Katherine Scott,katherine.scott@yahoo.com,(512) 643-1427,Berkshire Hathaway,Austin,TX,76731,24,72,A,68,LinkedIn,2026-07-29T10:32:26Z
CREAM-20260729-00045,Ronald Taylor,ronaldtaylor@hotmail.com,(919) 876-7062,RE/MAX,Phoenix,AZ,86364,19,36,A,70,Trade Show,2026-07-29T10:59:54Z
CREAM-20260729-00046,Jessica James,jessica.james@corcorangroup.com,(916) 252-8923,Corcoran Group,New York City,NY,14560,20,33,A,76,Website Lead,2026-07-29T04:59:20Z
CREAM-20260729-00047,William Perry,william_perry@yahoo.com,(305) 281-8531,Coldwell Banker,Miami,FL,33682,4,18,A,74,Website Lead,2026-07-29T19:34:08Z
CREAM-20260729-00048,David Sanders,davidsanders@hotmail.com,(305) 959-3435,RE/MAX,Fort Lauderdale,FL,32762,5,11,A,89,Brokerage Listings,2026-07-29T03:36:11Z
CREAM-20260729-00049,Larry Cruz,lcruz@re/max.com,(980) 577-6968,RE/MAX,Denver,CO,80413,19,63,A,78,Realtor.com,2026-07-29T16:59:42Z
CREAM-20260729-00050,Melissa Mitchell,melissa_mitchell@yahoo.com,(212) 667-4692,eXp Realty,Denver,CO,81613,23,74,A,79,Realtor.com,2026-07-29T05:23:07Z
CREAM-20260729-00051,Mary Myers,mmyers@douglaselliman.com,(469) 893-7524,Douglas Elliman,Jacksonville,FL,32240,23,43,A,85,LinkedIn,2026-07-29T15:02:09Z
CREAM-20260729-00052,Heather Stewart,heatherstewart@outlook.com,(407) 405-3970,Russell Lyon Sotheby's,Phoenix,AZ,86682,4,15,A,100,Brokerage Listings,2026-07-29T20:52:13Z
CREAM-20260729-00053,John Turner,jturner@allentate.com,(919) 207-9050,Allen Tate,Greensboro,NC,27773,12,29,A,68,Cold Outreach,2026-07-29T19:01:49Z
CREAM-20260729-00054,Ruth Smith,rsmith@exprealty.com,(713) 565-3957,eXp Realty,Greensboro,NC,28517,5,8,A,95,MLS Database,2026-07-29T12:46:31Z
