id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260723-00001,Jack Flores,jflores@re/max.com,(303) 776-6476,RE/MAX,Cleveland,OH,44956,24,50,A,94,Facebook,2026-07-23T01:13:13Z
CREAM-20260723-00002,Betty Ruiz,bettyruiz@gmail.com,(805) 735-3785,Russell Lyon Sotheby's,Tucson,AZ,85810,15,50,A,92,Realtor.com,2026-07-23T06:34:31Z
CREAM-20260723-00003,Katherine Ramos,kramos@hotmail.com,(972) 804-1470,Keller Williams,Staten Island,NY,11862,19,80,A,85,Cold Outreach,2026-07-23T08:38:05Z
CREAM-20260723-00004,Barbara Bennett,barbarab@hotmail.com,(786) 308-6171,Allie Beth Allman,Houston,TX,79887,3,19,A,91,Trade Show,2026-07-23T11:02:50Z
CREAM-20260723-00005,Debra Rogers,debrar@gmail.com,(310) 775-4062,Keller Williams Realty,Long Beach,CA,90800,5,18,A,99,Referral Network,2026-07-23T17:23:38Z
CREAM-20260723-00006,Michael Torres,michael.torres@re/max.com,(512) 617-5015,RE/MAX,Cincinnati,OH,43681,16,52,A,73,Brokerage Listings,2026-07-23T14:11:58Z
CREAM-20260723-00007,Aaron King,aaronk@exprealty.com,(646) 599-1121,eXp Realty,Cleveland,OH,44787,2,10,A,78,Realtor.com,2026-07-23T22:39:10Z
CREAM-20260723-00008,Christine Ramos,christiner@aol.com,(310) 423-7764,RE/MAX,Aurora,CO,80800,1,7,A,61,Realtor.com,2026-07-23T07:27:26Z
CREAM-20260723-00009,Matthew Lewis,matthewl@hotmail.com,(614) 794-4584,Coldwell Banker,San Jose,CA,92128,17,73,A,93,Cold Outreach,2026-07-23T21:02:44Z
CREAM-20260723-00010,Amy Ward,amyw@coldwellbanker.com,(929) 412-5964,Coldwell Banker,El Paso,TX,79625,2,9,A,64,Cold Outreach,2026-07-23T20:01:01Z
CREAM-20260723-00011,Carol Nelson,cnelson@gmail.com,(704) 650-5767,Berkshire Hathaway,Mesa,AZ,86394,1,3,A,92,Realtor.com,2026-07-23T04:15:27Z
CREAM-20260723-00012,Samantha Ward,samantha.ward@compass.com,(469) 380-1948,Compass,Charlotte,NC,28298,21,52,A,70,Referral Network,2026-07-23T11:19:12Z
CREAM-20260723-00013,Brenda Morales,bmorales@me.com,(614) 397-9967,Douglas Elliman,Dallas,TX,75356,2,12,A,91,Realtor.com,2026-07-23T12:58:16Z
CREAM-20260723-00014,Heather Davis,hdavis@kellerwilliams.com,(602) 663-7965,Keller Williams,Queens,NY,14188,10,32,A,98,Realtor.com,2026-07-23T23:04:02Z
CREAM-20260723-00015,Nancy Johnson,njohnson@yahoo.com,(916) 704-5054,Briggs Freeman Sotheby's,Fort Worth,TX,76179,0,4,A,69,Facebook,2026-07-23T03:22:40Z
CREAM-20260723-00016,Anthony Baker,abaker@aol.com,(415) 861-2659,Coldwell Banker,San Jose,CA,90705,7,32,A,87,Facebook,2026-07-23T03:25:50Z
CREAM-20260723-00017,Sharon Adams,sharon.adams@kellerwilliams.com,(805) 275-6386,Keller Williams,Mesa,AZ,86295,9,30,A,84,Trade Show,2026-07-23T16:46:45Z
CREAM-20260723-00018,Catherine Gonzalez,catherine_gonzalez@outlook.com,(407) 519-9413,eXp Realty,Charlotte,NC,27153,5,14,A,93,Referral Network,2026-07-23T19:33:45Z
CREAM-20260723-00019,Charles Murphy,charles.murphy@gmail.com,(469) 676-8416,Compass,St. Petersburg,FL,32218,8,31,A,60,Trade Show,2026-07-23T21:35:53Z
CREAM-20260723-00020,Stephanie Richardson,stephanier@livsothebys.com,(404) 521-7563,LIV Sotheby's,Denver,CO,80471,10,37,A,76,Cold Outreach,2026-07-23T19:55:23Z
CREAM-20260723-00021,Jessica Diaz,jessicadiaz@aol.com,(919) 826-3295,eXp Realty,El Paso,TX,78390,10,50,A,66,Realtor.com,2026-07-23T17:09:58Z
CREAM-20260723-00022,David Johnson,djohnson@icloud.com,(305) 479-7742,Compass,Denver,CO,80824,5,25,A,98,Facebook,2026-07-23T21:09:55Z
CREAM-20260723-00023,Ruth Reed,rreed@kellerwilliams.com,(916) 951-9733,Keller Williams,Columbus,OH,43588,1,8,A,61,NAR Directory,2026-07-23T10:05:46Z
CREAM-20260723-00024,Donald Castillo,donald_castillo@yahoo.com,(310) 525-5719,Pacific Sotheby's,Los Angeles,CA,91898,3,19,A,72,Facebook,2026-07-23T19:56:54Z
CREAM-20260723-00025,Steven Lopez,stevenl@berkshirehathaway.com,(704) 784-3432,Berkshire Hathaway,Tucson,AZ,85968,21,33,A,91,Referral Network,2026-07-23T22:39:47Z
CREAM-20260723-00026,Thomas Howard,thomas.howard@yahoo.com,(718) 493-3241,HomeSmart,Scottsdale,AZ,85818,0,2,A,77,Realtor.com,2026-07-23T20:44:13Z
