id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260914-00001,Lisa Scott,Lisa Scott,Lisa,Scott,lscott@herrealtors.com,(415) 724-7461,HER Realtors,HER Realtors,Cleveland,Cleveland,OH,43390,3,23,23,6549330,3.1,A,99,MLS Database,Large (51-200 agents),2026-09-14T16:50:04Z
CREAM-20260914-00002,Tyler Stewart,Tyler Stewart,Tyler,Stewart,tylerstewart@me.com,(234) 469-5559,Briggs Freeman Sotheby's,Briggs Freeman Sotheby's,Houston,Houston,TX,79885,25,47,47,20330874,3.5,A,65,MLS Database,Independent,2026-09-14T03:11:24Z
CREAM-20260914-00003,Sharon Nguyen,Sharon Nguyen,Sharon,Nguyen,sharonn@re/max.com,(720) 733-7733,RE/MAX,RE/MAX,Colorado Springs,Colorado Springs,CO,81266,9,36,36,23148790,3.5,A,98,LinkedIn,Mid-size (11-50 agents),2026-09-14T17:06:15Z
CREAM-20260914-00004,Amy Cooper,Amy Cooper,Amy,Cooper,amy.cooper@outlook.com,(786) 378-7923,RE/MAX,RE/MAX,Colorado Springs,Colorado Springs,CO,80868,25,44,44,27584014,4.6,A,86,Website Lead,Large (51-200 agents),2026-09-14T00:14:35Z
CREAM-20260914-00005,Ruth Carter,Ruth Carter,Ruth,Carter,rcarter@re/max.com,(469) 770-9999,RE/MAX,RE/MAX,Los Angeles,Los Angeles,CA,91689,2,12,12,9686743,3.2,A,62,Realtor.com,Boutique (2-10 agents),2026-09-14T19:48:14Z
CREAM-20260914-00006,Joshua Chavez,Joshua Chavez,Joshua,Chavez,jchavez@outlook.com,(234) 780-6743,Keller Williams Realty,Keller Williams Realty,Jacksonville,Jacksonville,FL,34939,8,15,15,4800472,4.5,A,94,Brokerage Listings,Mid-size (11-50 agents),2026-09-14T06:54:34Z
CREAM-20260914-00007,Alexander Richardson,Alexander Richardson,Alexander,Richardson,alexanderrichardson@outlook.com,(305) 429-2954,RE/MAX,RE/MAX,Greensboro,Greensboro,NC,27776,4,23,23,10335772,3.8,A,88,Trade Show,Large (51-200 agents),2026-09-14T19:30:18Z
CREAM-20260914-00008,Emma Hernandez,Emma Hernandez,Emma,Hernandez,ehernandez@me.com,(704) 876-1924,Berkshire Hathaway HomeServices,Berkshire Hathaway HomeServices,San Jose,San Jose,CA,92559,2,8,8,6849460,4.6,A,90,LinkedIn,Boutique (2-10 agents),2026-09-14T19:17:58Z
CREAM-20260914-00009,Kathleen Morgan,Kathleen Morgan,Kathleen,Morgan,kathleenm@coldwellbanker.com,(720) 455-9616,Coldwell Banker,Coldwell Banker,Greensboro,Greensboro,NC,27834,11,73,73,24181559,4.7,A,82,Brokerage Listings,Mid-size (11-50 agents),2026-09-14T02:22:18Z
CREAM-20260914-00010,Angela Watson,Angela Watson,Angela,Watson,angelaw@exprealty.com,(786) 209-3805,eXp Realty,eXp Realty,San Francisco,San Francisco,CA,92316,4,16,16,15163070,3.4,A,91,Realtor.com,Enterprise (200+ agents),2026-09-14T04:47:37Z
