id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260815-00001,Laura Scott,Laura Scott,Laura,Scott,laurascott@yahoo.com,(310) 958-8790,eXp Realty,eXp Realty,Houston,Houston,TX,78635,1,3,3,989424,4.1,A,91,Cold Outreach,Mid-size (11-50 agents),2026-08-15T04:39:35Z
CREAM-20260815-00002,Laura Williams,Laura Williams,Laura,Williams,laura.williams@alliebethallman.com,(303) 831-4980,Allie Beth Allman,Allie Beth Allman,Houston,Houston,TX,79743,9,26,26,10398722,3.1,A,80,Cold Outreach,Boutique (2-10 agents),2026-08-15T16:55:53Z
CREAM-20260815-00003,Michael Watson,Michael Watson,Michael,Watson,michaelwatson@yahoo.com,(929) 215-9126,Pacific Sotheby's,Pacific Sotheby's,San Diego,San Diego,CA,96815,16,77,77,84209599,3.2,A,70,LinkedIn,Enterprise (200+ agents),2026-08-15T18:35:33Z
CREAM-20260815-00004,Samuel Perry,Samuel Perry,Samuel,Perry,samuel_perry@gmail.com,(805) 311-5345,Coldwell Banker,Coldwell Banker,Raleigh,Raleigh,NC,27906,23,77,77,19024500,3.2,A,79,Referral Network,Large (51-200 agents),2026-08-15T13:05:25Z
CREAM-20260815-00005,Samuel Powell,Samuel Powell,Samuel,Powell,samuel_powell@outlook.com,(929) 210-4840,Cutler Real Estate,Cutler Real Estate,Cincinnati,Cincinnati,OH,43518,23,47,47,11698617,3.5,A,90,Cold Outreach,Enterprise (200+ agents),2026-08-15T10:46:03Z
CREAM-20260815-00006,Grace Nelson,Grace Nelson,Grace,Nelson,gracen@me.com,(929) 899-1343,RE/MAX,RE/MAX,Cleveland,Cleveland,OH,44417,14,75,75,18664333,4.0,A,83,Cold Outreach,Large (51-200 agents),2026-08-15T22:31:50Z
CREAM-20260815-00007,Janet Diaz,Janet Diaz,Janet,Diaz,jdiaz@compass.com,(718) 690-5684,Compass,Compass,San Jose,San Jose,CA,91748,17,57,57,36672052,3.0,A,95,NAR Directory,Independent,2026-08-15T15:54:44Z
CREAM-20260815-00008,Cynthia Castillo,Cynthia Castillo,Cynthia,Castillo,cynthia.castillo@re/max.com,(602) 661-4285,RE/MAX,RE/MAX,San Jose,San Jose,CA,92964,22,35,35,31048429,3.2,A,95,NAR Directory,Boutique (2-10 agents),2026-08-15T23:48:55Z
CREAM-20260815-00009,Dennis Baker,Dennis Baker,Dennis,Baker,dennisb@alliebethallman.com,(407) 366-9874,Allie Beth Allman,Allie Beth Allman,San Antonio,San Antonio,TX,75816,22,37,37,9537607,4.3,A,97,Referral Network,Boutique (2-10 agents),2026-08-15T04:33:47Z
CREAM-20260815-00010,Ruth Jackson,Ruth Jackson,Ruth,Jackson,rjackson@me.com,(805) 443-1816,Douglas Elliman,Douglas Elliman,Miami,Miami,FL,33453,18,59,59,21595977,3.9,A,84,Facebook,Large (51-200 agents),2026-08-15T05:24:05Z
CREAM-20260815-00011,Susan Moore,Susan Moore,Susan,Moore,susanm@yahoo.com,(919) 480-3928,Century 21,Century 21,Fort Lauderdale,Fort Lauderdale,FL,32658,14,56,56,21213269,3.3,A,90,Facebook,Boutique (2-10 agents),2026-08-15T09:36:23Z
CREAM-20260815-00012,Kevin Powell,Kevin Powell,Kevin,Powell,kevin.powell@hotmail.com,(929) 571-3223,Keller Williams,Keller Williams,San Antonio,San Antonio,TX,75453,0,0,0,0,4.3,A,82,Brokerage Listings,Large (51-200 agents),2026-08-15T14:19:36Z
CREAM-20260815-00013,Juan Kelly,Juan Kelly,Juan,Kelly,juan_kelly@yahoo.com,(212) 415-3255,eXp Realty,eXp Realty,Raleigh,Raleigh,NC,27539,0,5,5,1561675,3.9,A,67,Brokerage Listings,Boutique (2-10 agents),2026-08-15T22:43:29Z
CREAM-20260815-00014,Rachel Carter,Rachel Carter,Rachel,Carter,rachel_carter@yahoo.com,(704) 705-6224,Nest Seekers,Nest Seekers,Staten Island,Staten Island,NY,10693,4,19,19,14568693,3.2,A,60,Realtor.com,Large (51-200 agents),2026-08-15T20:02:55Z
CREAM-20260815-00015,Stephen Morales,Stephen Morales,Stephen,Morales,stephen.morales@me.com,(305) 889-4061,Keller Williams,Keller Williams,Phoenix,Phoenix,AZ,86871,2,8,8,2720143,3.5,A,90,Website Lead,Large (51-200 agents),2026-08-15T16:22:50Z
CREAM-20260815-00016,Patrick Watson,Patrick Watson,Patrick,Watson,patrickw@compass.com,(614) 452-4556,Compass,Compass,San Jose,San Jose,CA,94386,24,47,47,31063304,3.1,A,61,Referral Network,Boutique (2-10 agents),2026-08-15T18:30:15Z
CREAM-20260815-00017,Debra Taylor,Debra Taylor,Debra,Taylor,dtaylor@outlook.com,(972) 676-9183,RE/MAX,RE/MAX,Charlotte,Charlotte,NC,28212,15,48,48,12452533,3.9,A,67,Cold Outreach,Enterprise (200+ agents),2026-08-15T20:23:31Z
