full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Noah Grant,Noah,Grant,noah.grant@gmail.com,(330) 689-8427,David Weekley Homes,Sugar Land,TX,4,8,2121920,TX567471,TX,5.0,76,C,realtor_scraper,2026-08-30T06:32:32.624260+00:00
Melissa Gomez,Melissa,Gomez,mgomez@yahoo.com,(628) 687-4274,Help-U-Sell,Killeen,TX,3,9,3827925,TX73769,TX,4.6,78,B,realtor_scraper,2026-08-30T06:32:32.617700+00:00
Nicole Tran,Nicole,Tran,nicole.tran@compass.com,(859) 181-2741,Better Homes and Gardens Real Estate,Edison,NJ,4,19,8925934,NJ748328,NJ,3.3,83,C,realtor_scraper,2026-08-30T06:32:32.624166+00:00
Christopher Ramos,Christopher,Ramos,ramoschristopher@broker.com,(712) 752-2850,Help-U-Sell,Independence,MO,2,3,877212,MO861230,MO,3.3,67,C,realtor_scraper,2026-08-30T06:32:32.625251+00:00
Maria Powell,Maria,Powell,mpowell@outlook.com,(947) 923-3292,NVR Homes,Nampa,ID,1,1,366888,ID289451,ID,4.3,63,C,realtor_scraper,2026-08-30T06:32:32.624349+00:00
James Chavez,James,Chavez,jamesc@trulia.com,(503) 379-5241,Cushman & Wakefield,Daly City,CA,5,4,1012932,CA483186,CA,3.4,74,C,realtor_scraper,2026-08-30T06:32:32.622786+00:00
Bradley Kelly,Bradley,Kelly,bradleykelly@realtor.com,(917) 817-5655,Cushman & Wakefield,Knoxville,TN,5,7,1754137,TN913021,TN,3.2,80,B,realtor_scraper,2026-08-30T06:32:32.621246+00:00
Jean Green,Jean,Green,jgreen@coldwellbanker.com,(629) 591-1816,AvalonBay Communities,Beaumont,TX,1,10,3212110,TX679132,TX,4.1,72,C,realtor_scraper,2026-08-30T06:32:32.623995+00:00
Nicole Webb,Nicole,Webb,nicole.webb@realtor.com,(701) 991-6077,Engel & Volkers,Washington,DC,11,34,23623506,DC71075,DC,4.0,100,A,realtor_scraper,2026-08-30T06:32:32.616526+00:00
Christine Salazar,Christine,Salazar,christinesalazar@gmail.com,(660) 377-2200,J.P. Morgan Real Estate,Nashville,TN,8,16,11026208,TN752428,TN,4.3,96,A,realtor_scraper,2026-08-30T06:32:32.615525+00:00
Sam Hall,Sam,Hall,samhall@hotmail.com,(972) 543-8811,Pulte Homes,Gilbert,AZ,14,27,10140228,AZ350853,AZ,3.1,100,A,realtor_scraper,2026-08-30T06:32:32.614988+00:00
Sean Burns,Sean,Burns,sean.burns@outlook.com,(320) 475-6544,HomeSmart,Mesa,AZ,14,16,5989456,AZ885402,AZ,4.6,100,A,realtor_scraper,2026-08-30T06:32:32.614762+00:00
Austin Munoz,Austin,Munoz,austinm@bhhs.com,(435) 538-3902,Weichert Realtors,Las Cruces,NM,0,5,1336490,NM937150,NM,3.7,65,C,realtor_scraper,2026-08-30T06:32:32.625240+00:00
Julie Reynolds,Julie,Reynolds,jreynolds@century21.com,(225) 121-5422,Newmark Grubb Knight Frank,Las Vegas,NV,3,14,5799612,NV530173,NV,3.8,85,A,realtor_scraper,2026-08-30T06:32:32.613165+00:00
Laura Bell,Laura,Bell,laurabell@realty.com,(224) 266-9938,Re/Max,Boise,ID,15,24,10617768,ID213263,ID,3.8,98,B,realtor_scraper,2026-08-30T06:32:32.617472+00:00
Ruth Weaver,Ruth,Weaver,ruthw@trulia.com,(802) 358-4165,Colliers International,Tampa,FL,10,32,15822912,FL927041,FL,4.9,100,A,realtor_scraper,2026-08-30T06:32:32.615490+00:00
Victoria Reynolds,Victoria,Reynolds,vreynolds@homes.com,(641) 211-8387,Taylor Morrison,Greensboro,NC,8,15,6615480,NC646317,NC,4.8,96,A,realtor_scraper,2026-08-30T06:32:32.616706+00:00
Sharon Hayes,Sharon,Hayes,sharonhayes@kw.com,(305) 921-8048,Berkshire Hathaway HomeServices,Cincinnati,OH,10,29,17685766,OH397846,OH,4.2,100,A,realtor_scraper,2026-08-30T06:32:32.613517+00:00
Thomas Meyer,Thomas,Meyer,thomasm@bhhs.com,(317) 481-2750,Intero Real Estate,Reno,NV,9,34,26176566,NV111680,NV,4.8,98,A,realtor_scraper,2026-08-30T06:32:32.615282+00:00
Melissa Anderson,Melissa,Anderson,melissaanderson@homes.com,(248) 531-1398,Realty World,Boulder,CO,4,17,4427174,CO617618,CO,4.5,83,C,realtor_scraper,2026-08-30T06:32:32.624501+00:00
Diane Gray,Diane,Gray,dianeg@nextdoor.com,(806) 595-7710,Pulte Homes,Elgin,IL,11,12,8131140,IL938417,IL,4.8,95,B,realtor_scraper,2026-08-30T06:32:32.620565+00:00
Angela Freeman,Angela,Freeman,angelafreeman@realtor.com,(561) 438-7382,Dickson Realty,Minneapolis,MN,7,34,14251576,MN846714,MN,4.0,94,A,realtor_scraper,2026-08-30T06:32:32.614659+00:00
Alexis Fisher,Alexis,Fisher,afisher@realtyonegroup.com,(607) 744-5606,Engel & Volkers,Springfield,MO,6,35,16831920,MO415074,MO,4.1,90,B,realtor_scraper,2026-08-30T06:32:32.619082+00:00
Ralph Long,Ralph,Long,ralphl@yahoo.com,(840) 215-7661,AvalonBay Communities,New Haven,CT,6,10,5195480,CT544271,CT,3.7,85,B,realtor_scraper,2026-08-30T06:32:32.619720+00:00
Heather Watson,Heather,Watson,watsonheather@century21.com,(208) 868-4169,AvalonBay Communities,Winston-Salem,NC,6,11,6830934,NC546630,NC,4.0,86,B,realtor_scraper,2026-08-30T06:32:32.619118+00:00
Cole Dixon,Cole,Dixon,coledixon@bhhs.com,(513) 731-8219,Century 21,Athens,GA,3,13,5848401,GA311309,GA,4.4,79,C,realtor_scraper,2026-08-30T06:32:32.622550+00:00
Dale Carter,Dale,Carter,dcarter@bhhs.com,(646) 261-4993,Redfin,Mesa,AZ,9,23,12548156,AZ203650,AZ,4.9,98,A,realtor_scraper,2026-08-30T06:32:32.612458+00:00
Rebecca Munoz,Rebecca,Munoz,rebeccam@agent.com,(903) 777-7163,eXp Realty,Rochester,NY,9,28,13363308,NY469337,NY,3.9,96,B,realtor_scraper,2026-08-30T06:32:32.617680+00:00
Dylan Robertson,Dylan,Robertson,dylanr@icloud.com,(314) 887-3649,J.P. Morgan Real Estate,Nashville,TN,15,18,8922312,TN189299,TN,4.3,100,A,realtor_scraper,2026-08-30T06:32:32.614804+00:00
