full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Brenda Rogers,Brenda,Rogers,brenda.rogers@coldwellbanker.com,(715) 469-8722,Berkshire Hathaway,Colorado Springs,CO,8,27,11601638,CO751425,CO,4.8,100,C,realtor_scraper,2026-06-02T07:08:04.372591+00:00
Nicole Kim,Nicole,Kim,kim.nicole@sothebysrealty.com,(419) 952-7946,KB Home,Milwaukee,WI,2,34,3118930,WI406310,WI,4.1,65,C,realtor_scraper,2026-06-02T07:08:04.468432+00:00
Charles Walker,Charles,Walker,charles97@coldwellbanker.com,(512) 390-7260,Beazer Homes,Charlotte,NC,2,13,7290123,NC605050,NC,3.7,68,A,realtor_scraper,2026-06-02T07:08:04.270446+00:00
Robert Richardson,Robert,Richardson,richardson.robert@kw.com,(507) 297-9079,Taylor Morrison,Denver,CO,23,5,118148,CO378379,CO,4.6,77,A,realtor_scraper,2026-06-02T07:08:04.267823+00:00
Patrick Scott,Patrick,Scott,patrick.scott@outlook.com,(606) 401-9017,Douglas Elliman,Colorado Springs,CO,0,43,11794760,CO309612,CO,3.5,75,C,realtor_scraper,2026-06-02T07:08:04.468519+00:00
Paul Sanchez,Paul,Sanchez,sanchez.paul@remax.net,(951) 308-2820,The Agency,Baltimore,MD,0,32,7102936,MD566162,MD,4.2,92,B,realtor_scraper,2026-06-02T07:08:04.370138+00:00
Jason Rogers,Jason,Rogers,jason47@kw.com,(775) 222-9060,Vylla Home,Seattle,WA,4,28,11412527,WA681457,WA,3.6,71,A,realtor_scraper,2026-06-02T07:08:04.269009+00:00
Janet Nelson,Janet,Nelson,jnelson@redfin.com,(224) 527-5774,Lennar,Phoenix,AZ,10,3,1810419,AZ144248,AZ,4.4,94,A,realtor_scraper,2026-06-02T07:08:04.267692+00:00
Jeffrey Hall,Jeffrey,Hall,jeffreyh@weichert.com,(786) 519-6240,Realty One Group,Los Angeles,CA,1,24,11529685,CA970273,CA,4.5,85,A,realtor_scraper,2026-06-02T07:08:04.270558+00:00
Raymond Gray,Raymond,Gray,gray.raymond@outlook.com,(975) 510-7412,KB Home,New Orleans,LA,11,10,13031304,LA488694,LA,4.4,100,C,realtor_scraper,2026-06-02T07:08:04.467085+00:00
Maria Rogers,Maria,Rogers,maria.rogers@outlook.com,(309) 248-3130,NVR,Denver,CO,1,6,1559530,CO921287,CO,3.8,64,A,realtor_scraper,2026-06-02T07:08:04.270510+00:00
Kenneth Lopez,Kenneth,Lopez,kenneth.lopez@yahoo.com,(731) 834-1609,HomeSmart,Seattle,WA,3,34,8217393,WA904975,WA,4.6,68,A,realtor_scraper,2026-06-02T07:08:04.269443+00:00
Alexander Hill,Alexander,Hill,ahill@sothebysrealty.com,(505) 702-1598,Sotheby's,St. Louis,MO,4,39,11008575,MO552313,MO,4.6,85,B,realtor_scraper,2026-06-02T07:08:04.369234+00:00
Sandra Price,Sandra,Price,price.sandra@homesmart.com,(220) 226-5839,Ryan Homes,Phoenix,AZ,4,39,6246212,AZ261440,AZ,4.4,86,A,realtor_scraper,2026-06-02T07:08:04.270073+00:00
Nancy Myers,Nancy,Myers,nancy18@hotmail.com,(415) 698-4629,Vylla Home,Austin,TX,18,13,4709781,TX797335,TX,4.8,67,A,realtor_scraper,2026-06-02T07:08:04.173033+00:00
David Mendoza,David,Mendoza,mendoza.david@berkshirehathawayhs.com,(970) 307-5335,Compass,Atlanta,GA,23,10,12199435,GA314389,GA,4.5,77,A,realtor_scraper,2026-06-02T07:08:04.268317+00:00
Robert Hill,Robert,Hill,robert24@yahoo.com,(319) 578-7235,Zillow Premier,Kansas City,MO,1,42,11065424,MO857006,MO,4.6,97,B,realtor_scraper,2026-06-02T07:08:04.370667+00:00
Alexander Cooper,Alexander,Cooper,alexander.cooper@coldwellbanker.com,(231) 738-5143,Sotheby's,Colorado Springs,CO,4,45,7905957,CO780189,CO,3.8,68,C,realtor_scraper,2026-06-02T07:08:04.467497+00:00
Andrew Wright,Andrew,Wright,andrew.wright@berkshirehathawayhs.com,(641) 772-7962,Ryan Homes,New Orleans,LA,4,34,11843716,LA135859,LA,4.7,98,C,realtor_scraper,2026-06-02T07:08:04.467950+00:00
Rachel White,Rachel,White,white.rachel@redfin.com,(404) 865-8053,Vylla Home,Nashville,TN,12,33,11301992,TN667825,TN,4.9,80,A,realtor_scraper,2026-06-02T07:08:04.173133+00:00
