full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Paul Nelson,Paul,Nelson,nelson.paul@weichert.com,(901) 267-1084,M/I Homes,St. Louis,MO,7,27,1829310,MO977862,MO,4.0,75,B,realtor_scraper,2026-04-02T06:24:31.953405+00:00
Sarah Thomas,Sarah,Thomas,sarah99@berkshirehathawayhs.com,(412) 988-1403,NVR,Detroit,MI,21,21,3677645,MI259991,MI,4.2,91,B,realtor_scraper,2026-04-02T06:24:31.953436+00:00
Christopher Thompson,Christopher,Thompson,cthompson@berkshirehathawayhs.com,(773) 287-3330,Vylla Home,Chicago,IL,23,24,11733700,IL763363,IL,4.4,83,A,realtor_scraper,2026-04-02T06:24:31.953452+00:00
Melissa Clark,Melissa,Clark,melissac@realtor.com,(480) 882-6161,United Real Estate,Milwaukee,WI,9,12,2088136,WI488456,WI,3.6,82,C,realtor_scraper,2026-04-02T06:24:31.953471+00:00
Ronald Campbell,Ronald,Campbell,ronald10@gmail.com,(207) 759-4838,D.R. Horton,Las Vegas,NV,22,40,13889841,NV601298,NV,4.6,100,A,realtor_scraper,2026-04-02T06:24:31.953483+00:00
Diane Green,Diane,Green,dianeg@remax.net,(205) 327-7182,Nest Seekers,Louisville,KY,2,6,937074,KY537636,KY,4.2,66,C,realtor_scraper,2026-04-02T06:24:31.953494+00:00
Kevin Bailey,Kevin,Bailey,kevin34@gmail.com,(920) 983-6222,Tri Pointe Homes,Atlanta,GA,9,10,14025024,GA898356,GA,4.2,83,A,realtor_scraper,2026-04-02T06:24:31.953505+00:00
Margaret Martin,Margaret,Martin,margaretm@yahoo.com,(858) 231-2925,Weichert,St. Louis,MO,13,46,8196700,MO552913,MO,3.6,76,B,realtor_scraper,2026-04-02T06:24:31.953515+00:00
Barbara Lewis,Barbara,Lewis,blewis@exprealty.com,(272) 385-2305,Toll Brothers,Columbus,OH,10,25,2734618,OH299723,OH,4.0,79,B,realtor_scraper,2026-04-02T06:24:31.953525+00:00
Linda Ward,Linda,Ward,ward.linda@sothebysrealty.com,(814) 565-5313,Redfin,Tampa,FL,14,16,6888292,FL743482,FL,3.6,92,A,realtor_scraper,2026-04-02T06:24:31.953536+00:00
Linda Adams,Linda,Adams,adams.linda@exprealty.com,(973) 801-6618,Berkshire Hathaway,Chicago,IL,14,18,11049946,IL135157,IL,4.5,98,A,realtor_scraper,2026-04-02T06:24:31.953545+00:00
Mark Ramirez,Mark,Ramirez,markr@berkshirehathawayhs.com,(417) 693-1890,Coldwell Banker,Virginia Beach,VA,5,33,8505524,VA518970,VA,4.2,68,C,realtor_scraper,2026-04-02T06:24:31.953554+00:00
Linda Long,Linda,Long,llong@redfin.com,(814) 388-9208,Compass,Albuquerque,NM,9,17,13774330,NM321999,NM,3.6,75,C,realtor_scraper,2026-04-02T06:24:31.953564+00:00
Anthony Cook,Anthony,Cook,anthonyc@century21.com,(269) 972-7842,LGI Homes,Louisville,KY,10,35,10639694,KY360111,KY,4.9,95,C,realtor_scraper,2026-04-02T06:24:31.953576+00:00
Jonathan Rogers,Jonathan,Rogers,jrogers@berkshirehathawayhs.com,(303) 607-2497,Tri Pointe Homes,Philadelphia,PA,16,30,6648355,PA352350,PA,4.8,94,A,realtor_scraper,2026-04-02T06:24:31.953586+00:00
Daniel Ramirez,Daniel,Ramirez,dramirez@sothebysrealty.com,(630) 907-8922,HomeSmart,Baton Rouge,LA,5,21,7652792,LA461903,LA,3.8,82,C,realtor_scraper,2026-04-02T06:24:31.953599+00:00
Gary Perez,Gary,Perez,gary.perez@berkshirehathawayhs.com,(510) 315-8733,Nest Seekers,Virginia Beach,VA,1,5,85093,VA361901,VA,3.8,60,C,realtor_scraper,2026-04-02T06:24:31.953609+00:00
Amanda Hernandez,Amanda,Hernandez,amanda60@realtyonegroup.com,(915) 638-4623,Tri Pointe Homes,Cincinnati,OH,20,40,4692991,OH962490,OH,3.7,90,B,realtor_scraper,2026-04-02T06:24:31.953619+00:00
Dennis Moore,Dennis,Moore,dennism@century21.com,(408) 330-9885,RE/MAX,Seattle,WA,16,24,7863745,WA438033,WA,4.8,63,A,realtor_scraper,2026-04-02T06:24:31.953628+00:00
Catherine Rodriguez,Catherine,Rodriguez,rodriguez.catherine@coldwellbanker.com,(315) 231-2437,Beazer Homes,Reno,NV,14,28,6751175,NV645928,NV,4.7,70,C,realtor_scraper,2026-04-02T06:24:31.953638+00:00
Samantha Mitchell,Samantha,Mitchell,samantha.mitchell@hotmail.com,(610) 277-4088,Better Homes & Gardens,Minneapolis,MN,15,13,3988539,MN114605,MN,4.8,70,B,realtor_scraper,2026-04-02T06:24:31.953648+00:00
Steven Lewis,Steven,Lewis,steven19@century21.com,(360) 668-7580,Berkshire Hathaway,Las Vegas,NV,10,11,10561472,NV931896,NV,4.2,95,A,realtor_scraper,2026-04-02T06:24:31.953667+00:00
