full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Heather Harrison,Heather,Harrison,heatherh@bhhs.com,(662) 901-4099,Perry Homes,Philadelphia,PA,4,5,1641450,PA614667,PA,4.4,78,A,realtor_scraper,2026-04-08T06:23:06.756238+00:00
Kayla Ferguson,Kayla,Ferguson,kaylaf@homes.com,(614) 972-5339,Berkshire Hathaway HomeServices,Columbus,OH,6,21,16713648,OH427251,OH,4.5,92,A,realtor_scraper,2026-04-08T06:23:06.658286+00:00
Johnny Thomas,Johnny,Thomas,jthomas@kw.com,(760) 942-5209,Beazer Homes,Tampa,FL,17,27,17752608,FL314072,FL,4.6,100,A,realtor_scraper,2026-04-08T06:23:06.656553+00:00
Steven Nichols,Steven,Nichols,stevenn@realtyonegroup.com,(336) 464-2078,Meritage Homes,Jacksonville,FL,6,29,12579214,FL441059,FL,3.7,92,A,realtor_scraper,2026-04-08T06:23:06.657268+00:00
Virginia Phillips,Virginia,Phillips,vphillips@zillow.com,(270) 227-7310,Real Living,Wichita,KS,12,30,15664200,KS930076,KS,4.4,100,A,realtor_scraper,2026-04-08T06:23:06.753777+00:00
Ann Hamilton,Ann,Hamilton,ahamilton@broker.com,(337) 986-5979,AvalonBay Communities,Midland,TX,5,10,2543150,TX895303,TX,3.6,80,C,realtor_scraper,2026-04-08T06:23:07.053979+00:00
Julia Russell,Julia,Russell,julia.russell@remax.net,(337) 903-4957,NextHome,Murfreesboro,TN,5,20,5073640,TN99523,TN,3.3,85,C,realtor_scraper,2026-04-08T06:23:07.051486+00:00
Wayne Phillips,Wayne,Phillips,wayne.phillips@compass.com,(917) 406-3062,Purplebricks,Washington,DC,14,16,10128160,DC194208,DC,4.9,100,A,realtor_scraper,2026-04-08T06:23:06.760525+00:00
Jerry Cook,Jerry,Cook,cookjerry@homes.com,(936) 407-9710,Realty World,Cape Coral,FL,3,12,4977900,FL785254,FL,3.8,81,B,realtor_scraper,2026-04-08T06:23:06.854210+00:00
Frank Gonzalez,Frank,Gonzalez,gonzalezfrank@realtyonegroup.com,(409) 610-5484,United Real Estate,Beaumont,TX,6,31,20940004,TX427014,TX,4.4,87,C,realtor_scraper,2026-04-08T06:23:07.054777+00:00
Andrea Phillips,Andrea,Phillips,andreaphillips@realtor.com,(512) 949-7045,Marcus & Millichap,St. Petersburg,FL,3,12,6279504,FL702537,FL,4.9,83,A,realtor_scraper,2026-04-08T06:23:06.752721+00:00
Jean Howard,Jean,Howard,jeanhoward@gmail.com,(707) 793-6837,Realty World,El Paso,TX,16,11,5536960,TX413630,TX,3.2,96,A,realtor_scraper,2026-04-08T06:23:06.756789+00:00
Richard Turner,Richard,Turner,richard.turner@yahoo.com,(740) 878-5214,Movoto,Lakewood,CO,6,17,12289640,CO854059,CO,4.9,90,B,realtor_scraper,2026-04-08T06:23:06.854525+00:00
Amy Jordan,Amy,Jordan,amy.jordan@hotmail.com,(402) 944-7777,Zillow Premier Agent,Ann Arbor,MI,4,5,2042690,MI868490,MI,4.9,73,C,realtor_scraper,2026-04-08T06:23:07.054323+00:00
Sara Vasquez,Sara,Vasquez,sara.vasquez@outlook.com,(628) 210-6211,Berkshire Hathaway HomeServices,Minneapolis,MN,8,18,7710750,MN269735,MN,3.9,96,A,realtor_scraper,2026-04-08T06:23:06.656819+00:00
Sara Reed,Sara,Reed,sarareed@exp.com,(531) 803-7603,Perry Homes,North Las Vegas,NV,8,32,24592416,NV857606,NV,4.2,96,A,realtor_scraper,2026-04-08T06:23:06.754505+00:00
Margaret Olson,Margaret,Olson,olsonmargaret@broker.com,(515) 853-5229,Realty ONE Group,Milwaukee,WI,7,21,9000138,WI700376,WI,3.5,94,A,realtor_scraper,2026-04-08T06:23:06.761043+00:00
Jeffrey Simpson,Jeffrey,Simpson,jsimpson@outlook.com,(812) 532-3788,Newmark Grubb Knight Frank,Lakewood,CO,3,5,2339420,CO122486,CO,3.0,74,B,realtor_scraper,2026-04-08T06:23:06.854050+00:00
Debra Payne,Debra,Payne,paynedebra@icloud.com,(234) 325-1511,David Weekley Homes,Fremont,CA,6,23,11120983,CA385061,CA,3.4,92,A,realtor_scraper,2026-04-08T06:23:06.659103+00:00
Marcus Russell,Marcus,Russell,mrussell@trulia.com,(330) 183-2723,Village Real Estate,Denver,CO,11,34,23326006,CO514449,CO,5.0,100,A,realtor_scraper,2026-04-08T06:23:06.657882+00:00
Gloria Wilson,Gloria,Wilson,gloriaw@compass.com,(513) 647-4631,Realty World,Orlando,FL,10,32,15166848,FL824358,FL,4.9,100,A,realtor_scraper,2026-04-08T06:23:06.758404+00:00
Margaret Green,Margaret,Green,margaretgreen@nextdoor.com,(574) 353-7679,Trulia,Columbia,SC,6,8,4651360,SC479420,SC,3.6,83,B,realtor_scraper,2026-04-08T06:23:06.855111+00:00
Kathryn Chavez,Kathryn,Chavez,kchavez@outlook.com,(530) 264-5167,NextHome,Tallahassee,FL,3,8,3593216,FL744126,FL,4.7,77,B,realtor_scraper,2026-04-08T06:23:06.952429+00:00
Isabella Boyd,Isabella,Boyd,isabella.boyd@homes.com,(623) 733-1236,Sotheby's International Realty,Bridgeport,CT,6,18,11135754,CT426521,CT,4.2,90,B,realtor_scraper,2026-04-08T06:23:06.957828+00:00
Donna Webb,Donna,Webb,donna.webb@sothebysrealty.com,(779) 252-5226,Marcus & Millichap,Escondido,CA,4,7,3006948,CA944718,CA,4.9,78,B,realtor_scraper,2026-04-08T06:23:06.951722+00:00
Michael Fernandez,Michael,Fernandez,michael.fernandez@trulia.com,(341) 758-5488,Zillow Premier Agent,Omaha,NE,3,19,5227736,NE771748,NE,3.6,86,A,realtor_scraper,2026-04-08T06:23:06.657300+00:00
Catherine Peterson,Catherine,Peterson,petersoncatherine@realtor.com,(805) 477-4466,Compass,Providence,RI,9,9,4066623,RI596597,RI,4.7,90,B,realtor_scraper,2026-04-08T06:23:06.957688+00:00
Evelyn Cooper,Evelyn,Cooper,ecooper@nextdoor.com,(878) 577-1268,Century 21,Milwaukee,WI,9,29,10048268,WI389921,WI,4.3,98,A,realtor_scraper,2026-04-08T06:23:06.754485+00:00
Gerald Jones,Gerald,Jones,geraldj@broker.com,(507) 878-3374,Trulia,Lansing,MI,1,6,1345020,MI468057,MI,3.8,68,C,realtor_scraper,2026-04-08T06:23:07.054400+00:00
Mark Fisher,Mark,Fisher,fishermark@exp.com,(848) 623-4353,Compass,Montgomery,AL,9,18,7098192,AL676640,AL,4.8,96,B,realtor_scraper,2026-04-08T06:23:06.952043+00:00
Margaret Hill,Margaret,Hill,margarethill@agent.com,(551) 397-7389,ZipRealty,Savannah,GA,4,10,5279900,GA348688,GA,5.0,81,B,realtor_scraper,2026-04-08T06:23:06.855087+00:00
Stephen Gray,Stephen,Gray,stephengray@redfin.com,(840) 619-8632,Lyon Real Estate,Columbus,OH,8,9,6116076,OH986750,OH,3.9,90,A,realtor_scraper,2026-04-08T06:23:06.759662+00:00
Christine Brown,Christine,Brown,cbrown@gmail.com,(732) 743-9204,Intero Real Estate,Saint Paul,MN,11,9,5680386,MN266668,MN,4.6,94,A,realtor_scraper,2026-04-08T06:23:06.750923+00:00
Beverly Palmer,Beverly,Palmer,beverly.palmer@yahoo.com,(740) 102-5767,Realty Executives,Lincoln,NE,7,19,10634661,NE19215,NE,4.0,94,A,realtor_scraper,2026-04-08T06:23:06.656747+00:00
Kevin White,Kevin,White,kwhite@agent.com,(341) 727-2646,Trulia,Irvine,CA,3,9,3662622,CA995773,CA,4.3,78,B,realtor_scraper,2026-04-08T06:23:06.854574+00:00
Donna Gibson,Donna,Gibson,donnagibson@zillow.com,(806) 866-5799,Engel & Volkers,Boulder,CO,5,13,3311152,CO861101,CO,3.3,83,C,realtor_scraper,2026-04-08T06:23:07.055478+00:00
Isabella Kim,Isabella,Kim,isabellakim@kw.com,(334) 634-3325,KB Home,Irvine,CA,9,31,18861485,CA505676,CA,3.4,98,A,realtor_scraper,2026-04-08T06:23:06.657669+00:00
Julie Warren,Julie,Warren,juliewarren@nextdoor.com,(207) 855-1172,Equity Residential,Springfield,MA,8,25,8670800,MA98336,MA,4.4,94,B,realtor_scraper,2026-04-08T06:23:06.957185+00:00
Katherine Mason,Katherine,Mason,katherinemason@agent.com,(312) 681-9276,Baird & Warner,Cape Coral,FL,9,12,5176152,FL966949,FL,4.1,93,B,realtor_scraper,2026-04-08T06:23:06.952811+00:00
Ashley Ferguson,Ashley,Ferguson,ashleyferguson@broker.com,(518) 251-8778,Zillow Premier Agent,Little Rock,AR,5,15,6382410,AR777653,AR,4.9,88,B,realtor_scraper,2026-04-08T06:23:06.951594+00:00
Jason Torres,Jason,Torres,jason.torres@redfin.com,(740) 769-3949,Colliers International,Fresno,CA,6,19,9143275,CA739615,CA,3.5,92,A,realtor_scraper,2026-04-08T06:23:06.756053+00:00
Barbara Gray,Barbara,Gray,bgray@realtyonegroup.com,(616) 221-9189,Purplebricks,Fort Lauderdale,FL,11,29,13790370,FL137860,FL,4.2,98,B,realtor_scraper,2026-04-08T06:23:06.951791+00:00
Maria Alvarez,Maria,Alvarez,maria.alvarez@kw.com,(661) 298-6812,Lennar,Carlsbad,CA,4,12,5402196,CA176435,CA,3.6,80,C,realtor_scraper,2026-04-08T06:23:07.053409+00:00
Judy Campbell,Judy,Campbell,jcampbell@coldwellbanker.com,(931) 340-9051,eXp Realty,Baton Rouge,LA,2,10,2347850,LA858429,LA,3.4,77,B,realtor_scraper,2026-04-08T06:23:06.956906+00:00
Joan Cole,Joan,Cole,colejoan@yahoo.com,(501) 921-2478,eXp Realty,Honolulu,HI,5,4,1011808,HI533481,HI,4.2,79,A,realtor_scraper,2026-04-08T06:23:06.759877+00:00
Linda Jenkins,Linda,Jenkins,jenkinslinda@icloud.com,(714) 468-9093,J.P. Morgan Real Estate,Fort Lauderdale,FL,5,9,2410740,FL122984,FL,3.7,82,B,realtor_scraper,2026-04-08T06:23:06.957257+00:00
Grace Gonzalez,Grace,Gonzalez,grace.gonzalez@hotmail.com,(551) 451-1939,Howard Hanna Real Estate,New Orleans,LA,15,27,15964884,LA320292,LA,3.9,100,A,realtor_scraper,2026-04-08T06:23:06.657654+00:00
Emily Wright,Emily,Wright,ewright@outlook.com,(425) 121-2640,Century 21,Plano,TX,6,31,12052273,TX723892,TX,4.9,92,A,realtor_scraper,2026-04-08T06:23:06.656449+00:00
Abigail Adams,Abigail,Adams,abigail.adams@exp.com,(301) 406-5640,NextHome,Kansas City,KS,9,10,5938010,KS547423,KS,4.7,91,B,realtor_scraper,2026-04-08T06:23:06.952998+00:00
Danielle Nguyen,Danielle,Nguyen,dnguyen@zillow.com,(945) 158-1290,Ryan Homes,Modesto,CA,11,23,13942692,CA992133,CA,4.8,98,B,realtor_scraper,2026-04-08T06:23:07.050960+00:00
