id,name,email,phone,company,city,state,zip,years_experience,transactions_last_year,priority,cream_fit_score,source,scraped_at
CREAM-20260724-00001,Anthony Hill,anthonyh@berkshirehathawayhomeservices.com,(919) 601-3534,Berkshire Hathaway HomeServices,San Diego,CA,92393,5,13,A,68,Referral Network,2026-07-24T22:57:04Z
CREAM-20260724-00002,Gary Garcia,gary.garcia@8zrealestate.com,(513) 567-6404,8z Real Estate,Aurora,CO,80857,3,13,A,87,Cold Outreach,2026-07-24T05:50:14Z
CREAM-20260724-00003,George Martin,george.martin@8zrealestate.com,(929) 578-4714,8z Real Estate,Denver,CO,80271,12,79,A,83,Website Lead,2026-07-24T14:04:17Z
CREAM-20260724-00004,Justin Gray,jgray@yahoo.com,(720) 571-4932,Russell Lyon Sotheby's,Tucson,AZ,86731,5,16,A,61,Referral Network,2026-07-24T03:12:15Z
CREAM-20260724-00005,Jerry King,jerryking@me.com,(805) 889-9022,Nest Seekers,Staten Island,NY,14304,23,36,A,62,Cold Outreach,2026-07-24T03:47:30Z
CREAM-20260724-00006,Rachel Alvarez,rachelalvarez@icloud.com,(602) 304-2797,Compass,Charlotte,NC,27798,13,75,A,63,LinkedIn,2026-07-24T12:07:22Z
CREAM-20260724-00007,Andrew James,andrew_james@icloud.com,(919) 757-6080,RE/MAX,Miami,FL,34911,3,9,A,89,Brokerage Listings,2026-07-24T10:59:52Z
CREAM-20260724-00008,Edward Hall,ehall@aol.com,(718) 548-9427,Briggs Freeman Sotheby's,Dallas,TX,77948,5,15,A,61,Cold Outreach,2026-07-24T06:20:46Z
CREAM-20260724-00009,Emily Sanders,emily.sanders@exprealty.com,(303) 280-6075,eXp Realty,St. Petersburg,FL,33410,3,18,A,81,Realtor.com,2026-07-24T18:58:59Z
CREAM-20260724-00010,Emily Sanchez,emily.sanchez@me.com,(404) 481-3869,RE/MAX,Houston,TX,77458,16,60,A,64,Referral Network,2026-07-24T03:55:39Z
CREAM-20260724-00011,Jonathan Foster,jonathan.foster@aol.com,(713) 465-5920,eXp Realty,Mesa,AZ,86597,0,5,A,87,LinkedIn,2026-07-24T15:02:07Z
CREAM-20260724-00012,Ashley Torres,ashley.torres@hotmail.com,(305) 476-3616,Keller Williams,Staten Island,NY,13623,8,25,A,68,LinkedIn,2026-07-24T21:37:22Z
CREAM-20260724-00013,Mary Gutierrez,mgutierrez@exprealty.com,(916) 931-5978,eXp Realty,Cincinnati,OH,45701,17,73,A,67,Referral Network,2026-07-24T03:28:04Z
CREAM-20260724-00014,Jessica Sanders,jessicasanders@me.com,(512) 692-4039,Brown Harris Stevens,Staten Island,NY,12839,18,35,A,72,NAR Directory,2026-07-24T14:20:33Z
CREAM-20260724-00015,Anna Alvarez,annaa@yahoo.com,(718) 236-9180,Allen Tate,Greensboro,NC,28532,13,44,A,99,NAR Directory,2026-07-24T02:05:32Z
CREAM-20260724-00016,Laura Gutierrez,laura.gutierrez@yahoo.com,(980) 862-3687,RE/MAX,Charlotte,NC,28881,0,0,A,77,Cold Outreach,2026-07-24T01:35:09Z
CREAM-20260724-00017,Donna Richardson,drichardson@outlook.com,(786) 367-4008,Douglas Elliman,Fort Worth,TX,77792,5,15,A,74,Website Lead,2026-07-24T22:08:09Z
CREAM-20260724-00018,John Torres,john_torres@me.com,(469) 309-5352,Keller Williams Realty,Los Angeles,CA,93209,4,13,A,97,Referral Network,2026-07-24T13:03:19Z
CREAM-20260724-00019,Anthony Cook,acook@aol.com,(214) 221-6367,eXp Realty,San Antonio,TX,77609,18,65,A,76,MLS Database,2026-07-24T16:27:12Z
CREAM-20260724-00020,Carolyn Gray,carolyn_gray@me.com,(718) 210-5725,Keller Williams Realty,San Francisco,CA,93663,0,4,A,65,NAR Directory,2026-07-24T21:11:17Z
CREAM-20260724-00021,Justin Adams,justin_adams@icloud.com,(805) 576-2070,Keller Williams,Manhattan,NY,14220,17,64,A,71,Realtor.com,2026-07-24T18:34:54Z
CREAM-20260724-00022,Jack Adams,jack.adams@livsothebys.com,(212) 411-5780,LIV Sotheby's,Aurora,CO,80623,6,24,A,80,Trade Show,2026-07-24T14:57:47Z
CREAM-20260724-00023,Jacob Sanchez,jacob_sanchez@gmail.com,(614) 804-4611,Huntington Real Estate,Columbus,OH,44897,4,16,A,69,MLS Database,2026-07-24T04:09:36Z
CREAM-20260724-00024,Richard Castillo,richardc@aol.com,(805) 811-7005,Corcoran Group,Queens,NY,10435,23,25,A,74,Website Lead,2026-07-24T23:20:23Z
CREAM-20260724-00025,Amanda Allen,aallen@exprealty.com,(256) 370-9848,eXp Realty,Tampa,FL,32250,8,25,A,76,Cold Outreach,2026-07-24T06:19:45Z
CREAM-20260724-00026,Emily Brooks,ebrooks@herrealtors.com,(512) 894-6695,HER Realtors,Cincinnati,OH,45996,1,5,A,83,Brokerage Listings,2026-07-24T14:26:45Z
CREAM-20260724-00027,Rachel Adams,rachela@homesmart.com,(720) 203-7028,HomeSmart,Scottsdale,AZ,86439,20,72,A,90,Facebook,2026-07-24T09:25:14Z
CREAM-20260724-00028,Mary Scott,mary.scott@coldwellbanker.com,(415) 726-4489,Coldwell Banker,Charlotte,NC,28913,5,13,A,66,LinkedIn,2026-07-24T09:11:05Z
CREAM-20260724-00029,Sharon Reed,sharonr@coldwellbanker.com,(714) 978-7931,Coldwell Banker,Cincinnati,OH,44547,8,18,A,65,Facebook,2026-07-24T05:01:08Z
CREAM-20260724-00030,Aaron Martinez,aaron_martinez@hotmail.com,(972) 493-6459,Nest Seekers,Bronx,NY,11240,4,16,A,79,Website Lead,2026-07-24T09:22:59Z
CREAM-20260724-00031,Stephen Lee,stephen.lee@aol.com,(704) 507-7869,Compass,San Diego,CA,95983,2,10,A,61,Website Lead,2026-07-24T09:59:17Z
CREAM-20260724-00032,Nicholas Kim,nicholas_kim@gmail.com,(972) 967-6879,Keller Williams,Fort Worth,TX,75485,13,38,A,83,NAR Directory,2026-07-24T03:37:19Z
CREAM-20260724-00033,Rebecca Smith,rsmith@hotmail.com,(305) 448-8305,eXp Realty,Phoenix,AZ,86827,7,23,A,87,LinkedIn,2026-07-24T20:46:10Z
CREAM-20260724-00034,Rachel Nguyen,racheln@exprealty.com,(415) 682-1562,eXp Realty,Denver,CO,80503,19,58,A,93,Trade Show,2026-07-24T05:35:46Z
CREAM-20260724-00035,Larry Smith,larry_smith@aol.com,(334) 673-2577,Coldwell Banker,Aurora,CO,81228,15,35,A,93,LinkedIn,2026-07-24T14:25:28Z
CREAM-20260724-00036,Andrew Moore,andrew_moore@icloud.com,(212) 298-4266,Berkshire Hathaway,Charlotte,NC,28355,3,12,A,89,Cold Outreach,2026-07-24T22:33:38Z
CREAM-20260724-00037,Stephanie Kelly,skelly@hotmail.com,(929) 326-2357,Keller Williams,Houston,TX,78601,4,13,A,100,Brokerage Listings,2026-07-24T03:13:21Z
CREAM-20260724-00038,Thomas Adams,thomas.adams@halstead.com,(310) 548-3431,Halstead,Queens,NY,13338,9,20,A,93,Trade Show,2026-07-24T21:16:14Z
CREAM-20260724-00039,Samantha Ward,samantha_ward@hotmail.com,(513) 366-3261,Douglas Elliman,Staten Island,NY,14870,13,26,A,100,Brokerage Listings,2026-07-24T17:10:22Z
CREAM-20260724-00040,Barbara Rogers,barbara_rogers@outlook.com,(704) 532-3787,8z Real Estate,Colorado Springs,CO,81232,0,4,A,87,Website Lead,2026-07-24T04:31:40Z
CREAM-20260724-00041,Nicole Hill,nhill@berkshirehathaway.com,(212) 887-6923,Berkshire Hathaway,Columbus,OH,43399,5,14,A,77,Brokerage Listings,2026-07-24T03:44:39Z
