full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Abigail Mendez,Abigail,Mendez,abigail.mendez@compass.com,(717) 419-5195,Trulia,Birmingham,AL,4,5,1494120,AL10668,AL,4.2,76,B,realtor_scraper,2026-07-16T06:22:28.214166+00:00
Brenda Myers,Brenda,Myers,brendamyers@nextdoor.com,(614) 304-4337,NVR Homes,Sunnyvale,CA,5,17,5140154,CA350318,CA,3.1,88,B,realtor_scraper,2026-07-16T06:22:28.217306+00:00
Jean Clark,Jean,Clark,jeanclark@realtor.com,(447) 770-5189,HomeSmart,Denton,TX,9,24,7419432,TX181898,TX,3.2,93,C,realtor_scraper,2026-07-16T06:22:28.220501+00:00
Jordan Crawford,Jordan,Crawford,jordan.crawford@agent.com,(774) 913-1809,Lennar,Madison,WI,9,16,8028416,WI669451,WI,4.0,98,A,realtor_scraper,2026-07-16T06:22:28.207712+00:00
Jerry Lee,Jerry,Lee,leejerry@exp.com,(341) 458-3084,Berkshire Hathaway HomeServices,Plano,TX,11,22,8618764,TX269260,TX,3.8,100,A,realtor_scraper,2026-07-16T06:22:28.208257+00:00
Justin Roberts,Justin,Roberts,robertsjustin@icloud.com,(608) 660-1760,Engel & Volkers,Mesa,AZ,4,18,4965588,AZ436242,AZ,4.9,88,A,realtor_scraper,2026-07-16T06:22:28.212391+00:00
Linda Cole,Linda,Cole,colelinda@exp.com,(931) 790-2692,Ryan Homes,Austin,TX,8,32,18733024,TX273450,TX,3.7,96,A,realtor_scraper,2026-07-16T06:22:28.211022+00:00
Jeffrey Chavez,Jeffrey,Chavez,jchavez@trulia.com,(334) 289-9164,Equity Residential,Ventura,CA,2,10,3481230,CA425381,CA,3.7,74,C,realtor_scraper,2026-07-16T06:22:28.222037+00:00
Dylan Mendoza,Dylan,Mendoza,dylanmendoza@icloud.com,(716) 186-1681,David Weekley Homes,Philadelphia,PA,7,31,16519187,PA261062,PA,4.2,94,A,realtor_scraper,2026-07-16T06:22:28.207056+00:00
Jose Tucker,Jose,Tucker,tuckerjose@trulia.com,(786) 965-2898,David Weekley Homes,Seattle,WA,0,10,4536810,WA395963,WA,3.4,75,A,realtor_scraper,2026-07-16T06:22:28.209151+00:00
Benjamin Bell,Benjamin,Bell,benjaminb@gmail.com,(878) 989-1668,Keller Williams,Richardson,TX,5,6,1719090,TX488103,TX,4.4,76,C,realtor_scraper,2026-07-16T06:22:28.221233+00:00
Dylan Guzman,Dylan,Guzman,guzmandylan@gmail.com,(667) 265-4609,Homes.com,Evansville,IN,6,10,4850720,IN627581,IN,4.1,82,C,realtor_scraper,2026-07-16T06:22:28.222021+00:00
Christian Diaz,Christian,Diaz,diazchristian@homes.com,(917) 600-9839,Real Living,Phoenix,AZ,17,23,10181433,AZ489449,AZ,4.5,100,A,realtor_scraper,2026-07-16T06:22:28.209244+00:00
Margaret Tucker,Margaret,Tucker,mtucker@nextdoor.com,(814) 671-3974,KB Home,Anaheim,CA,14,8,3234072,CA204618,CA,3.5,93,A,realtor_scraper,2026-07-16T06:22:28.209170+00:00
Megan Rose,Megan,Rose,meganrose@nextdoor.com,(314) 248-5782,Colliers International,Chula Vista,CA,8,31,13991633,CA328525,CA,4.5,96,A,realtor_scraper,2026-07-16T06:22:28.210243+00:00
Johnny Salazar,Johnny,Salazar,jsalazar@redfin.com,(806) 575-8869,CBRE,Montgomery,AL,1,4,1245444,AL631478,AL,3.3,69,B,realtor_scraper,2026-07-16T06:22:28.217750+00:00
Frances Gibson,Frances,Gibson,francesg@realty.com,(279) 534-1872,eXp Realty,Paterson,NJ,1,5,1191895,NJ93844,NJ,3.9,70,B,realtor_scraper,2026-07-16T06:22:28.213744+00:00
Janice Freeman,Janice,Freeman,janicefreeman@exp.com,(515) 316-5658,Redfin Partner,Evansville,IN,2,5,1422580,IN586430,IN,4.4,69,C,realtor_scraper,2026-07-16T06:22:28.221039+00:00
Grace Flores,Grace,Flores,grace.flores@nextdoor.com,(252) 500-3376,J.P. Morgan Real Estate,Waterbury,CT,2,9,2960100,CT624078,CT,4.0,73,C,realtor_scraper,2026-07-16T06:22:28.222798+00:00
Kathleen Silva,Kathleen,Silva,kathleen.silva@realtyonegroup.com,(720) 970-3936,eXp Realty,Boise,ID,8,17,6193661,ID901771,ID,3.0,94,B,realtor_scraper,2026-07-16T06:22:28.215716+00:00
Elizabeth Ford,Elizabeth,Ford,elizabeth.ford@sothebysrealty.com,(413) 925-3855,John L. Scott Real Estate,Irvine,CA,10,27,19363131,CA900841,CA,4.6,100,A,realtor_scraper,2026-07-16T06:22:28.207538+00:00
Kathryn Gomez,Kathryn,Gomez,kathryngomez@kw.com,(860) 177-5939,Redfin,Chesapeake,VA,6,30,18603600,VA395925,VA,4.2,92,A,realtor_scraper,2026-07-16T06:22:28.206753+00:00
William Gray,William,Gray,william.gray@compass.com,(276) 687-4461,J.P. Morgan Real Estate,Tulsa,OK,18,13,7607600,OK493309,OK,4.9,98,A,realtor_scraper,2026-07-16T06:22:28.207379+00:00
Cynthia Harrison,Cynthia,Harrison,harrisoncynthia@homes.com,(787) 776-3506,Redfin,Miami,FL,18,15,6456090,FL868700,FL,3.5,100,A,realtor_scraper,2026-07-16T06:22:28.206626+00:00
Pamela Clark,Pamela,Clark,pclark@outlook.com,(702) 998-7496,Meritage Homes,Houston,TX,9,20,6095920,TX116557,TX,4.5,98,A,realtor_scraper,2026-07-16T06:22:28.212143+00:00
Sean Castro,Sean,Castro,castrosean@agent.com,(720) 468-2595,eXp Realty,Amarillo,TX,14,33,25413498,TX613619,TX,3.3,98,B,realtor_scraper,2026-07-16T06:22:28.218741+00:00
Jack Gonzales,Jack,Gonzales,gonzalesjack@nextdoor.com,(321) 447-9610,Engel & Volkers,South Bend,IN,7,28,15830640,IN222035,IN,3.8,89,C,realtor_scraper,2026-07-16T06:22:28.219929+00:00
Vincent King,Vincent,King,vincentking@icloud.com,(832) 927-8894,eXp Realty,Jersey City,NJ,12,24,15152928,NJ783404,NJ,4.3,100,A,realtor_scraper,2026-07-16T06:22:28.210815+00:00
Michael Hunter,Michael,Hunter,mhunter@hotmail.com,(603) 228-1042,Sotheby's International Realty,Huntsville,AL,7,31,11368072,AL503215,AL,3.4,92,B,realtor_scraper,2026-07-16T06:22:28.216056+00:00
Amanda Nelson,Amanda,Nelson,amandan@homes.com,(337) 247-7896,Colliers International,Miami,FL,1,1,345459,FL848114,FL,3.2,68,A,realtor_scraper,2026-07-16T06:22:28.207193+00:00
Ruth Adams,Ruth,Adams,rutha@nextdoor.com,(669) 246-5843,Realty Executives,Boulder,CO,4,8,2309016,CO214556,CO,3.5,76,C,realtor_scraper,2026-07-16T06:22:28.220808+00:00
Dennis Perez,Dennis,Perez,dperez@gmail.com,(541) 921-7205,Compass,St. Louis,MO,7,19,12882779,MO920365,MO,4.0,94,A,realtor_scraper,2026-07-16T06:22:28.207121+00:00
Frank Gonzalez,Frank,Gonzalez,frankg@nextdoor.com,(908) 715-2166,ZipRealty,Hesperia,CA,6,19,13329127,CA463517,CA,4.6,87,C,realtor_scraper,2026-07-16T06:22:28.220398+00:00
Jack Cole,Jack,Cole,jackc@trulia.com,(207) 498-1976,Engel & Volkers,Riverside,CA,10,16,5878208,CA274957,CA,4.9,100,A,realtor_scraper,2026-07-16T06:22:28.210404+00:00
Dorothy Bennett,Dorothy,Bennett,dbennett@redfin.com,(959) 655-2239,Compass,Savannah,GA,1,10,2285300,GA917047,GA,3.5,75,B,realtor_scraper,2026-07-16T06:22:28.213104+00:00
John Roberts,John,Roberts,robertsjohn@realty.com,(319) 912-2482,Engel & Volkers,Pacoima,CA,1,2,852684,CA842182,CA,4.3,64,C,realtor_scraper,2026-07-16T06:22:28.220454+00:00
Martha Watson,Martha,Watson,mwatson@outlook.com,(385) 830-4914,Meritage Homes,Santa Ana,CA,10,27,12159126,CA463089,CA,4.6,100,A,realtor_scraper,2026-07-16T06:22:28.208192+00:00
Charles Kelley,Charles,Kelley,charlesk@century21.com,(475) 616-2897,Equity Residential,Salt Lake City,UT,6,27,18608346,UT936404,UT,3.6,90,B,realtor_scraper,2026-07-16T06:22:28.218820+00:00
Cheryl Hughes,Cheryl,Hughes,hughescheryl@coldwellbanker.com,(620) 439-2217,Help-U-Sell,Chula Vista,CA,15,23,11797459,CA721695,CA,4.3,100,A,realtor_scraper,2026-07-16T06:22:28.209519+00:00
Jacob Hill,Jacob,Hill,hilljacob@coldwellbanker.com,(531) 773-4671,Dickson Realty,Salt Lake City,UT,2,5,1015685,UT24233,UT,3.1,72,B,realtor_scraper,2026-07-16T06:22:28.216207+00:00
Kimberly Jimenez,Kimberly,Jimenez,kjimenez@realtyonegroup.com,(216) 491-5937,Zillow Premier Agent,Detroit,MI,9,13,8588502,MI887351,MI,4.5,96,A,realtor_scraper,2026-07-16T06:22:28.207604+00:00
Heather Young,Heather,Young,heather.young@sothebysrealty.com,(952) 800-9055,D.R. Horton,Gilbert,AZ,11,20,12161960,AZ706970,AZ,3.7,100,A,realtor_scraper,2026-07-16T06:22:28.207898+00:00
Maria Thomas,Maria,Thomas,maria.thomas@yahoo.com,(564) 976-2712,ZipRealty,Irvine,CA,9,33,21979254,CA897500,CA,4.2,96,B,realtor_scraper,2026-07-16T06:22:28.216492+00:00
Hannah Gardner,Hannah,Gardner,hannahgardner@remax.net,(321) 996-4456,CBRE,Roseville,CA,0,4,1751268,CA710412,CA,4.8,64,C,realtor_scraper,2026-07-16T06:22:28.220586+00:00
William Mitchell,William,Mitchell,william.mitchell@century21.com,(572) 625-5036,Ryan Homes,Palm Bay,FL,2,1,453214,FL25732,FL,4.5,65,C,realtor_scraper,2026-07-16T06:22:28.219538+00:00
Kathleen Chen,Kathleen,Chen,kchen@nextdoor.com,(646) 389-8890,Baird & Warner,Evansville,IN,1,6,2457654,IN953597,IN,3.4,68,C,realtor_scraper,2026-07-16T06:22:28.220019+00:00
Devin Grant,Devin,Grant,devin.grant@compass.com,(312) 114-1684,Taylor Morrison,Brockton,MA,5,6,2871432,MA561180,MA,3.0,76,C,realtor_scraper,2026-07-16T06:22:28.221249+00:00
Harold Jenkins,Harold,Jenkins,hjenkins@yahoo.com,(781) 784-6805,Engel & Volkers,Oklahoma City,OK,5,6,1961172,OK654589,OK,4.3,81,A,realtor_scraper,2026-07-16T06:22:28.209698+00:00
Logan Vargas,Logan,Vargas,loganvargas@realty.com,(772) 721-1037,Redfin Partner,Tucson,AZ,4,5,2540705,AZ941716,AZ,3.4,78,A,realtor_scraper,2026-07-16T06:22:28.206715+00:00
