id,full_name,name,first_name,last_name,email,phone,brokerage,company,metro_area,city,state,zip,years_experience,transactions_12mo,transactions_last_year,sales_volume,rating,priority,cream_fit_score,source,brokerage_size,scraped_at
CREAM-20260826-00001,Lisa Stewart,Lisa Stewart,Lisa,Stewart,lisa.stewart@coldwellbanker.com,(234) 748-1137,Coldwell Banker,Coldwell Banker,Phoenix,Phoenix,AZ,86399,18,67,67,25711213,3.6,A,91,Trade Show,Enterprise (200+ agents),2026-08-26T08:25:20Z
CREAM-20260826-00002,Mary James,Mary James,Mary,James,maryjames@yahoo.com,(720) 976-8426,Berkshire Hathaway HomeServices,Berkshire Hathaway HomeServices,Los Angeles,Los Angeles,CA,96686,25,53,53,35881029,4.8,A,96,LinkedIn,Large (51-200 agents),2026-08-26T21:23:55Z
CREAM-20260826-00003,Anthony Martin,Anthony Martin,Anthony,Martin,anthony.martin@gmail.com,(720) 795-1516,Berkshire Hathaway,Berkshire Hathaway,Houston,Houston,TX,75432,14,55,55,15710569,4.2,A,71,Brokerage Listings,Large (51-200 agents),2026-08-26T00:56:08Z
CREAM-20260826-00004,Ronald Castillo,Ronald Castillo,Ronald,Castillo,ronaldcastillo@outlook.com,(786) 807-4151,Coldwell Banker,Coldwell Banker,Cleveland,Cleveland,OH,45633,2,9,9,2014145,4.9,A,61,Website Lead,Independent,2026-08-26T00:37:19Z
CREAM-20260826-00005,Lawrence Garcia,Lawrence Garcia,Lawrence,Garcia,lgarcia@kellerwilliams.com,(303) 537-6133,Keller Williams,Keller Williams,Charlotte,Charlotte,NC,28399,4,25,25,10704743,3.5,A,76,Website Lead,Enterprise (200+ agents),2026-08-26T15:01:11Z
CREAM-20260826-00006,Brian Rodriguez,Brian Rodriguez,Brian,Rodriguez,brian.rodriguez@yahoo.com,(805) 748-8713,Brown Harris Stevens,Brown Harris Stevens,Brooklyn,Brooklyn,NY,11771,3,9,9,4377644,3.7,A,70,Cold Outreach,Mid-size (11-50 agents),2026-08-26T22:59:33Z
CREAM-20260826-00007,Margaret Patel,Margaret Patel,Margaret,Patel,mpatel@longrealty.com,(929) 891-3928,Long Realty,Long Realty,Tucson,Tucson,AZ,85103,23,41,41,19029414,5.0,A,96,Website Lead,Independent,2026-08-26T17:42:44Z
CREAM-20260826-00008,Anna Ramos,Anna Ramos,Anna,Ramos,anna.ramos@gmail.com,(512) 613-6267,Berkshire Hathaway,Berkshire Hathaway,El Paso,El Paso,TX,77116,1,5,5,1533233,4.6,A,93,Realtor.com,Mid-size (11-50 agents),2026-08-26T20:29:17Z
CREAM-20260826-00009,Gloria Green,Gloria Green,Gloria,Green,gloria.green@outlook.com,(805) 372-7604,eXp Realty,eXp Realty,San Francisco,San Francisco,CA,95312,25,51,51,36001149,3.9,A,99,Realtor.com,Mid-size (11-50 agents),2026-08-26T22:54:50Z
CREAM-20260826-00010,Pamela Ortiz,Pamela Ortiz,Pamela,Ortiz,portiz@compass.com,(303) 243-9418,Compass,Compass,Greensboro,Greensboro,NC,28600,0,5,5,2212545,4.2,A,71,Realtor.com,Enterprise (200+ agents),2026-08-26T07:27:28Z
