full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Harold Ortiz,Harold,Ortiz,haroldo@agent.com,(575) 429-9584,NextHome,Birmingham,AL,4,15,3856530,AL245768,AL,4.1,86,B,realtor_scraper,2026-06-20T02:02:28.164672+00:00
Cheryl Gomez,Cheryl,Gomez,gomezcheryl@redfin.com,(208) 618-7819,Purplebricks,Mesa,AZ,12,10,7252080,AZ802732,AZ,3.2,95,A,realtor_scraper,2026-06-20T02:02:28.065096+00:00
Brandon Soto,Brandon,Soto,bsoto@realty.com,(319) 627-6497,Cushman & Wakefield,Clarksville,TN,8,18,12173058,TN967961,TN,4.0,94,B,realtor_scraper,2026-06-20T02:02:28.161059+00:00
Justin Scott,Justin,Scott,justins@realty.com,(973) 604-3142,Meritage Homes,Vancouver,WA,9,17,12283146,WA786814,WA,3.1,96,B,realtor_scraper,2026-06-20T02:02:28.066454+00:00
Dorothy Aguilar,Dorothy,Aguilar,dorothya@hotmail.com,(269) 886-8374,Newmark Grubb Knight Frank,Baltimore,MD,3,14,5967192,MD651755,MD,3.4,85,A,realtor_scraper,2026-06-20T02:02:28.062787+00:00
Marilyn Roberts,Marilyn,Roberts,mroberts@agent.com,(409) 769-1955,NextHome,Escondido,CA,3,6,2704104,CA394714,CA,3.1,75,B,realtor_scraper,2026-06-20T02:02:28.163515+00:00
Marcus Reed,Marcus,Reed,marcus.reed@realty.com,(534) 570-5592,HomeSmart,Montgomery,AL,4,10,5701660,AL544236,AL,4.0,81,B,realtor_scraper,2026-06-20T02:02:28.065461+00:00
Marilyn Hicks,Marilyn,Hicks,marilyn.hicks@broker.com,(330) 173-4505,Taylor Morrison,Milwaukee,WI,10,28,17052924,WI773778,WI,4.4,100,A,realtor_scraper,2026-06-20T02:02:28.061081+00:00
Bobby Rice,Bobby,Rice,bobbyr@exp.com,(419) 115-3057,Beazer Homes,Hollywood,CA,5,5,2035180,CA881191,CA,3.9,78,B,realtor_scraper,2026-06-20T02:02:28.164514+00:00
Edward Patel,Edward,Patel,epatel@kw.com,(770) 782-5837,Lennar,Tempe,AZ,5,19,4784637,AZ944020,AZ,3.9,88,B,realtor_scraper,2026-06-20T02:02:28.065910+00:00
