full_name,first_name,last_name,email,phone,brokerage,metro_area,state,years_experience,transactions_12mo,sales_volume,license_number,license_state,rating,cream_fit_score,priority,source,scraped_at
Tyler Aguilar,Tyler,Aguilar,tyleraguilar@gmail.com,(713) 469-2085,Berkshire Hathaway HomeServices,Lansing,MI,0,10,2537400,MI754359,MI,4.0,70,C,realtor_scraper,2026-08-10T02:00:13.321938+00:00
Deborah Simmons,Deborah,Simmons,deborahs@century21.com,(603) 211-8740,Ryan Homes,Minneapolis,MN,8,14,7966826,MN953211,MN,3.4,95,A,realtor_scraper,2026-08-10T02:00:13.262019+00:00
Derek Ortiz,Derek,Ortiz,derek.ortiz@realtor.com,(734) 578-5517,Coldwell Banker,Round Rock,TX,4,18,6412500,TX388230,TX,4.0,83,C,realtor_scraper,2026-08-10T02:00:13.323767+00:00
Donna Robinson,Donna,Robinson,donnar@homes.com,(218) 143-1357,Meritage Homes,Jacksonville,FL,3,9,2633499,FL720144,FL,4.3,80,A,realtor_scraper,2026-08-10T02:00:13.299885+00:00
Christian Myers,Christian,Myers,cmyers@gmail.com,(423) 492-1855,John L. Scott Real Estate,Tampa,FL,11,25,18585925,FL904396,FL,4.8,100,A,realtor_scraper,2026-08-10T02:00:13.300829+00:00
Jordan Dixon,Jordan,Dixon,jordand@sothebysrealty.com,(531) 950-2526,NVR Homes,Anchorage,AK,10,21,15669234,AK187580,AK,4.8,100,A,realtor_scraper,2026-08-10T02:00:13.299541+00:00
Carol Ferguson,Carol,Ferguson,carol.ferguson@redfin.com,(469) 295-1687,Perry Homes,Los Angeles,CA,7,11,5093495,CA231281,CA,3.0,90,A,realtor_scraper,2026-08-10T02:00:13.262119+00:00
Janice Hernandez,Janice,Hernandez,janiceh@yahoo.com,(407) 114-7457,Lyon Real Estate,Montgomery,AL,4,17,5257879,AL737200,AL,4.0,86,B,realtor_scraper,2026-08-10T02:00:13.319452+00:00
Ruth Gray,Ruth,Gray,ruthg@nextdoor.com,(318) 725-5151,Pulte Homes,Pittsburgh,PA,13,26,10543234,PA952166,PA,5.0,100,A,realtor_scraper,2026-08-10T02:00:13.259872+00:00
Benjamin Coleman,Benjamin,Coleman,benjamin.coleman@exp.com,(949) 371-4394,Compass,Pueblo,CO,3,14,7428890,CO283982,CO,3.8,80,C,realtor_scraper,2026-08-10T02:00:13.322686+00:00
Brandon Woods,Brandon,Woods,bwoods@zillow.com,(740) 250-3914,Village Real Estate,Burbank,CA,3,10,5771250,CA236431,CA,4.7,76,C,realtor_scraper,2026-08-10T02:00:13.320322+00:00
Roger Ramirez,Roger,Ramirez,roger.ramirez@yahoo.com,(409) 539-3352,Movoto,Greensboro,NC,9,14,10176572,NC479802,NC,3.6,97,A,realtor_scraper,2026-08-10T02:00:13.304541+00:00
Jacob Phillips,Jacob,Phillips,phillipsjacob@homes.com,(628) 189-6711,Realty Executives,Jackson,MS,3,16,9376448,MS945843,MS,3.3,84,B,realtor_scraper,2026-08-10T02:00:13.312239+00:00
Michelle Green,Michelle,Green,greenmichelle@kw.com,(802) 725-1092,Movoto,Dallas,TX,12,10,5822190,TX226771,TX,4.5,95,A,realtor_scraper,2026-08-10T02:00:13.300011+00:00
Kimberly Kim,Kimberly,Kim,kimberlykim@gmail.com,(973) 577-9759,Redfin,Durham,NC,6,8,6273664,NC136924,NC,3.1,85,A,realtor_scraper,2026-08-10T02:00:13.300931+00:00
Gary Rogers,Gary,Rogers,rogersgary@zillow.com,(727) 127-5774,Berkshire Hathaway HomeServices,Savannah,GA,5,14,6151838,GA138855,GA,3.3,87,B,realtor_scraper,2026-08-10T02:00:13.304855+00:00
Bradley Martinez,Bradley,Martinez,martinezbradley@bhhs.com,(954) 476-6033,Zillow Premier Agent,Green Bay,WI,1,10,4548970,WI793006,WI,4.0,72,C,realtor_scraper,2026-08-10T02:00:13.322031+00:00
Joshua Webb,Joshua,Webb,webbjoshua@kw.com,(650) 929-9670,Coldwell Banker,Clovis,CA,1,3,1348542,CA259536,CA,3.3,65,C,realtor_scraper,2026-08-10T02:00:13.323321+00:00
Jessica Henderson,Jessica,Henderson,jessica.henderson@gmail.com,(541) 883-9980,Newmark Grubb Knight Frank,New Orleans,LA,12,20,14583500,LA34974,LA,5.0,100,A,realtor_scraper,2026-08-10T02:00:13.300544+00:00
Derek Munoz,Derek,Munoz,dmunoz@homes.com,(302) 342-9636,Zillow Premier Agent,Cape Coral,FL,4,18,7732944,FL135622,FL,3.9,86,B,realtor_scraper,2026-08-10T02:00:13.315215+00:00
Laura Diaz,Laura,Diaz,laurad@redfin.com,(347) 651-7527,J.P. Morgan Real Estate,Arlington,TX,10,32,10685408,TX700287,TX,3.3,100,A,realtor_scraper,2026-08-10T02:00:13.256340+00:00
Marcus Robinson,Marcus,Robinson,mrobinson@kw.com,(517) 195-9840,Taylor Morrison,Vallejo,CA,2,9,2862459,CA214266,CA,4.0,76,B,realtor_scraper,2026-08-10T02:00:13.304958+00:00
Samantha Castro,Samantha,Castro,samanthac@exp.com,(978) 361-4772,Berkshire Hathaway HomeServices,Fairfield,CA,0,4,927292,CA398043,CA,4.1,64,C,realtor_scraper,2026-08-10T02:00:13.321911+00:00
Noah King,Noah,King,noahking@sothebysrealty.com,(989) 573-5479,Sotheby's International Realty,Santa Ana,CA,0,6,2109720,CA419783,CA,3.5,71,A,realtor_scraper,2026-08-10T02:00:13.260614+00:00
Steven Stephens,Steven,Stephens,stevenstephens@agent.com,(937) 766-1962,Century 21,Fort Collins,CO,4,18,6637392,CO324074,CO,3.1,86,B,realtor_scraper,2026-08-10T02:00:13.316879+00:00
Alan Baker,Alan,Baker,alanbaker@coldwellbanker.com,(380) 391-8627,ZipRealty,Stockton,CA,2,1,417848,CA439980,CA,4.5,70,A,realtor_scraper,2026-08-10T02:00:13.301416+00:00
Teresa Murray,Teresa,Murray,teresa.murray@homes.com,(478) 480-4412,Pulte Homes,Clinton,MI,0,2,942758,MI39720,MI,4.9,62,C,realtor_scraper,2026-08-10T02:00:13.321691+00:00
John Tucker,John,Tucker,tuckerjohn@trulia.com,(213) 770-3067,Colliers International,Clovis,CA,5,13,6230081,CA320090,CA,4.6,83,C,realtor_scraper,2026-08-10T02:00:13.323555+00:00
Jacob Howard,Jacob,Howard,howardjacob@agent.com,(817) 299-8704,Keller Williams,El Paso,TX,4,13,4592757,TX528469,TX,4.9,86,A,realtor_scraper,2026-08-10T02:00:13.260396+00:00
Laura Wilson,Laura,Wilson,laurawilson@bhhs.com,(813) 736-1367,Taylor Morrison,Denton,TX,0,1,208855,TX661226,TX,3.1,61,C,realtor_scraper,2026-08-10T02:00:13.323507+00:00
William Marshall,William,Marshall,william.marshall@realtyonegroup.com,(959) 865-6755,Realty ONE Group,Chicago,IL,12,18,10160640,IL409249,IL,3.5,100,A,realtor_scraper,2026-08-10T02:00:13.261291+00:00
Nicholas Ramos,Nicholas,Ramos,nicholas.ramos@icloud.com,(520) 540-7978,Realty World,Savannah,GA,4,18,6749802,GA387037,GA,3.7,86,B,realtor_scraper,2026-08-10T02:00:13.308568+00:00
Larry Powell,Larry,Powell,lpowell@agent.com,(858) 959-1210,Engel & Volkers,Cleveland,OH,8,15,7685295,OH272989,OH,4.2,96,A,realtor_scraper,2026-08-10T02:00:13.259978+00:00
Sandra Stone,Sandra,Stone,sandra.stone@bhhs.com,(857) 710-7158,David Weekley Homes,Peoria,AZ,4,6,2180496,AZ579944,AZ,3.4,74,C,realtor_scraper,2026-08-10T02:00:13.323421+00:00
Brian Gonzales,Brian,Gonzales,brian.gonzales@outlook.com,(717) 846-4710,Realty World,Paterson,NJ,10,19,7755857,NJ396966,NJ,3.1,98,B,realtor_scraper,2026-08-10T02:00:13.317898+00:00
Anthony Howard,Anthony,Howard,anthony.howard@zillow.com,(915) 396-3390,Colliers International,Portland,OR,1,10,3996430,OR833238,OR,3.2,77,A,realtor_scraper,2026-08-10T02:00:13.260050+00:00
